ID,SIM1,SIM2,SIM3,SIM4,SIM5,SIM6,SIM7,SIM8,SIM9,SIM10
202617,205026,202100,104444,202292,202464,203445,200324,106419,104538,105407
202618,100279,301692,305071,102484,304091,104865,100004,300403,200906,102258
202619,202467,203126,202294,203427,202892,500428,105636,202591,200357,400595
202620,401340,202765,500356,103885,303373,301908,306228,102593,400413,102761
202621,102254,203551,200118,200099,200647,202570,202536,204287,100156,304408
202622,203963,303945,205557,200170,201549,202416,203112,202075,106468,200709
202623,203342,203238,201579,201574,201598,201567,204971,305391,500019,103330
202624,301812,500309,301661,204607,101541,204755,301496,203997,305904,105395
202625,106771,106749,106761,204880,204909,105838,103743,302473,202845,203708
202626,202896,106538,203715,202897,104085,202324,202080,204453,200338,101054
202627,304373,102787,204188,200007,201814,205015,201152,100460,202716,201599
202628,203852,201165,203255,103872,102179,201790,100801,201083,301592,200033
202629,205200,304638,202158,100335,305589,202739,205474,300998,305361,104366
202630,200256,101805,204193,301743,201424,104110,204686,101753,103298,100282
202631,106013,202899,202306,202477,103669,100602,201884,100276,106203,100850
202632,103548,104584,104502,103317,202116,306107,304707,203988,202875,401168
202633,202775,302598,106660,105692,400191,300905,106706,102853,306567,200847
202634,202903,104854,104924,104974,105037,105095,105198,105305,105350,105389
202635,400835,202901,101515,104887,200774,205475,202109,200685,203012,204128
202636,202160,101401,204686,200021,101852,100023,202108,300102,202109,100299
202637,200853,200242,200595,201102,203401,200301,200263,203852,203538,200708
202638,105054,202986,101790,103082,302148,201391,204633,103397,202536,102955
202639,203490,205512,301357,202294,305529,102457,101593,203105,103134,306496
202640,205717,200372,101541,301084,200046,202131,200772,200392,202612,101970
202641,100593,100617,200271,100448,203200,201059,103064,202004,200356,205382
202642,106546,300006,303299,104756,303239,204034,200353,104325,200708,400860
202643,105225,102161,104498,100598,104592,200345,102541,300422,101009,203302
202644,204611,102752,204667,105575,301743,202109,102846,104948,200393,202023
202645,200167,200207,203304,201923,201509,200320,202297,202536,200155,200023
202646,202187,101356,201031,301048,202536,301847,202630,102491,204134,205706
202647,104394,500594,204016,105372,201909,301921,204837,101368,202685,103477
202648,101322,200336,200027,203340,104950,202626,200039,102564,202897,204172
202649,105150,104237,203741,302473,201910,106344,101693,106482,204744,300575
202650,200619,202790,203025,203144,200707,200359,200135,201927,202147,204194
202651,200004,202913,201928,202332,202148,201715,201859,202276,100549,201524
202652,203512,100028,102935,202536,101193,200339,304395,303003,102167,200926
202653,205335,202914,101246,400197,202792,500581,401196,300824,301082,101184
202654,201139,204976,205691,202501,203146,203785,204628,202793,305325,304704
202655,204194,201261,105921,103664,303254,100039,201795,201760,202092,201269
202656,204735,200039,201035,200049,202904,202744,204254,100048,201298,100172
202657,200647,202109,200324,201910,202671,203042,302917,100023,300008,101193
202658,202040,400421,300609,303666,304388,305459,202797,203880,304391,201117
202659,101829,201164,200647,102541,202682,200607,302453,203965,205301,100102
202660,402175,204134,106387,102889,303303,203359,400520,300532,100283,103514
202661,102146,300902,103130,301584,401767,305653,201537,402433,100849,200033
202662,200560,205452,200739,101426,100504,205078,302798,202343,200039,201024
202663,301973,100325,200025,204014,300014,303567,401869,301995,402685,105156
202664,203010,203091,302533,200339,201671,101515,300164,205518,306097,300200
202665,200237,204872,300551,101888,204073,101866,301319,100122,205492,101136
202666,304037,500675,100184,106135,302337,301503,204399,105631,100484,105659
202667,205078,202745,201910,200374,200049,202536,200383,200457,200216,203842
202668,200202,200013,203594,204750,200093,200052,204615,201432,203936,100949
202669,201235,300750,305709,204852,100261,200411,104212,101852,205207,402409
202670,200268,205246,304537,203500,205027,203010,200534,200883,200895,201322
202671,200833,203295,301048,202092,204667,202297,104658,103791,201061,201107
202672,100415,103074,100943,200578,202055,203317,106328,102168,100013,205388
202673,204686,106081,205399,200199,300406,102029,200049,204619,203345,204540
202674,303587,105799,500371,400203,401733,305379,201568,304297,500502,102625
202675,204599,203042,204617,203199,203161,105519,402605,200409,101852,204755
202676,204381,105749,100947,202726,200156,104933,200948,101188,101342,400172
202677,301271,200968,204813,203772,105220,100074,301496,102904,304378,203910
202678,300120,301911,400627,305314,100165,301159,500018,301448,304680,203072
202679,203497,201042,201564,204749,105461,204962,200414,305739,100172,200167
202680,100248,500689,100283,300061,200412,102812,203003,304543,100302,202969
202681,100460,200503,105808,202536,200889,200216,200383,204541,201760,202008
202682,201379,202402,202056,400865,201522,103001,203304,204836,205370,205108
202683,304377,105552,303643,300451,402145,302932,301357,401411,401407,303109
202684,402066,106003,203711,301622,204927,105363,201036,301390,201650,300182
202685,304671,500691,400142,304531,100484,103524,401636,300593,101474,304974
202686,204460,200736,205459,103475,200685,106295,202671,301460,100943,103791
202687,202529,202896,103803,201061,200336,100949,200466,104360,201231,204651
202688,200123,202530,201258,201626,201236,201468,202940,202818,201001,302647
202689,101699,103074,305775,201743,204898,304579,301864,204559,201031,202054
202690,202823,100184,106027,203969,105167,202615,103319,301178,203886,302927
202691,103614,401760,300422,103616,103722,201757,304262,302900,400638,303852
202692,102273,104562,204686,204815,204654,201061,202297,100310,104870,101500
202693,205002,201549,201178,205585,203789,200703,204481,104102,104706,101802
202694,303487,402268,300315,306254,306241,300391,203868,305764,201167,305411
202695,205125,200685,301743,304932,202109,200535,106295,200268,204287,103998
202696,201636,101682,201383,100562,103520,201005,202071,102868,400421,202333
202697,303941,100398,200739,306039,200419,204686,203912,202405,300572,102008
202698,301246,303053,100046,203678,204359,100355,306697,300247,305595,400341
202699,102470,304990,105399,101193,304654,304172,302750,303059,101730,402826
202700,303354,301688,302207,202502,103621,205315,102266,201123,304218,201522
202701,105281,202831,106632,202541,103265,201549,200844,200708,106593,202609
202702,202149,202153,203093,400371,300200,101805,201664,200678,202402,201075
202703,100974,500248,304932,305725,100980,203541,203912,400028,303863,302781
202704,204400,202894,202400,200325,103665,200089,202688,102842,100001,200082
202705,202382,106337,100774,202546,103017,203061,101652,203115,103919,402803
202706,200457,203433,204672,300167,201074,102259,104533,106081,100075,200357
202707,100721,302602,202895,303174,202548,400959,302825,105975,301703,205388
202708,201358,201305,202839,202550,102152,106462,200458,302195,201869,202536
202709,301812,106030,205170,402088,202109,200647,202565,101392,100004,101148
202710,204601,300551,101323,402901,200475,103700,100958,403026,201527,204704
202711,304813,201642,400967,103774,302733,201993,400774,301160,102634,203910
202712,203842,104025,203116,100156,200451,201391,204896,201962,202276,100545
202713,106081,202744,200408,400612,300008,100968,200320,200339,100447,201538
202714,100156,200268,306039,100460,202817,106124,100292,101147,101740,102106
202715,304097,301661,101426,302063,400293,105138,203850,201704,200339,104134
202716,104283,203353,102858,301496,106727,200959,301661,303929,202920,301271
202717,304579,100545,102416,400893,202279,202599,100366,100320,200893,103692
202718,103792,201062,104172,300287,200535,300517,103702,303022,101468,200907
202719,100459,305164,403032,103844,300688,200494,402950,100536,402958,300061
202720,105951,106537,102895,304519,100065,205459,302025,202355,102363,106339
202721,100757,204899,103158,102290,301743,200195,105634,100156,301472,203630
202722,105558,200833,402978,105606,201413,304733,204860,202996,301566,200216
202723,202565,105669,205615,105094,303211,302117,306509,101459,301912,303209
202724,101716,101938,105274,400562,104037,104656,103937,104639,103379,105143
202725,304001,301308,203079,304796,400323,104010,102805,104323,105262,103769
202726,200503,201791,203184,105168,205720,304395,104853,201120,105921,203398
202727,202967,202856,202232,202033,202569,106164,202941,103799,302050,102095
202728,105968,202630,204925,203231,202153,304579,100270,204254,101805,204148
202729,301929,100929,202935,204897,301661,202350,400269,201146,103001,401569
202730,200358,202858,200158,201218,105111,100849,200504,103211,103476,204417
202731,304467,102484,202536,101362,104010,203514,301680,100567,301219,203150
202732,102967,104304,100785,202015,101619,301465,105262,202756,500309,304681
202733,202418,202860,204387,201383,203860,202572,102935,305527,305805,201748
202734,302577,400838,100530,401082,106368,101422,100604,104298,101546,102512
202735,400669,205517,306589,205532,205543,302460,305078,305237,204518,205558
202736,100664,101325,101426,203087,106127,202744,101805,100504,200579,200273
202737,204782,203363,101519,105518,204287,204748,201477,100337,105175,201305
202738,300208,103339,101908,304729,100493,300457,402991,100027,400578,101187
202739,200356,100156,200032,101852,100468,201526,201372,102783,100102,200268
202740,200708,202671,203304,200833,100478,100504,205046,201031,100511,300659
202741,100156,100468,204134,205143,101203,305983,203759,204275,102567,203705
202742,103067,102614,301131,104571,202389,202581,301170,301540,300727,202978
202743,202245,202722,105558,103479,304292,203596,403208,202833,302815,301361
202744,200138,200541,200444,106081,304592,200530,200985,200256,200171,204686
202745,200832,200708,100156,204601,100606,203915,201102,101453,200336,200544
202746,204503,100545,105334,402986,301020,303135,305889,201203,303963,302632
202747,104438,103837,200546,200844,302003,300038,103125,200016,105175,302766
202748,106506,203810,304895,402971,102308,205594,302005,202638,205520,303693
202749,204059,204019,305714,200678,201075,201538,200530,205631,204900,200985
202750,106433,103539,304749,402888,301452,205061,204518,205354,303764,305539
202751,202600,105461,200778,205682,200356,102178,200534,100469,200372,302012
202752,202599,202938,202250,200301,202536,204651,300295,200268,200471,400023
202753,202153,204540,100545,101367,100572,204573,300000,200408,202565,106766
202754,204134,200252,200038,102564,201266,202879,400368,400381,200119,200008
202755,201704,200750,201866,200216,204814,200655,203885,204170,300605,302692
202756,106609,201989,200113,200171,201289,203287,500411,203630,101375,201864
202757,202998,204535,204661,204487,100587,200865,300209,105167,100768,204177
202758,200673,401783,203073,204580,402508,104502,203546,104063,201929,500714
202759,304774,300486,304552,305505,303574,304094,400053,301470,305006,301102
202760,300008,106419,101947,102810,203282,200786,102672,200174,105168,202696
202761,100023,204254,200049,201522,100118,301743,300961,201795,101777,304408
202762,104538,105271,202292,202464,105447,104444,104083,202617,104678,202100
202763,204756,200288,200039,202577,100849,100664,204019,401594,100366,105786
202764,402461,305874,204832,105998,204809,306182,203237,202467,403107,202619
202765,200429,203436,202620,401217,102560,102933,500356,306391,306228,303680
202766,203767,200647,200049,202909,100034,202466,102967,106081,200256,204847
202767,200719,204026,200372,202907,203906,200083,303197,200099,204898,204187
202768,203009,200458,202745,200383,201400,303851,200456,202570,100285,202460
202769,201153,104824,204148,200874,101633,301946,106328,101426,100567,204187
202770,301760,203272,104157,100600,100099,101193,400568,100162,301283,301306
202771,301677,306308,300265,403277,106207,100669,304692,304729,100088,301378
202772,100602,103435,202899,103669,202631,300551,202306,202477,106162,103475
202773,203243,203133,203344,202631,203298,101319,106631,105124,101308,105977
202774,303916,202674,101187,102532,200273,103140,306026,306394,400960,101351
202775,200926,201400,201108,200015,302828,204287,203772,306206,203091,203326
202776,202902,203015,100851,203512,202896,203246,101872,300676,101972,101621
202777,202480,202122,203540,200725,202896,204559,202570,105614,200458,400028
202778,200049,104521,101441,202109,106133,102475,102762,106465,202883,200399
202779,202296,204846,205286,203138,200947,204640,303941,401823,101473,301020
202780,100380,200018,305760,403254,201704,304543,402825,302666,200392,203925
202781,200481,101852,100023,205319,200891,203512,300008,203091,402409,300335
202782,202570,203857,102993,203456,200118,102610,200872,400010,300061,204876
202783,201298,401505,106536,102108,105715,301023,106756,106459,200503,203302
202784,401700,306063,303160,500508,301255,303384,500233,202070,500268,402768
202785,202907,200979,203252,100875,103872,203161,302195,203021,202896,200002
202786,300529,100146,305021,204756,302389,301308,100975,100263,200412,100788
202787,201494,202247,200167,200115,203304,200708,203400,201923,100587,200530
202788,200833,201909,202242,202930,100572,100320,202671,203295,100555,203112
202789,200586,205170,204735,202889,104438,100983,205484,400010,201421,204170
202790,200619,202650,203025,203144,200359,200707,200135,201927,202147,204194
202791,101128,100044,202332,202651,202148,201928,104874,204034,303183,401879
202792,202914,106369,301306,203711,202653,101568,204759,401505,105061,203769
202793,500352,201139,402105,500548,204156,204976,205691,202501,203146,500115
202794,203028,203460,200011,203358,306085,202916,104438,100302,202248,203184
202795,201854,105436,202896,203844,304599,201112,304185,100850,304613,202776
202796,100375,203566,203360,203547,202536,400557,106468,200312,201074,102168
202797,202154,300793,202658,305893,203974,400284,303945,401549,306152,302690
202798,202662,201571,205078,302917,101148,200560,200372,201241,202187,202626
202799,201394,305069,400934,306482,402321,402615,304331,402267,300916,401265
202800,203523,200836,200117,100156,200556,201421,202279,205170,201866,203757
202801,102786,106127,305112,401526,101431,101367,203585,403024,302844,102008
202802,205092,401849,106286,202481,302061,302145,302398,400718,106652,204490
202803,203306,303491,202919,203035,204152,102504,202344,203712,303723,306650
202804,301861,203042,100335,203514,102342,300507,303003,200534,203075,203707
202805,201066,103665,104174,101640,102178,101783,200900,300485,300662,303209
202806,201074,301688,202536,104471,100282,202355,204019,201075,202056,203365
202807,205698,205364,201375,204830,100361,205063,202405,200057,201077,102795
202808,100533,103814,301946,300040,201116,100567,105516,306368,303916,304480
202809,400405,303724,100059,100093,101316,202931,300053,400543,105837,106198
202810,205076,105304,100533,200155,101790,100329,205475,100099,200408,201414
202811,100012,200530,200560,100758,102475,106766,101367,200347,200411,106209
202812,106018,101415,100975,200084,204904,303820,203091,203963,400085,205329
202813,203043,103994,202934,106274,103643,104690,106562,101837,202065,203921
202814,200366,202187,200667,105111,305075,301205,400900,100203,303115,102795
202815,300227,104438,200383,203112,202671,100460,204617,200647,400860,104349
202816,203668,203496,203551,100480,203363,301503,106756,200603,303561,103158
202817,100366,102642,200216,202682,202054,100075,301649,100156,201202,200191
202818,300435,201181,200806,105255,204201,201626,201258,202940,202688,201468
202819,200448,105138,200216,100404,200008,202609,201751,201910,100801,202530
202820,301887,104611,403206,100504,401100,100306,303568,202294,105543,101260
202821,104355,106027,201355,302600,300965,304261,302882,105738,202778,304638
202822,304522,103581,203452,103998,205207,300537,203745,300233,102008,204813
202823,202690,304869,400860,303200,100895,103522,105963,100184,105008,305594
202824,106694,204287,402088,301887,204651,200268,102810,100016,302498,205357
202825,403131,500673,500678,103759,102108,304015,105665,100959,403211,204287
202826,201297,202839,200023,201358,200155,102244,205475,100329,201421,305729
202827,105334,102198,304378,304522,102308,303729,301509,203588,500519,301196
202828,304522,205303,202744,100504,202145,402783,401991,301800,305678,202450
202829,200408,302430,301800,205203,200891,201923,103264,202853,203120,302863
202830,203711,101568,203416,300278,101852,301661,500254,200412,500177,104725
202831,202701,100765,102581,106632,202541,106593,302470,106405,100122,100645
202832,205303,301734,102305,106152,202430,204034,500254,202355,202400,102094
202833,200054,402461,103842,303164,301766,106426,200838,102008,204148,306085
202834,305743,301306,103082,106600,402769,104726,201850,105042,305393,106200
202835,302660,200918,106152,103049,204679,205640,305048,203992,102192,104152
202836,205643,200779,204188,201233,100118,101713,303017,200503,303105,103254
202837,100833,201421,200431,100329,103032,200155,100023,102967,205481,100380
202838,202386,301978,401672,402536,301811,302563,400399,106577,402271,300307
202839,201358,201297,202826,200023,201421,100329,205475,200431,200155,203304
202840,104766,300025,400049,203009,202252,103791,103665,304990,204685,102268
202841,205571,105620,402901,300795,201113,304169,300481,100327,103446,200406
202842,203812,203734,203887,204007,203185,203573,203391,105460,204118,105566
202843,201202,201384,202682,102787,105665,101500,204651,101103,305527,101017
202844,101918,305824,302656,300503,300486,303109,205744,304853,303924,100789
202845,202276,100048,200599,100468,204640,202578,105222,201298,200889,400004
202846,203852,202523,100292,200201,103715,202460,200462,304856,203771,203356
202847,204170,204516,201276,204073,200082,200535,200599,200372,200032,201231
202848,101167,304144,103032,101428,103791,201298,105715,204685,103835,201391
202849,202403,200431,201421,203304,203296,203400,200020,105493,200005,204315
202850,105424,100004,104428,105006,306095,304905,301825,202158,103683,100028
202851,203579,301320,300996,104059,203396,203662,203300,203740,104241,101315
202852,102763,202004,204553,204991,101356,202853,402099,100243,204506,205408
202853,203154,106328,204686,100234,202109,201107,203514,301743,200687,100520
202854,303038,203222,403193,202587,201051,305352,401026,300490,402845,104250
202855,203086,204247,303365,400028,102192,100567,106465,205492,204460,205027
202856,203281,202033,202967,202727,202569,202414,102180,105808,201044,106149
202857,201146,100929,301751,201338,101978,302007,102179,101511,204420,105290
202858,200358,202730,200158,100028,500303,200529,200383,204529,300994,200042
202859,103059,401026,403289,500308,401257,402948,103414,305872,402105,305855
202860,201748,202733,202235,200044,202572,204126,203772,306065,105316,100198
202861,202734,105111,101780,104376,103184,203969,202090,106538,105146,300770
202862,300049,202401,105679,304858,205201,301887,200075,100012,203806,402085
202863,204064,104967,203777,106220,400766,204818,202601,204186,201102,401210
202864,100387,204503,200339,300791,201031,203042,303721,301020,100289,102097
202865,104571,305150,102614,301540,301361,203186,202136,202978,104489,301241
202866,204187,101699,200312,202570,202907,200357,104863,202536,102108,200183
202867,104571,301540,301170,202136,202742,202051,202865,203572,103067,301204
202868,204651,200383,401417,202109,205459,304004,100830,304864,100572,200174
202869,200164,200922,201124,100768,200448,204824,302470,200599,201841,201328
202870,400058,204205,202572,304776,103312,401501,203321,200191,200843,201108
202871,204617,103071,103167,205718,200685,203457,102810,204798,101282,202109
202872,305872,401978,305352,403251,103414,403193,202587,103162,401320,203928
202873,102791,105906,202705,305729,203521,302484,303364,302238,301875,305309
202874,201031,202570,201296,200372,105693,203847,101699,201108,302740,203099
202875,201524,203098,103074,202671,101377,105376,200833,102095,203538,200383
202876,205340,204908,204422,106418,302139,302116,204469,105783,202989,106355
202877,203988,103301,203546,300062,400650,303481,400535,103072,202579,306681
202878,103125,203282,305527,100320,205613,106306,204763,401291,302059,203551
202879,100399,202754,204019,103376,400871,102189,200556,101201,100472,200111
202880,306379,101365,101559,102423,301760,201410,200472,101488,103552,102383
202881,202671,205720,300551,104658,100607,205679,203512,100933,106465,200336
202882,106030,202630,400860,203851,203042,100265,301048,202469,204205,100012
202883,100041,100598,100118,200436,203847,200357,202570,204907,106419,200023
202884,303687,105387,101948,101136,205640,200032,105069,204898,104343,204621
202885,201445,200599,202536,200894,204667,204287,300786,100768,300001,200356
202886,303627,305069,402863,401587,104729,402615,403259,303677,402629,400346
202887,201278,105449,200216,201864,304917,202760,300209,104533,401453,204059
202888,106196,105669,302271,100205,200476,204140,205472,402376,100270,101125
202889,205170,200005,300591,100814,203771,202570,200118,300008,203881,402361
202890,304143,301860,301951,104444,104538,104083,104678,103664,202464,202100
202891,204345,301059,200761,200685,305724,300170,200705,102970,300222,204174
202892,202101,202467,203126,300281,204978,105069,303485,102029,203629,400467
202893,305195,303584,402247,100798,104109,306391,102593,102560,400550,401209
202894,100304,205453,204613,204299,104775,101852,201988,203740,302917,101805
202895,202707,100721,303174,302602,203847,101174,101791,101616,200874,200346
202896,200456,204064,202897,204019,101807,202785,202560,104085,200812,200922
202897,203009,202745,200336,201171,203304,100366,100028,204814,200268,100056
202898,304932,106030,304084,300313,203112,301812,102168,202570,204291,304261
202899,401762,201659,105481,202631,302386,100593,103669,204304,201884,300555
202900,104865,203125,204503,202090,303094,202332,301951,402046,305227,202572
202901,301048,202536,203332,200376,303239,300008,203160,103359,202635,201760
202902,100851,200431,204540,201421,202536,101167,400557,305709,101193,100120
202903,104974,105472,105572,104924,105646,105757,105350,105721,203016,105604
202904,200907,201337,201835,302876,304917,302012,200778,202565,100736,204735
202905,100333,201140,104161,106609,204956,106577,202705,301559,100789,102577
202906,201155,105808,304261,104282,306193,106694,100732,101146,100654,300575
202907,100845,203852,200979,100949,204287,200708,200118,201760,200249,200647
202908,104205,100545,304144,300892,500246,104527,201285,204617,101436,101673
202909,304592,100023,101515,205207,200985,202744,200530,106081,200754,201360
202910,300248,100827,100768,104957,105142,201906,303239,202720,300153,100023
202911,401684,500228,204705,106152,304395,401568,100650,101879,304915,305759
202912,301575,100288,201431,305428,204755,102457,205628,303136,402486,202448
202913,101128,202651,202332,202148,201928,100044,200418,204034,102904,104874
202914,202792,302253,104289,202653,103600,204268,101568,301133,301337,301751
202915,301810,205615,205362,301206,301707,303918,301050,500625,102481,203146
202916,203460,203358,106750,203147,104108,203259,203028,106497,202794,105312
202917,202059,106110,203550,202101,204557,104997,203765,200558,104147,500248
202918,100366,100023,104863,200392,106671,103518,200612,100016,305709,402438
202919,203306,303491,203035,204152,202803,102504,202344,203712,303723,306650
202920,103082,202219,102342,205578,202061,105061,303676,303130,200810,101651
202921,500411,301743,104515,300008,101325,101515,104110,300233,102008,102110
202922,100447,202726,100094,202127,302039,204004,104708,101021,300419,302552
202923,203036,205720,200458,100545,200978,302448,300659,101780,200356,401851
202924,300621,201664,205234,201093,203153,102290,100510,205077,103766,303271
202925,204877,100156,201391,201233,305913,200676,303561,101117,203820,203282
202926,204243,106546,204907,300256,300024,200383,301887,202570,200268,104420
202927,202276,204651,400860,200534,201031,202943,201384,200556,103360,100349
202928,203010,101426,300381,304522,200772,200069,102227,100023,200325,202909
202929,103970,201760,200864,203912,300551,200216,201074,300227,106684,203042
202930,100709,203304,204059,200411,201910,200586,400860,200201,201560,205262
202931,200214,101224,103842,101392,400181,104438,202153,102177,201928,104349
202932,200448,203010,201910,105138,101740,205116,202343,300002,100320,106081
202933,200039,101852,301812,202430,102895,204188,301020,100306,100023,302172
202934,203066,103994,202813,203043,302957,106419,300662,300748,402803,203200
202935,100929,302928,100479,105022,202425,202729,202350,303935,200693,104648
202936,201727,200993,303585,201391,301472,306262,104025,203483,103408,200845
202937,202276,201791,305411,105921,304827,102893,401439,302470,104880,300164
202938,202599,202752,202250,106562,101453,202065,203851,203433,400496,106407
202939,202536,200195,205548,203842,204982,202671,201044,201664,201593,103360
202940,202688,202818,201264,202530,201258,201236,104636,201626,300464,105679
202941,100354,301714,106479,202991,201122,305991,103774,201167,100943,201036
202942,101251,104957,201664,302369,300449,103378,203126,200199,304094,100370
202943,200889,201322,202538,200647,101852,305006,104934,201273,202817,100040
202944,204170,101356,200503,105226,304001,200926,202536,401091,202401,105069
202945,104295,104521,200530,100107,201293,205207,204573,200455,202430,105304
202946,200171,200985,100246,200408,100009,201577,202849,200395,201427,200361
202947,401178,101978,300314,102762,101399,104032,201758,106620,204268,305760
202948,300091,200216,200626,102937,102935,201909,200356,402991,402445,200458
202949,201801,200118,300248,204907,301205,300551,101701,202817,203255,301946
202950,101485,203065,202760,204667,101148,104811,103042,202883,100366,201036
202951,100768,302602,100179,205720,203042,203969,101852,203326,100023,202536
202952,203070,203734,203185,203812,203573,204061,202063,105566,204007,201802
202953,103856,102064,401252,303290,102543,301709,305813,401879,403178,102269
202954,106026,101769,304543,304536,302039,304522,102632,100094,102143,402967
202955,201056,205188,102762,105516,102103,103970,200490,100099,200160,104755
202956,301060,203808,203843,104538,300609,100664,305397,300551,202204,301740
202957,101356,203003,204963,204493,100415,203263,102290,204824,106311,200803
202958,300950,205476,400285,200556,101699,202536,201668,203842,302876,306475
202959,401140,303897,301946,202450,106328,101177,101852,102935,106582,500268
202960,201949,106420,203690,204809,202395,305543,204617,106079,200719,301624
202961,201138,106468,200074,200825,103716,306466,204804,106419,304106,302683
202962,202595,202745,200099,202536,100730,202565,203852,202907,103042,203466
202963,402852,100137,304917,201909,500070,204651,305664,104455,300243,304846
202964,102560,103885,104318,306334,103544,305195,102933,104480,202765,305173
202965,102906,300108,102119,104254,102456,103525,103341,105291,105220,400627
202966,101809,103750,301960,203096,104566,202568,301353,104129,201878,103348
202967,202727,202033,202414,202569,202856,201549,200303,205585,203298,200608
202968,100409,106419,205170,102788,202054,203900,100302,400970,401706,205717
202969,203207,203503,100102,200535,100320,200059,104080,201298,300815,204621
202970,200494,101367,402886,104865,203125,300136,401225,102927,306037,104726
202971,202418,202035,202235,201748,202572,202860,200682,205547,304549,301029
202972,203209,101484,204129,202530,106553,201125,200008,304932,105626,302798
202973,300134,303935,201274,306487,300209,104490,100929,302683,302005,300979
202974,204257,302111,203099,100156,203566,101560,203218,204170,103360,203660
202975,103150,204287,204243,203304,100760,203867,203925,204718,301743,201075
202976,201589,301277,201928,300594,100785,200472,200251,202554,104533,201902
202977,103514,101167,102622,103614,102460,204782,301490,106120,106203,300287
202978,301540,104571,303647,301170,102793,203572,103067,103419,202245,300727
202979,201573,300311,104095,200926,204603,300790,300212,301724,301021,302021
202980,203782,205466,103831,104918,103581,204205,101099,203378,201599,101464
202981,104865,203512,203924,306133,301116,101708,104505,300002,300153,101600
202982,202590,400371,103533,203842,200412,300248,304543,203938,102108,203010
202983,102564,200216,500232,104756,301931,401227,401072,100435,204034,302980
202984,200586,300087,100380,203847,203042,203154,204287,202570,200891,200356
202985,202066,202448,204886,203466,204198,100944,200082,201457,100904,200246
202986,403252,205432,301343,500186,500228,302877,402146,100090,500013,203197
202987,300551,202259,203599,201530,103074,300316,204067,201590,106419,204493
202988,202536,202444,200844,203479,104751,204187,202628,204287,303851,102136
202989,102487,402625,106770,105918,205340,306427,205247,205354,301778,204125
202990,205015,301725,201315,100520,100174,204247,201042,300667,202355,101085
202991,200893,201549,102084,102058,103293,100287,205408,103715,202941,203444
202992,101502,300698,200906,106473,305166,500003,101462,306426,201649,104735
202993,201075,106328,100849,200256,200118,104215,100023,200273,205459,301190
202994,200204,200281,202536,201479,203042,304625,200312,303817,204813,302448
202995,201117,105251,105194,105692,305455,306083,304007,205717,103503,105530
202996,200468,200706,104793,100094,302389,104870,105283,103998,100625,103778
202997,203117,205408,201560,203912,201841,301561,103131,205377,400171,203766
202998,202757,204661,204535,200865,204487,101041,100302,401499,300209,200621
202999,203335,200497,205021,205286,204969,204994,204944,204898,300097,200684
203000,204716,106538,202866,200923,100439,100444,203551,200326,204488,105400
203001,200312,105808,104438,200598,203439,100404,200926,102858,203435,306480
203002,104361,203235,202464,202292,103995,104444,104678,104538,204299,202617
203003,104343,204493,205408,105290,105642,201760,204258,200012,300532,203483
203004,103536,200617,102933,104480,401340,305293,306334,103544,303692,306217
203005,201565,400953,203457,401756,102742,105239,105056,200195,105286,304415
203006,203448,203239,203127,200118,202295,102712,300222,303698,300154,105187
203007,202204,200303,303631,100451,100996,100079,303335,302692,101566,101546
203008,202364,205170,101148,203551,201910,200244,201193,303999,204187,100814
203009,202897,200336,202626,201171,204170,204019,201421,200708,201910,202907
203010,200772,103665,203154,204226,203074,101515,203398,201436,203365,204813
203011,201678,401593,203931,401650,401564,402368,304912,306041,402820,401828
203012,100736,203850,300008,103865,100572,204907,100023,301864,200376,303239
203013,102938,303303,103670,106538,104626,102916,202156,100248,401999,103423
203014,304917,201200,205057,201760,300786,302759,401505,201237,200164,202199
203015,203902,200250,202902,100851,202776,101621,200451,203512,103791,100395
203016,105389,105472,104854,105572,105646,105350,106215,105095,202903,104924
203017,105167,205007,300006,106727,200349,304218,203444,100435,101655,306149
203018,203582,200316,201129,200620,102381,300247,101677,200608,200204,305775
203019,200623,201972,304547,205615,103894,500748,100063,205163,103793,200011
203020,301516,203250,100050,101171,104101,101783,106744,301378,500215,103219
203021,203252,202907,200979,101070,100845,203047,202785,200891,204581,200316
203022,104243,102762,301661,104442,201889,202439,202852,100640,202047,302063
203023,100511,100504,400007,203010,200968,200530,202423,202630,200347,302660
203024,303590,202536,204708,200518,304422,200011,203433,200844,204287,201350
203025,202650,202790,200619,200359,200707,200135,203144,202147,204194,201927
203026,100268,400023,202489,105166,100904,400833,204287,304932,102564,100690
203027,204922,205392,203258,205435,205510,202336,205420,205727,204494,204543
203028,202794,203460,202916,205616,201576,402603,203147,201205,300236,203358
203029,300131,203304,203400,200431,200105,200408,201802,201074,203372,201577
203030,203261,200468,100625,104793,101520,104426,300248,104514,300212,101328
203031,202343,203850,103397,500411,102334,106065,500090,100058,401181,102167
203032,200194,200005,200920,201657,303967,402382,200265,101504,202999,104241
203033,105571,105738,203190,300897,102567,103664,103930,201108,100682,300564
203034,301131,103067,105030,103419,303647,202389,104571,102793,202581,300727
203035,103965,203306,203788,303491,202919,204152,202803,306292,102504,402272
203036,202923,200458,101541,306214,302478,305090,104444,302448,200002,303135
203037,301866,202935,202350,203079,301929,201146,100929,105278,200469,201127
203038,104444,101167,100156,300572,103074,201202,106462,400860,203042,201864
