ID,SIM1,SIM2,SIM3,SIM4,SIM5,SIM6,SIM7,SIM8,SIM9,SIM10
403033,304170,500003,300982,500177,403259,500431,101021,403010,402406,306612
403034,102635,303542,203151,305212,402703,403114,403143,403154,403155,402926
403035,402769,402128,402135,500281,304574,403277,304535,402841,500045,500510
403036,402885,403063,305618,302040,402379,402709,500177,403053,100022,104934
403037,402962,403169,401770,402345,402839,500461,306681,104495,500724,500728
403038,203415,205191,403019,403208,403044,500009,402745,500090,402770,101701
403039,402135,500506,402769,500452,403277,304574,500678,402833,500370,500164
403040,500052,100415,402767,300662,301668,102622,500177,402937,500726,200586
403041,203295,201154,500040,400351,300345,300696,400054,402978,401925,304626
403042,402948,403315,300490,403251,403271,303795,103802,202872,401128,306293
403043,500584,402419,105059,500269,401082,201078,400838,400008,500172,401715
403044,402961,402940,402939,500471,402666,402945,500420,500765,403338,402279
403045,402939,402961,500765,402940,402945,500471,403338,500655,500618,402846
403046,401707,500223,403070,500338,402731,403008,500100,402697,402970,403370
403047,403046,401991,403211,403369,306096,300785,403230,306666,104806,105232
403048,401257,403289,403056,400808,104250,104294,306227,402307,400800,301629
403049,500194,302837,304935,204620,302239,200386,202415,105399,102100,500289
403050,403075,402899,402261,500560,401765,401054,402885,401618,500712,100904
403051,500712,500047,500149,100269,300274,101037,101234,402759,302581,302661
403052,400527,301470,402759,401470,102935,500411,301812,203700,402463,304790
403053,400490,400031,101004,400021,500479,305730,303310,106238,303901,402750
403054,103564,205639,304622,402691,100640,303755,400389,401270,301564,304403
403055,403173,402225,500780,500417,403168,500654,500369,402325,402954,402701
403056,403289,306349,402541,403048,401288,403285,305872,401128,402955,104294
403057,500109,500168,305459,500402,201947,500471,203260,303272,402908,200152
403058,500369,402954,402701,403101,402588,402840,402896,402738,402185,402314
403059,500480,301162,304073,103219,402759,203801,303014,300265,400205,400191
403060,400815,500368,102269,301312,303135,302957,500448,304479,403072,402990
403061,500026,202415,500287,305771,402196,202745,300429,300467,306150,400506
403062,500690,403303,402910,500448,403115,401797,100629,400182,305667,402976
403063,402879,106716,402885,402702,402852,203912,200216,400098,301058,301018
403064,500537,402448,103692,103510,200156,106026,105101,401227,104905,300179
403065,402162,500550,500641,500448,402123,402477,500625,500106,402828,500612
403066,301946,400560,300367,402790,304413,300040,301219,202334,204503,102342
403067,102761,500356,102560,304852,402534,102933,104831,104480,103885,402231
403068,304803,201716,402659,200354,102258,201076,203197,104363,300287,204383
403069,402833,403277,500268,500140,300422,402965,103219,500108,401438,402431
403070,401707,402970,402697,402971,500338,500100,500593,403046,500223,403370
403071,500415,402155,402729,402561,500518,500297,500180,500753,402947,402912
403072,500448,500550,500641,402162,402477,402123,500106,500625,403136,402828
403073,401804,401294,401670,104831,306228,402241,305483,306391,401195,306217
403074,500073,403278,402551,106079,305098,202896,202132,401571,302656,305029
403075,105670,403050,401365,401835,500165,402783,400656,305151,403354,500376
403076,402922,102024,300193,205007,201794,205408,302155,301899,105713,304130
403077,402924,401432,500027,403000,303897,402323,402043,101239,105477,500558
403078,103919,500510,500000,202705,403063,100333,402188,402619,402879,103212
403079,402710,402458,403044,402745,104272,101836,402452,403330,402037,105791
403080,403050,400152,205371,500187,403229,500134,102196,301086,500133,403230
403081,402954,500369,402701,402840,402588,402738,403101,402896,402314,403348
403082,205528,202108,201044,202552,204876,301472,204678,201036,202355,204481
403083,204503,200273,202430,204254,306025,304516,200677,102097,402304,104360
403084,402944,402948,400902,500614,403271,500315,500235,500710,402934,402954
403085,402207,400384,304331,401587,305069,402615,200686,402292,402091,306027
403086,401389,401591,402135,500045,403277,500510,500172,500577,402841,500287
403087,500172,500161,500452,402783,401591,403277,101530,500510,402436,400083
403088,402561,500518,500297,403115,402729,500327,402947,402735,500529,402306
403089,500100,300005,402770,400146,401537,304436,402133,403208,205702,403038
403090,400978,303036,203026,402991,302577,401178,200362,402816,202054,401584
403091,402770,400025,500473,401020,500637,105217,500426,401079,403194,305894
403092,403209,402922,500011,403280,500073,300289,402752,500323,202494,402540
403093,200956,103512,102367,402990,102167,102269,104880,102192,400868,202149
403094,500537,104222,500306,500411,100088,306600,205525,205602,402567,500255
403095,402950,402958,403191,403032,402937,305122,400613,305147,305164,102814
403096,402775,400386,303267,403325,500510,101530,402670,305749,304522,101254
403097,402965,101530,500090,306134,401997,302539,401991,500309,402256,301496
403098,304415,204809,101167,102971,200027,200656,204987,301978,202054,202364
403099,402824,402923,403119,500653,500734,402691,102274,500174,305131,401586
403100,403001,301160,400098,306109,303160,400965,302164,400970,200110,402453
403101,500369,500592,403058,402843,500534,403081,500522,500596,403348,403173
403102,403111,401364,106693,401410,104276,300884,301600,204401,301548,102253
403103,500268,100401,300667,204503,306097,200959,101769,400815,203436,401851
403104,102863,104123,303442,403129,500187,303885,301882,301947,104706,400236
403105,201107,105634,203964,200082,205700,400261,200844,201509,500401,202400
403106,403125,500367,103574,306366,500578,103287,306025,101375,203104,500047
403107,105801,402486,300815,101634,201220,300435,402182,400469,306600,304702
403108,300252,401693,301073,105935,102404,401575,301214,200149,201581,202140
403109,305760,500090,500395,203587,105042,402701,402135,403006,305242,403101
403110,303148,102173,305912,306169,205152,402397,500502,101264,402209,400407
403111,402977,400371,203452,302453,106571,500368,403102,300457,304371,400823
403112,402469,500340,402152,500406,102354,500411,500637,101821,400023,105188
403113,400023,301039,305739,304400,104421,400277,106001,300096,401542,200132
403114,402703,403143,403154,403155,403135,402926,403148,403158,403123,403152
403115,500297,500518,402729,403088,401190,402561,401398,402912,402947,403254
403116,402375,100901,104133,402829,402964,500653,402954,403201,500297,500348
403117,500297,500518,402947,500124,500195,403254,403358,403255,500128,500664
403118,303535,304812,205615,402743,100904,200556,204907,204651,401037,104800
403119,402421,402293,402750,401991,401410,100388,400547,403216,402299,402297
403120,305872,103031,403149,500352,403345,400676,400947,400080,402165,500022
403121,500061,403212,101441,306264,301921,200216,301812,302577,200219,100778
403122,200099,303810,205475,205476,401566,205218,205063,202709,203551,100742
403123,402926,403152,403161,402703,403114,403143,403154,403155,403135,403158
403124,202673,204435,100604,303181,102352,401709,305512,401895,403100,500599
403125,403106,401619,402031,403003,105961,300667,201904,301812,103487,302389
403126,400031,403306,400287,101688,402359,300792,300455,204188,300961,200503
403127,105191,500275,402937,200430,305642,500455,105189,304064,401316,402293
403128,403130,306341,402721,401344,401914,201663,305652,202310,402350,305590
403129,402966,205100,106309,103359,402531,304806,103134,400300,403250,205744
403130,201663,205212,304329,305560,304083,105316,205269,203856,403128,304118
403131,202825,500673,500671,201267,305709,205057,205091,205062,204019,500678
403132,402991,500061,400046,403024,300011,106715,306092,303535,200555,101715
403133,305877,101881,304411,303211,303050,401767,300251,300420,300051,306324
403134,402936,500089,403163,402875,402932,402935,403176,105732,403343,205528
403135,500787,401751,402703,403114,403143,403154,403155,402926,403148,403158
403136,500550,402162,500641,500448,402123,500106,500619,403072,402633,402477
403137,103602,205573,305148,105956,500677,400272,104930,106624,105968,203824
403138,302041,103339,402913,203169,301139,105768,204414,104067,301816,302045
403139,402625,103076,205354,402239,403170,304089,302419,301631,204941,303997
403140,100313,500009,500275,500268,500017,100366,402881,402746,500013,500425
403141,400034,101439,106368,401815,200024,301246,402023,403254,402385,302204
403142,205017,205354,400634,103399,403139,204941,105745,201731,302419,301514
403143,402703,403114,403154,403155,403135,402926,403148,403158,402681,402765
403144,301688,401684,303910,200402,105679,305156,403334,205500,301137,400023
403145,304680,303844,102583,401335,204356,101483,102682,201221,103617,104802
403146,500268,402724,402826,301401,303910,304250,401991,402044,500305,403229
403147,402625,103923,204941,106227,104443,105890,104114,400634,205283,104096
403148,402926,403152,403161,402703,403114,403143,403154,403155,403135,403158
403149,401128,500022,403251,401026,403120,104187,401298,306293,402948,103000
403150,304247,402066,402730,303916,500043,500782,305937,201988,500152,200472
403151,104443,306296,103399,104026,204422,106355,301849,204518,400653,301778
403152,402926,403161,403123,403148,500378,402703,403114,403143,403154,403155
403153,403159,402936,402933,302039,105166,500133,306626,301775,403306,403176
403154,402703,403114,403143,403155,403135,402926,403148,403158,402681,402765
403155,402703,403114,403143,403154,403135,402926,403148,403158,402681,402765
403156,304813,402920,402827,302557,400249,305396,400229,306158,306309,400593
403157,303667,500631,500548,305440,500761,500352,402105,305653,302092,202793
403158,402703,403114,403143,403154,403155,403135,402926,403148,402681,402765
403159,403153,402933,403306,403310,403126,403176,403299,500075,402936,500089
403160,403236,403022,403010,500474,403018,400444,403259,403227,402408,306481
403161,402926,403152,403123,403148,500378,402703,403114,403143,403154,403155
403162,402598,500771,500481,500728,500315,500184,402480,403084,500047,400902
403163,403153,403294,402936,403349,402903,403329,402935,403309,403347,500091
403164,302837,202899,100004,202565,203934,104865,402868,100422,402978,300361
403165,205595,306213,200792,202530,400117,300182,303185,204488,204824,201832
403166,500420,403045,500618,500765,500533,500570,402846,402940,402961,403351
403167,301564,402666,402828,500072,401991,202756,300667,402779,402633,402458
403168,403173,402225,500780,403374,500417,500369,403101,402843,403081,403311
403169,403037,104049,401075,402962,103119,104495,403340,102441,103072,105040
403170,402688,106760,403139,402684,106401,205017,205105,306614,402844,402655
403171,403252,105229,302594,402040,204074,305743,305759,304390,500608,104457
403172,301849,402239,303921,203761,103923,103076,304068,402625,301684,205283
403173,403374,500369,500592,403081,500596,402843,403101,500522,403348,402896
403174,403159,402933,402875,500091,403343,403294,403153,403306,403344,403347
403175,100879,303374,304857,306444,401927,104020,402571,103092,201520,102173
403176,403126,403310,403299,403306,500075,304243,403159,104183,104092,402933
403177,402836,402798,500625,402477,402828,500740,500617,401649,403281,500612
403178,303877,402140,202606,201758,106369,402752,402269,302063,403203,301661
403179,500214,403307,500200,402127,403025,304670,305708,403021,403291,303842
403180,202198,402653,402816,500748,302676,402966,402424,402436,402943,500019
403181,500618,500420,402961,402945,402939,402940,403338,500471,402666,500765
403182,403020,403257,402214,500727,403362,103216,402799,304430,400956,103044
403183,500275,500184,500168,402949,500215,403277,500673,303815,500678,301237
403184,403329,304172,301500,303144,303992,402903,304390,200386,200555,202801
403185,402658,205294,201690,103865,500508,400543,402730,102269,305367,104451
403186,403037,100405,305329,400539,305130,402839,500597,302572,402906,205008
403187,402186,500285,402647,304479,101975,301465,500145,302859,103936,403031
