Book Title,Book ISBN,Book URL,Amazon Price,R1 Title,R1 URL,R2 Title,R2 URL,R3 Title,R3 URL,R4 Title,R4 URL,R5 Title,R5 URL
Tancred,9781419150777,https://www.goodreads.com/buy_buttons/12/follow?book_id=844187&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$36.95,A Passage to India,https://www.amazon.com/Passage-India-M-Forster/dp/0156711427/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0156711427&pd_rd_r=DHXSSTBGP73BV07YGS2C&pd_rd_w=zvPwD&pd_rd_wg=ddSv3&psc=1&refRID=DHXSSTBGP73BV07YGS2C,Great Expectations (Penguin Classics),https://www.amazon.com/Expectations-Penguin-Classics-Charles-Dickens/dp/0141439564/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0141439564&pd_rd_r=DHXSSTBGP73BV07YGS2C&pd_rd_w=zvPwD&pd_rd_wg=ddSv3&psc=1&refRID=DHXSSTBGP73BV07YGS2C,Trooper Peter Halket of Mashonaland,https://www.amazon.com/Trooper-Peter-Halket-Mashonaland-Schreiner/dp/1532815573/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=1532815573&pd_rd_r=DHXSSTBGP73BV07YGS2C&pd_rd_w=zvPwD&pd_rd_wg=ddSv3&psc=1&refRID=DHXSSTBGP73BV07YGS2C,Daniel Deronda,https://www.amazon.com/Daniel-Deronda-George-Eliot/dp/0140434275/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0140434275&pd_rd_r=DHXSSTBGP73BV07YGS2C&pd_rd_w=zvPwD&pd_rd_wg=ddSv3&psc=1&refRID=DHXSSTBGP73BV07YGS2C,,
Eleonora,9781594561726,https://www.goodreads.com/buy_buttons/12/follow?book_id=6328748&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$10.99,,,,,,,,,,
The Bells,-1,https://www.goodreads.com/buy_buttons/12/follow?book_id=2989432&ref=x_gr_w_bb&tag=x_gr_w_bb-20,,,,,,,,,,,
The Anti-Slavery Alphabet,9781409916871,https://www.goodreads.com/buy_buttons/15/follow?book_id=14291311&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,$12.99,,,,,,,,,,
The Mystery of Marie RogÃªt,-1,https://www.goodreads.com/buy_buttons/12/follow?book_id=3336798&ref=x_gr_w_bb&tag=x_gr_w_bb-20,,,,,,,,,,,
A Tale of the Ragged Mountains,9781594561856,https://www.goodreads.com/buy_buttons/12/follow?book_id=1603664&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$7.99,,,,,,,,,,
Ulalume,-1,https://www.goodreads.com/buy_buttons/12/follow?book_id=27415299&ref=x_gr_w_bb&tag=x_gr_w_bb-20,,,,,,,,,,,
The Spectacles,9781605898988,https://www.goodreads.com/buy_buttons/12/follow?book_id=6737487&ref=x_gr_w_bb&tag=x_gr_w_bb-20,—,,,,,,,,,,
The Island of the Fay,-1,https://www.goodreads.com/buy_buttons/15/follow?book_id=3336812&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,,,,,,,,,,,
Judith,9783150031612,https://www.goodreads.com/buy_buttons/12/follow?book_id=6761690&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$29.90,,,,,,,,,,
The Purloined Letter,9780886820619,https://www.goodreads.com/buy_buttons/12/follow?book_id=278854&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$3.45,,,,,,,,,,
Mesmeric Revelation,9781594567407,https://www.goodreads.com/buy_buttons/12/follow?book_id=12183127&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$10.95,,,,,,,,,,
Thou Art the Man,-1,https://www.goodreads.com/buy_buttons/15/follow?book_id=9761822&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,,,,,,,,,,,
The Oblong Box,9781594567469,https://www.goodreads.com/buy_buttons/12/follow?book_id=1631203&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$10.99,,,,,,,,,,
The Imp of The Perverse,9781594561818,https://www.goodreads.com/buy_buttons/12/follow?book_id=1712675&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$7.99,,,,,,,,,,
The Thousand-and-Second Tale of Scheherazade,-1,https://www.goodreads.com/buy_buttons/15/follow?book_id=3336794&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,,,,,,,,,,,
"The Literary Life of Thingum Bob, Esq.",-1,https://www.goodreads.com/buy_buttons/12/follow?book_id=3336826&ref=x_gr_w_bb&tag=x_gr_w_bb-20,,,,,,,,,,,
The Business Man,-1,https://www.goodreads.com/buy_buttons/12/follow?book_id=3336852&ref=x_gr_w_bb&tag=x_gr_w_bb-20,,,,,,,,,,,
X-ing a Paragraph,-1,https://www.goodreads.com/buy_buttons/12/follow?book_id=3336841&ref=x_gr_w_bb&tag=x_gr_w_bb-20,,,,,,,,,,,
Three Sundays in a Week,"
                  5551065286",https://www.goodreads.com/buy_buttons/12/follow?book_id=16394540&ref=x_gr_w_bb&tag=x_gr_w_bb-20,,,,,,,,,,,
The Domain of Arnheim,9781594561771,https://www.goodreads.com/buy_buttons/15/follow?book_id=4440920&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,$10.99,,,,,,,,,,
Never Bet the Devil Your Head,-1,https://www.goodreads.com/buy_buttons/12/follow?book_id=16394045&ref=x_gr_w_bb&tag=x_gr_w_bb-20,,,,,,,,,,,
Hop Frog,9781878298133,https://www.goodreads.com/buy_buttons/12/follow?book_id=2825168&ref=x_gr_e_nl_general_sout_bb&tag=x_gr_e_nl_general_sout_bb-20,$6.99,In the Time of the Butterflies,https://www.amazon.com/Time-Butterflies-Julia-Alvarez/dp/1565129768/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=1565129768&pd_rd_r=NZP02D7PDWMKCD53FSD2&pd_rd_w=H9F4q&pd_rd_wg=dkFCe&psc=1&refRID=NZP02D7PDWMKCD53FSD2,And Still I Rise: A Book of Poems,https://www.amazon.com/Still-Rise-Book-Poems/dp/0394502523/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0394502523&pd_rd_r=NZP02D7PDWMKCD53FSD2&pd_rd_w=H9F4q&pd_rd_wg=dkFCe&psc=1&refRID=NZP02D7PDWMKCD53FSD2,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,https://www.amazon.com/Hot-Zone-Terrifying-Story-Origins/dp/0385479565/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0385479565&pd_rd_r=NZP02D7PDWMKCD53FSD2&pd_rd_w=H9F4q&pd_rd_wg=dkFCe&psc=1&refRID=NZP02D7PDWMKCD53FSD2,The Poisonwood Bible: A Novel,https://www.amazon.com/Poisonwood-Bible-Novel-Barbara-Kingsolver/dp/0061577073/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0061577073&pd_rd_r=NZP02D7PDWMKCD53FSD2&pd_rd_w=H9F4q&pd_rd_wg=dkFCe&psc=1&refRID=NZP02D7PDWMKCD53FSD2,,
Some Words With a Mummy,-1,https://www.goodreads.com/buy_buttons/12/follow?book_id=6172216&ref=x_gr_w_bb&tag=x_gr_w_bb-20,,,,,,,,,,,
The Balloon Hoax,-1,https://www.goodreads.com/buy_buttons/12/follow?book_id=3336790&ref=x_gr_w_bb&tag=x_gr_w_bb-20,,,,,,,,,,,
Diddling,9781594561719,https://www.goodreads.com/buy_buttons/15/follow?book_id=8436693&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,—,,,,,,,,,,
The Colloquy of Monos and Una,-1,https://www.goodreads.com/buy_buttons/12/follow?book_id=6459452&ref=x_gr_w_bb&tag=x_gr_w_bb-20,,,,,,,,,,,
Landor's Cottage,-1,https://www.goodreads.com/buy_buttons/15/follow?book_id=6328752&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,,,,,,,,,,,
The Corsican Brothers,9781600961304,https://www.goodreads.com/buy_buttons/15/follow?book_id=70027&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,$9.95,,,,,,,,,,
The Angel of the Odd,-1,https://www.goodreads.com/buy_buttons/12/follow?book_id=6346177&ref=x_gr_w_bb&tag=x_gr_w_bb-20,,,,,,,,,,,
Consuelo,9781410107558,https://www.goodreads.com/buy_buttons/12/follow?book_id=104262&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$34.95,,,,,,,,,,
The Power of Words,-1,https://www.goodreads.com/buy_buttons/15/follow?book_id=3336857&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,,,,,,,,,,,
Von Kempelen and His Discovery,-1,https://www.goodreads.com/buy_buttons/15/follow?book_id=3336791&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,,,,,,,,,,,
La Petite Fadette,9782266089401,https://www.goodreads.com/buy_buttons/12/follow?book_id=919995&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$12.00,,,,,,,,,,
The Sphinx,-1,https://www.goodreads.com/buy_buttons/12/follow?book_id=3336860&ref=x_gr_w_bb&tag=x_gr_w_bb-20,,,,,,,,,,,
Le pÃ©chÃ© de M. Antoine,9782846331463,https://www.goodreads.com/buy_buttons/15/follow?book_id=2782876&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,$21.90,,,,,,,,,,
"Le Rhin, tome 3",9782868080974,https://www.goodreads.com/buy_buttons/15/follow?book_id=6231137&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,$17.12,,,,,,,,,,
Neue Gedichte,-1,https://www.goodreads.com/buy_buttons/15/follow?book_id=10091408&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,,,,,,,,,,,
Gedichte in einem Band.,-1,https://www.goodreads.com/buy_buttons/12/follow?book_id=9095766&ref=x_gr_w_bb&tag=x_gr_w_bb-20,,,,,,,,,,,
The Transcendalist,-1,https://www.goodreads.com/buy_buttons/12/follow?book_id=7435232&ref=x_gr_w_bb&tag=x_gr_w_bb-20,,,,,,,,,,,
Past and Present,9781426470745,https://www.goodreads.com/buy_buttons/12/follow?book_id=565504&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$23.99,Culture and Anarchy (Oxford World's Classics),https://www.amazon.com/Culture-Anarchy-Oxford-Worlds-Classics/dp/0199538743/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0199538743&pd_rd_r=XVAXS9TRP6S4YM6JQ9EG&pd_rd_w=OfcHV&pd_rd_wg=ynXBt&psc=1&refRID=XVAXS9TRP6S4YM6JQ9EG,Unto This Last and Other Writings (Penguin Classics),https://www.amazon.com/Unto-Other-Writings-Penguin-Classics/dp/0140432116/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0140432116&pd_rd_r=XVAXS9TRP6S4YM6JQ9EG&pd_rd_w=OfcHV&pd_rd_wg=ynXBt&psc=1&refRID=XVAXS9TRP6S4YM6JQ9EG,The French Revolution: A History (Modern Library Classics),https://www.amazon.com/French-Revolution-History-Library-Classics/dp/0375760229/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0375760229&pd_rd_r=XVAXS9TRP6S4YM6JQ9EG&pd_rd_w=OfcHV&pd_rd_wg=ynXBt&psc=1&refRID=XVAXS9TRP6S4YM6JQ9EG,Carlyle: Selected Writings (Penguin Classics),https://www.amazon.com/Carlyle-Selected-Writings-Penguin-Classics/dp/0140430652/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0140430652&pd_rd_r=XVAXS9TRP6S4YM6JQ9EG&pd_rd_w=OfcHV&pd_rd_wg=ynXBt&psc=1&refRID=XVAXS9TRP6S4YM6JQ9EG,News from Nowhere and Other Writings (Penguin Classics),https://www.amazon.com/Nowhere-Other-Writings-Penguin-Classics/dp/0140433309/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0140433309&pd_rd_r=XVAXS9TRP6S4YM6JQ9EG&pd_rd_w=OfcHV&pd_rd_wg=ynXBt&psc=1&refRID=XVAXS9TRP6S4YM6JQ9EG
Cromwell's Letters and Speeches: Volume Two,9780898757934,https://www.goodreads.com/buy_buttons/12/follow?book_id=235269&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$16.99,,,,,,,,,,
"A System of Logic, Ratiocinative and Inductive: Being a Connected View of the Principles of Evidence and the Methods of Scientific Investigation",9781846649462,https://www.goodreads.com/buy_buttons/15/follow?book_id=1347804&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,$44.60,,,,,,,,,,
The Poverty of Philosophy,9781402178542,https://www.goodreads.com/buy_buttons/12/follow?book_id=189639&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$15.99,"Wage-Labour and Capital and Value, Price, and Profit",https://www.amazon.com/Wage-Labour-Capital-Value-Price-Profit/dp/0717804704/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0717804704&pd_rd_r=9S9J4P15JCP1S84NERNY&pd_rd_w=hMTGo&pd_rd_wg=5LSdZ&psc=1&refRID=9S9J4P15JCP1S84NERNY,The Eighteenth Brumaire of Louis Bonaparte,https://www.amazon.com/Eighteenth-Brumaire-Louis-Bonaparte/dp/0717800563/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0717800563&pd_rd_r=9S9J4P15JCP1S84NERNY&pd_rd_w=hMTGo&pd_rd_wg=5LSdZ&psc=1&refRID=9S9J4P15JCP1S84NERNY,Socialism: Utopian and Scientific,https://www.amazon.com/Socialism-Utopian-Scientific-Frederick-Engels/dp/1514132230/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=1514132230&pd_rd_r=9S9J4P15JCP1S84NERNY&pd_rd_w=hMTGo&pd_rd_wg=5LSdZ&psc=1&refRID=9S9J4P15JCP1S84NERNY,"The German Ideology, including Theses on Feuerbach (Great Books…",https://www.amazon.com/German-Ideology-including-Feuerbach-Philosophy/dp/1573922587/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=1573922587&pd_rd_r=9S9J4P15JCP1S84NERNY&pd_rd_w=hMTGo&pd_rd_wg=5LSdZ&psc=1&refRID=9S9J4P15JCP1S84NERNY,Imperialism the Highest Stage of Capitalism,https://www.amazon.com/Imperialism-Highest-Stage-Capitalism-Vladimir/dp/1614271909/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=1614271909&pd_rd_r=9S9J4P15JCP1S84NERNY&pd_rd_w=hMTGo&pd_rd_wg=5LSdZ&psc=1&refRID=9S9J4P15JCP1S84NERNY
The Essence of Christianity,9780879755591,https://www.goodreads.com/buy_buttons/12/follow?book_id=148488&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$11.19,The Essence of Religion (Great Books in Philosophy),https://www.amazon.com/Essence-Religion-Great-Books-Philosophy/dp/1591022134/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=1591022134&pd_rd_r=9F72KNG40ZC495WRWJW8&pd_rd_w=CDO2v&pd_rd_wg=1QglV&psc=1&refRID=9F72KNG40ZC495WRWJW8,The Future of an Illusion (The Standard Edition) (Complete…,https://www.amazon.com/Illusion-Standard-Complete-Psychological-Sigmund/dp/0393008312/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0393008312&pd_rd_r=9F72KNG40ZC495WRWJW8&pd_rd_w=CDO2v&pd_rd_wg=1QglV&psc=1&refRID=9F72KNG40ZC495WRWJW8,Phenomenology of Spirit,https://www.amazon.com/Phenomenology-Spirit-G-W-Hegel/dp/0198245971/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0198245971&pd_rd_r=9F72KNG40ZC495WRWJW8&pd_rd_w=CDO2v&pd_rd_wg=1QglV&psc=1&refRID=9F72KNG40ZC495WRWJW8,Schleiermacher: On Religion: Speeches to its Cultured Despisers…,https://www.amazon.com/Schleiermacher-Religion-Despisers-Cambridge-Philosophy/dp/0521479754/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0521479754&pd_rd_r=9F72KNG40ZC495WRWJW8&pd_rd_w=CDO2v&pd_rd_wg=1QglV&psc=1&refRID=9F72KNG40ZC495WRWJW8,Principles of the Philosophy of the Future (Hackett Classics),https://www.amazon.com/Principles-Philosophy-Future-Hackett-Classics/dp/0915145278/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0915145278&pd_rd_r=9F72KNG40ZC495WRWJW8&pd_rd_w=CDO2v&pd_rd_wg=1QglV&psc=1&refRID=9F72KNG40ZC495WRWJW8
Oliver Twist,9780141439747,https://www.goodreads.com/buy_buttons/12/follow?book_id=18254&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$6.40,David Copperfield (Penguin Classics),https://www.amazon.com/Copperfield-Penguin-Classics-Charles-Dickens/dp/0140439447/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0140439447&pd_rd_r=8FYCHF9RB5RB186P80MM&pd_rd_w=qKAQC&pd_rd_wg=i10oP&psc=1&refRID=8FYCHF9RB5RB186P80MM,Great Expectations (Penguin Classics),https://www.amazon.com/Expectations-Penguin-Classics-Charles-Dickens/dp/0141439564/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0141439564&pd_rd_r=8FYCHF9RB5RB186P80MM&pd_rd_w=qKAQC&pd_rd_wg=i10oP&psc=1&refRID=8FYCHF9RB5RB186P80MM,A Tale of Two Cities (Dover Thrift Editions),https://www.amazon.com/Tale-Cities-Dover-Thrift-Editions/dp/0486406512/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0486406512&pd_rd_r=8FYCHF9RB5RB186P80MM&pd_rd_w=qKAQC&pd_rd_wg=i10oP&psc=1&refRID=8FYCHF9RB5RB186P80MM,Bleak House (Penguin Classics),https://www.amazon.com/Bleak-Penguin-Classics-Charles-Dickens/dp/0141439726/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0141439726&pd_rd_r=8FYCHF9RB5RB186P80MM&pd_rd_w=qKAQC&pd_rd_wg=i10oP&psc=1&refRID=8FYCHF9RB5RB186P80MM,A Christmas Carol (Dover Thrift Editions),https://www.amazon.com/Christmas-Carol-Dover-Thrift-Editions/dp/0486268659/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0486268659&pd_rd_r=8FYCHF9RB5RB186P80MM&pd_rd_w=qKAQC&pd_rd_wg=i10oP&psc=1&refRID=8FYCHF9RB5RB186P80MM
The Hunchback of Notre-Dame,9780451527882,https://www.goodreads.com/buy_buttons/12/follow?book_id=30597&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$6.50,Les Miserables (Signet Classics),https://www.amazon.com/Miserables-Signet-Classics-Victor-Hugo/dp/045141943X/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=045141943X&pd_rd_r=ZZ101K9FR7NZTSN3X276&pd_rd_w=vykF5&pd_rd_wg=4Or53&psc=1&refRID=ZZ101K9FR7NZTSN3X276,The Years,https://www.amazon.com/Years-Annie-Ernaux/dp/1609807871/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=1609807871&pd_rd_r=ZZ101K9FR7NZTSN3X276&pd_rd_w=vykF5&pd_rd_wg=4Or53&psc=1&refRID=ZZ101K9FR7NZTSN3X276,Pere Goriot (Oxford World's Classics),https://www.amazon.com/Pere-Goriot-Oxford-Worlds-Classics/dp/0199538751/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0199538751&pd_rd_r=ZZ101K9FR7NZTSN3X276&pd_rd_w=vykF5&pd_rd_wg=4Or53&psc=1&refRID=ZZ101K9FR7NZTSN3X276,Madame Bovary: (Penguin Classics Deluxe Edition),https://www.amazon.com/Madame-Bovary-Penguin-Classics-Deluxe/dp/014310649X/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=014310649X&pd_rd_r=ZZ101K9FR7NZTSN3X276&pd_rd_w=vykF5&pd_rd_wg=4Or53&psc=1&refRID=ZZ101K9FR7NZTSN3X276,The Masterpiece (Oxford World's Classics),https://www.amazon.com/Masterpiece-Oxford-Worlds-Classics/dp/0199536910/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0199536910&pd_rd_r=ZZ101K9FR7NZTSN3X276&pd_rd_w=vykF5&pd_rd_wg=4Or53&psc=1&refRID=ZZ101K9FR7NZTSN3X276
The Fall of the House of Usher,9781594561795,https://www.goodreads.com/buy_buttons/12/follow?book_id=175516&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$7.99,,,,,,,,,,
The Little Mermaid,9780698400016,https://www.goodreads.com/buy_buttons/12/follow?book_id=132391&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$6.95,Beauty and the Beast,https://www.amazon.com/Beauty-Beast-Mahlon-F-Craft/dp/0060539194/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0060539194&pd_rd_r=5NTK64EG32AQR0ATBDF5&pd_rd_w=pXEhi&pd_rd_wg=Oc4Fn&psc=1&refRID=5NTK64EG32AQR0ATBDF5,Cinderella,https://www.amazon.com/Cinderella-K-Y-Craft/dp/1587170043/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=1587170043&pd_rd_r=5NTK64EG32AQR0ATBDF5&pd_rd_w=pXEhi&pd_rd_wg=Oc4Fn&psc=1&refRID=5NTK64EG32AQR0ATBDF5,The Wizard of Oz,https://www.amazon.com/Wizard-Oz-L-Frank-Baum/dp/1604335424/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=1604335424&pd_rd_r=5NTK64EG32AQR0ATBDF5&pd_rd_w=pXEhi&pd_rd_wg=Oc4Fn&psc=1&refRID=5NTK64EG32AQR0ATBDF5,Sleeping Beauty,https://www.amazon.com/Sleeping-Beauty-Mahlon-F-Craft/dp/1587171201/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=1587171201&pd_rd_r=5NTK64EG32AQR0ATBDF5&pd_rd_w=pXEhi&pd_rd_wg=Oc4Fn&psc=1&refRID=5NTK64EG32AQR0ATBDF5,The Snow Queen: A Pop-Up Adaption of a Classic Fairytale,https://www.amazon.com/Snow-Queen-Adaption-Classic-Fairytale/dp/1605809551/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=1605809551&pd_rd_r=5NTK64EG32AQR0ATBDF5&pd_rd_w=pXEhi&pd_rd_wg=Oc4Fn&psc=1&refRID=5NTK64EG32AQR0ATBDF5
The Red and the Black,9780140447644,https://www.goodreads.com/buy_buttons/7/follow?book_id=14662,,,,,,,,,,,
The Pickwick Papers,9780140436112,https://www.goodreads.com/buy_buttons/6/follow?book_id=229432,,,,,,,,,,,
PÃ¨re Goriot,9780393971668,https://www.goodreads.com/buy_buttons/12/follow?book_id=59145&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$17.39,Madame Bovary: (Penguin Classics Deluxe Edition),https://www.amazon.com/Madame-Bovary-Penguin-Classics-Deluxe/dp/014310649X/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=014310649X&pd_rd_r=VJ9B2DJSHZHWVZ7NXNP1&pd_rd_w=zFAhZ&pd_rd_wg=z5xGZ&psc=1&refRID=VJ9B2DJSHZHWVZ7NXNP1,Fathers and Sons (Oxford World's Classics),https://www.amazon.com/Fathers-Sons-Oxford-Worlds-Classics/dp/019953604X/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=019953604X&pd_rd_r=VJ9B2DJSHZHWVZ7NXNP1&pd_rd_w=zFAhZ&pd_rd_wg=z5xGZ&psc=1&refRID=VJ9B2DJSHZHWVZ7NXNP1,"Diary of a Madman, and other stories",https://www.amazon.com/Diary-Madman-other-stories-Xun/dp/0824813170/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0824813170&pd_rd_r=VJ9B2DJSHZHWVZ7NXNP1&pd_rd_w=zFAhZ&pd_rd_wg=z5xGZ&psc=1&refRID=VJ9B2DJSHZHWVZ7NXNP1,The Princesse de Clèves (Oxford World's Classics),https://www.amazon.com/Princesse-Cl%C3%A8ves-Oxford-Worlds-Classics/dp/0199539170/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0199539170&pd_rd_r=VJ9B2DJSHZHWVZ7NXNP1&pd_rd_w=zFAhZ&pd_rd_wg=z5xGZ&psc=1&refRID=VJ9B2DJSHZHWVZ7NXNP1,Waiting for the Dawn,https://www.amazon.com/Waiting-Dawn-Wm-Theodore-Bary/dp/0231080972/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0231080972&pd_rd_r=VJ9B2DJSHZHWVZ7NXNP1&pd_rd_w=zFAhZ&pd_rd_wg=z5xGZ&psc=1&refRID=VJ9B2DJSHZHWVZ7NXNP1
Eugene Onegin,9780192838995,https://www.goodreads.com/buy_buttons/12/follow?book_id=27822&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$1.95,A Hero of Our Time (Penguin Classics),https://www.amazon.com/Hero-Our-Time-Penguin-Classics/dp/0140447954/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0140447954&pd_rd_r=RPK3SRMJX43RDB6X4HR0&pd_rd_w=THbi2&pd_rd_wg=BG3qH&psc=1&refRID=RPK3SRMJX43RDB6X4HR0,Fathers and Children (Second Edition) (Norton Critical Editions),https://www.amazon.com/Fathers-Children-Second-Critical-Editions/dp/0393927970/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0393927970&pd_rd_r=RPK3SRMJX43RDB6X4HR0&pd_rd_w=THbi2&pd_rd_wg=BG3qH&psc=1&refRID=RPK3SRMJX43RDB6X4HR0,Fathers and Sons (Oxford World's Classics),https://www.amazon.com/Fathers-Sons-Oxford-Worlds-Classics/dp/019953604X/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=019953604X&pd_rd_r=RPK3SRMJX43RDB6X4HR0&pd_rd_w=THbi2&pd_rd_wg=BG3qH&psc=1&refRID=RPK3SRMJX43RDB6X4HR0,Dead Souls,https://www.amazon.com/Dead-Souls-Nikolai-Gogol/dp/0679776443/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0679776443&pd_rd_r=RPK3SRMJX43RDB6X4HR0&pd_rd_w=THbi2&pd_rd_wg=BG3qH&psc=1&refRID=RPK3SRMJX43RDB6X4HR0,A Hero Of Our Time (World's classics),https://www.amazon.com/Hero-Our-Time-Worlds-classics/dp/0875010490/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0875010490&pd_rd_r=RPK3SRMJX43RDB6X4HR0&pd_rd_w=THbi2&pd_rd_wg=BG3qH&psc=1&refRID=RPK3SRMJX43RDB6X4HR0
