"Book Title","ISBN","Rating","Author","Language","Pages","Publication","Publish Date","Genres","Book URL"
"Rubaiyat of Omar Khayyam","9780199542970","4.18","Omar KhayyÃ¡m","English","167","Oxford University Press","March 1st 2009","['Poetry', 'Classics', 'Fiction', 'Cultural', 'Iran', 'Literature', 'Literature', '11th Century', 'Novels', 'Spirituality', 'Historical', 'Historical Fiction', 'Cultural']","https://www.goodreads.com/book/show/6356507-rubaiyat-of-omar-khayyam"
"On Liberty","9780140432077","3.94","John Stuart Mill","English","187","Penguin Classics","July 29th 1985","['Nonfiction', 'Philosophy', 'Classics', 'History']","https://www.goodreads.com/book/show/385228.On_Liberty"
"The Eighteenth Brumaire of Louis Bonaparte","9781595690234","4.1","Karl Marx","English","104","MONDIAL","October 11th 2005","['History', 'Politics', 'Philosophy', 'Nonfiction', 'Sociology', 'Philosophy', 'Theory', 'Cultural', 'France']","https://www.goodreads.com/book/show/189645.The_Eighteenth_Brumaire_of_Louis_Bonaparte"
"Essays and Aphorisms","9780140442274","4.2","Arthur Schopenhauer","English","240","Penguin Classics","August 26th 1976","['Classics', 'Philosophy', 'Nonfiction']","https://www.goodreads.com/book/show/19510.Essays_and_Aphorisms"
"The Old Regime and the French Revolution","9780385092609","4.03","Alexis de Tocqueville","English","320","Anchor","October 1st 1955","['History', 'Nonfiction', 'Politics', 'Philosophy', 'Cultural', 'France', 'European History', 'French Revolution']","https://www.goodreads.com/book/show/448781.The_Old_Regime_and_the_French_Revolution"
"The Blithedale Romance","9781406501339","3.35","Nathaniel Hawthorne","English","204","Dodo Press","October 25th 2005","['Classics', 'Fiction', 'Literature', '19th Century', 'Literature']","https://www.goodreads.com/book/show/50776.The_Blithedale_Romance"
"Grimm's Fairy Tales","-1","4.14","Jacob Grimm","English","518","","August 21st 2012","['Classics', 'Fantasy', 'Fiction', 'Fantasy', 'Fairy Tales', 'Short Stories']","https://www.goodreads.com/book/show/19351490-grimm-s-fairy-tales"
"Hansel and Gretel","9780517433522","3.77","Jacob Grimm","English","22","","December 12th 1988","['Classics', 'Childrens', 'Fantasy', 'Fiction', 'Fantasy', 'Fairy Tales', 'Childrens', 'Picture Books', 'Short Stories', 'European Literature', 'German Literature', 'Literature', '19th Century', 'Childrens', 'Juvenile']","https://www.goodreads.com/book/show/1299393.Hansel_and_Gretel"
"The Coral Island: A Tale of the Pacific Ocean","9780192826442","3.73","R.M. Ballantyne","English","384","Oxford University Press, USA","December 6th 1990","['Classics', 'Fiction', 'Adventure', 'Historical', 'Historical Fiction', 'Childrens']","https://www.goodreads.com/book/show/4685832-the-coral-island"
"Childhood","9781404345621","3.81","Leo Tolstoy","English","120","IndyPublish.com","March 1st 2003","['Fiction', 'Classics', 'Cultural', 'Russia', 'Literature', 'Russian Literature', 'Literature']","https://www.goodreads.com/book/show/2359878.Childhood"
"Boyhood","9781557426444","3.71","Leo Tolstoy","English","124","Wildside Press","March 23rd 2006","['Classics', 'Cultural', 'Russia', 'Fiction', 'Literature', 'Literature', 'Russian Literature', 'Young Adult', 'Coming Of Age']","https://www.goodreads.com/book/show/2359865.Boyhood"
"Youth","9781406954876","3.69","Leo Tolstoy","","146","","November 3rd 2006","['Classics', 'Fiction', 'Literature', 'Russian Literature', 'Literature', 'Young Adult', 'Coming Of Age']","https://www.goodreads.com/book/show/705296.Youth"
"Scenes of Clerical Life","9780192837806","3.77","George Eliot","English","310","Oxford University Press","January 24th 2002","['Classics', 'Fiction', 'Historical', 'Victorian', 'Short Stories', 'European Literature', 'British Literature', 'Literature']","https://www.goodreads.com/book/show/20567.Scenes_of_Clerical_Life"
"Family Happiness and Other Stories","9780486440811","4.06","Leo Tolstoy","","208","Dover Publications","August 15th 2005","['Fiction', 'Classics', 'Literature', 'Russian Literature', 'Short Stories', 'Cultural', 'Russia', 'Literature']","https://www.goodreads.com/book/show/264380.Family_Happiness_and_Other_Stories"
"A Month In The Country","9781853993206","3.71","Ivan Turgenev","English","224","Bristol Classical Press","January 1st 1998","['Plays', 'Fiction', 'Cultural', 'Russia', 'Literature', 'Russian Literature', 'Plays', 'Theatre', 'Drama', 'Classics']","https://www.goodreads.com/book/show/579788.A_Month_In_The_Country"
"Rudin","9781426450426","3.73","Ivan Turgenev","English","148","BiblioLife","May 29th 2008","['Cultural', 'Russia', 'Classics', 'Literature', 'Russian Literature', 'Fiction', 'Literature', 'Literature', '19th Century']","https://www.goodreads.com/book/show/28459.Rudin"
"The History of Henry Esmond","9780140430493","3.58","William Makepeace Thackeray","English","544","Penguin Classics","September 25th 1980","['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'Literature', 'Historical', 'Victorian', 'European Literature', 'British Literature', 'Literature', '19th Century', 'Historical', 'Novels', 'Literature', 'English Literature']","https://www.goodreads.com/book/show/1367989.The_History_of_Henry_Esmond"
"Aurora Leigh","9780192836533","3.72","Elizabeth Barrett Browning","English","361","Oxford University Press, USA","September 17th 1998","['Poetry', 'Classics', 'Historical', 'Victorian', 'Fiction', 'Literature', '19th Century', 'Feminism']","https://www.goodreads.com/book/show/817993.Aurora_Leigh"
"The Village of Stepanchikovo","9780140446586","3.86","Fyodor Dostoyevsky","English","224","Penguin Book Limited","December 1st 2001","['Cultural', 'Russia', 'Fiction', 'Classics', 'Literature', 'Russian Literature', 'Literature']","https://www.goodreads.com/book/show/17878.The_Village_of_Stepanchikovo"
"English as She Is Spoke: Being a Comprehensive Phrasebook of the English Language, Written by Men to Whom English was Entirely Unknown","9781932416114","3.89","Pedro Carolino","English","133","McSweeney's","June 20th 2004","['Humor', 'Nonfiction', 'Humanities', 'Linguistics', 'Reference', 'History']","https://www.goodreads.com/book/show/592496.English_as_She_Is_Spoke"
"My Bondage and My Freedom","9780140439182","4.31","Frederick Douglass","English","432","Penguin Classics","February 4th 2003","['History', 'Biography', 'Nonfiction', 'Classics', 'Autobiography', 'Memoir', 'Biography', 'Autobiography']","https://www.goodreads.com/book/show/771085.My_Bondage_and_My_Freedom"
"The Piazza Tales by Herman Melville, Fiction, Classics, Literary","9781603120265","3.92","Herman Melville","English","189","Aegypan","January 1st 2007","['Classics', 'Short Stories', 'Literature', 'American', 'Anthologies', 'Collections']","https://www.goodreads.com/book/show/308644.The_Piazza_Tales_by_Herman_Melville_Fiction_Classics_Literary"
"Westward Ho!","2940012323972","3.58","Charles Kingsley","","0","qasim idrees","April 3rd 2011","['Fiction', 'Classics', 'Historical', 'Historical Fiction', 'Adventure', 'Literature', 'Historical']","https://www.goodreads.com/book/show/12042527-westward-ho"
"The Queen's Necklace","9781434499899","3.82","Alexandre Dumas","English","332","Wildside Press","April 12th 2007","['Classics', 'Historical', 'Historical Fiction', 'Fiction', 'Cultural', 'France', 'European Literature', 'French Literature']","https://www.goodreads.com/book/show/1053073.The_Queen_s_Necklace"
"Our Nig","9780142437773","3.67","Harriet E. Wilson","English","176","Penguin Classics","December 28th 2004","['Classics', 'Fiction', 'Cultural', 'African American', 'Historical', 'Historical Fiction', 'Academic', 'School', 'Literature', '19th Century']","https://www.goodreads.com/book/show/369783.Our_Nig"
"Narrative of the Life of Frederick Douglass","9781580495769","3.97","Frederick Douglass","English","158","Ingram","September 1st 2004","['Nonfiction', 'History', 'Classics', 'Biography', 'Autobiography', 'Memoir', 'Biography', 'Autobiography', 'Academic', 'School', 'Cultural', 'African American', 'North American Hi...', 'American History', 'Academic', 'Read For School']","https://www.goodreads.com/book/show/36529.Narrative_of_the_Life_of_Frederick_Douglass"
"The Old Nurse's Story","9781169163775","3.63","Elizabeth Gaskell","English","22","Kessinger Publishing","September 10th 2010","['Classics', 'Short Stories', 'Horror', 'Fiction', 'Gothic']","https://www.goodreads.com/book/show/10247156-the-old-nurse-s-story"
"Mr Sponge's Sporting Tour","9781845882129","3.86","R.S. Surtees","English","512","Nonsuch Publishing","April 1st 2006","['Fiction', 'Historical', 'Victorian', 'Classics', 'Literature']","https://www.goodreads.com/book/show/2952731-mr-sponge-s-sporting-tour"
"Israel Potter","9781598184082","3.47","Herman Melville","English","164","Aegypan","December 1st 2006","['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'Literature', '19th Century', 'Literature', 'American', 'Novels']","https://www.goodreads.com/book/show/166387.Israel_Potter"
"Flower Fables","9781930142022","3.46","Louisa May Alcott","English","256","Sun Hill Rose and Briar Books","January 1st 2000","['Classics', 'Fantasy', 'Fiction', 'Fantasy', 'Fairy Tales', 'Childrens']","https://www.goodreads.com/book/show/2544136.Flower_Fables"
"Mosses from an Old Manse","9780812966053","3.78","Nathaniel Hawthorne","English","464","Modern Library","March 11th 2003","['Classics', 'Short Stories', 'Fiction', 'Fantasy', 'Literature', 'Literature', 'American']","https://www.goodreads.com/book/show/294560.Mosses_from_an_Old_Manse"
"Noite na Taverna","9788525408648","3.76","Ãlvares de Azevedo","Portuguese","96","L&PM Pocket","April 1998","['Fiction', 'Classics', 'Literature', 'Short Stories', 'Poetry', 'Cultural', 'Brazil', 'Horror', 'Novels', 'European Literature', 'Portuguese Literature', 'Academic', 'School']","https://www.goodreads.com/book/show/2547421.Noite_na_Taverna"
"Slavery in Massachusetts","9781606200230","3.96","Henry David Thoreau","English","30","Forgotten Books","February 20th 2008","['Nonfiction', 'Politics', 'Classics', 'History']","https://www.goodreads.com/book/show/8436745-slavery-in-massachusetts"
"A Rogue's Life","9781843911326","3.63","Wilkie Collins","English","159","Hesperus Press","April 1st 2006","['Classics', 'Fiction', 'Mystery', 'Literature', '19th Century', 'Historical', 'Victorian']","https://www.goodreads.com/book/show/1581590.A_Rogue_s_Life"
"The Confidence-Man","9780192837622","3.68","Herman Melville","English","416","Oxford University Press","November 11th 1999","['Fiction', 'Classics', 'Literature', 'American', 'Literature', 'Novels']","https://www.goodreads.com/book/show/12036.The_Confidence_Man"
"The Essence of Christianity","9780879755591","3.8","Ludwig Feuerbach","English","363","Prometheus Books","October 1st 1989","['Philosophy', 'Religion', 'Nonfiction', 'Religion', 'Theology', 'Religion', 'Christianity', 'Religion', 'Atheism', 'Cultural', 'Germany', 'Classics', 'History', 'Literature', '19th Century']","https://www.goodreads.com/book/show/148488.The_Essence_of_Christianity"
"Preface and Introduction to a Contribution to the Critque of Political Economy","9780835102636","4.2","Karl Marx","English","[]","China Books & Periodicals","","['Philosophy', 'Philosophy', 'Theory']","https://www.goodreads.com/book/show/3077052-preface-and-introduction-to-a-contribution-to-the-critque-of-political-e"
"A History of Rome","-1","4.4","Theodor Mommsen","English","796","The Folio Society","2006","['History', 'Nonfiction', 'History', 'Ancient History', 'Nobel Prize', 'European Literature', 'German Literature']","https://www.goodreads.com/book/show/4148167-a-history-of-rome"
"Story of My Life: The Autobiography of George Sand","9780791405819","3.89","George Sand","English","1168","State University of New York Press","July 3rd 1991","['Biography', 'Autobiography', 'Memoir', 'Nonfiction', 'Classics', 'Biography', 'Autobiography', 'Cultural', 'France', 'History']","https://www.goodreads.com/book/show/104263.Story_of_My_Life"
"The Lesser Bourgeoisie","9781406506549","3.47","HonorÃ© de Balzac","English","508","Dodo Press","May 5th 2006","['Classics', 'Literature', '19th Century', 'Fiction', 'Cultural', 'France']","https://www.goodreads.com/book/show/5665403-the-lesser-bourgeoisie"
"Mahomet and His Successors Part 2","9780766175952","3.0","Washington Irving","English","508","Kessinger Publishing","July 26th 2003","[]","https://www.goodreads.com/book/show/6164643-mahomet-and-his-successors-part-2"
"Enamels and Cameos and Other Poems","-1","3.98","ThÃ©ophile Gautier","English","122","Library of Alexandria","December 27th 2012","['Cultural', 'France', 'Poetry', 'European Literature', 'French Literature']","https://www.goodreads.com/book/show/19707936-enamels-and-cameos-and-other-poems"
"A Russian Gentleman","9781508772934","3.0","Sergei Timofeevich Aksakov","","180","Createspace Independent Publishing Platform","March 6th 2015","[]","https://www.goodreads.com/book/show/27651275-a-russian-gentleman"
"The Charge of the Light Brigade","9780307665003","4.23","Alfred Tennyson","English","[]","","","['Poetry', 'Classics', 'Academic', 'School', 'European Literature', 'British Literature', 'Nonfiction', 'History']","https://www.goodreads.com/book/show/1121132.The_Charge_of_the_Light_Brigade"
"One Thousand Souls","9781410101174","4.24","Aleksey Pisemsky","English","[]","Fredonia Books (NL)","December 24th 2002","['Literature', 'Fiction', 'Cultural', 'Russia']","https://www.goodreads.com/book/show/1644482.One_Thousand_Souls"
"Lira Dos Vinte Anos","-1","3.8","Ãlvares de Azevedo","Portuguese","420","Atelie","2008","['Poetry']","https://www.goodreads.com/book/show/2529168.Lira_Dos_Vinte_Anos"
"The History of England","9780140431339","3.96","Thomas Babington Macaulay","English","576","Penguin Classics","July 26th 1979","['History', 'Nonfiction', 'Classics', 'History', 'European History', 'European Literature', 'British Literature']","https://www.goodreads.com/book/show/827972.The_History_of_England"
"After Dark","-1","3.74","Wilkie Collins","English","369","Classic Wilkie Collins: After Dark","May 13th 2014","['Classics', 'Mystery', 'Short Stories', 'Fiction', 'Literature', '19th Century']","https://www.goodreads.com/book/show/22387925-after-dark"
"The Child's Story","9780689834820","3.85","Charles Dickens","English","32","Simon & Schuster Children's Publishing","October 1st 2000","['Classics', 'Short Stories', 'Fiction', 'Holiday', 'Christmas']","https://www.goodreads.com/book/show/922878.The_Child_s_Story"
"MacÃ¡rio","9788525410498","3.81","Ãlvares de Azevedo","Portuguese","112","L&PM","2010","['Drama', 'Classics']","https://www.goodreads.com/book/show/788134.Mac_rio"
"The Minister's Wooing","9780140437027","3.56","Harriet Beecher Stowe","English","349","Penguin Classics","August 1st 1999","['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'Religion', 'Historical', 'Romance', 'Literature', 'American', 'Humor', 'Novels']","https://www.goodreads.com/book/show/800660.The_Minister_s_Wooing"
"Wonderful Adventures of Mrs. Seacole in Many Lands","9780195066722","3.42","Mary Seacole","English","256","Oxford University Press, USA","November 1st 1990","['Nonfiction', 'History', 'Biography', 'Travel', 'Classics', 'Autobiography', 'Memoir']","https://www.goodreads.com/book/show/709969.Wonderful_Adventures_of_Mrs_Seacole_in_Many_Lands"
"Nobody's Story","-1","3.2","Charles Dickens","English","[]","","","['Holiday', 'Christmas', 'Classics', 'Fiction', 'Short Stories']","https://www.goodreads.com/book/show/18627664-nobody-s-story"
"Narrative of the Expedition to the China Seas and Japan, 1852-1854","9780486411330","4.1","Matthew Calbraith Perry","English","560","Dover Publications","May 15th 2000","['History', 'Cultural', 'Japan', 'North American Hi...', 'American History', 'Travel']","https://www.goodreads.com/book/show/5253135-narrative-of-the-expedition-to-the-china-seas-and-japan-1852-1854"
"A Child's Dream of a Star","9781409798583","3.52","Charles Dickens","English","30","Wakeman Press","July 1st 2008","['Short Stories', 'Classics', 'Fiction']","https://www.goodreads.com/book/show/10975557-a-child-s-dream-of-a-star"
"The Vikings of Helgeland","9781406534061","3.62","Henrik Ibsen","English","76","Dodo Press","June 8th 2007","['Plays', 'Historical', 'Historical Fiction', 'Drama', 'Fiction', 'Classics', 'Literature', '19th Century', 'European Literature', 'Scandinavian Literature']","https://www.goodreads.com/book/show/1287226.The_Vikings_of_Helgeland"
"Clotel: or, The President's Daughter","9780142437728","3.55","William Wells Brown","English","320","Penguin Classics","December 30th 2003","['Classics', 'Cultural', 'African American', 'Literature', '19th Century', 'Literature', 'American', 'History', 'Literature', 'American', 'African American Literature', 'Academic', 'Read For School', 'Biography', 'Historical']","https://www.goodreads.com/book/show/247960.Clotel"
"To Be Read At Dusk","-1","3.66","Charles Dickens","","[]","","","['Fantasy', 'Paranormal', 'Short Stories', 'Classics', 'Horror', 'Literature', 'English Literature', 'Literature', 'Historical', 'Victorian']","https://www.goodreads.com/book/show/4906071-to-be-read-at-dusk"
"Vocabulum: Or, The Rogue's Lexicon","9781584774846","3.83","George W. Matsell","English","128","Lawbook Exchange, Ltd.","January 21st 2016","['Nonfiction', 'Humanities', 'Linguistics', 'Mystery', 'Crime']","https://www.goodreads.com/book/show/1449541.Vocabulum"
"The Life and the Adventures of a Haunted Convict","9780812997095","3.75","Austin  Reed","English","352","Random House","January 26th 2016","['Nonfiction', 'History', 'Race', 'Autobiography', 'Memoir', 'Biography']","https://www.goodreads.com/book/show/25489093-the-life-and-the-adventures-of-a-haunted-convict"
"Marjorie Fleming: A Sketch","-1","4.0","John       Brown","","52","Ticknor and Fields","1864","[]","https://www.goodreads.com/book/show/22817305-marjorie-fleming"
"The Haunted House","9780812973068","3.14","Charles Dickens","English","126","Modern Library","October 12th 2004","['Classics', 'Fiction', 'Short Stories', 'Horror']","https://www.goodreads.com/book/show/198323.The_Haunted_House"
"The Ghost in the Cupboard Room (Paranormal Parlor)","-1","2.17","Wilkie Collins","English","20","Weiser Books","June 1st 2012","[]","https://www.goodreads.com/book/show/21022777-the-ghost-in-the-cupboard-room"
"The Ghost in the Double Room (Paranormal Parlor)","-1","2.0","George Augustus Sala","English","21","Weiser Books","February 10th 2012","[]","https://www.goodreads.com/book/show/21315293-the-ghost-in-the-double-room"
"History of Pyrrhus","-1","3.25","Jacob Abbott","","305","Harper and Bros.","1902","['History', 'Nonfiction', 'Cultural', 'Greece', 'History', 'Ancient History', 'Biography']","https://www.goodreads.com/book/show/25026550-history-of-pyrrhus"
"The Ghost in the Clock Room (Paranormal Parlor)","9781619400344","2.0","Hesba Stretton","","31","Weiser Books","September 18th 2014","[]","https://www.goodreads.com/book/show/17555661-the-ghost-in-the-clock-room"
"Romeo und Julia auf dem Dorfe","9783150061725","3.11","Gottfried Keller","German","87","Philipp Reclam","January 28th 1975","['Classics', 'European Literature', 'German Literature', 'Fiction', 'Academic', 'School']","https://www.goodreads.com/book/show/885834.Romeo_und_Julia_auf_dem_Dorfe"
"The Ghost in the Picture Room (Paranormal Parlor)","-1","1.0","Adelaide Anne Procter","English","30","Weiser Books","April 1st 2012","['Historical', 'Victorian']","https://www.goodreads.com/book/show/24333855-the-ghost-in-the-picture-room"
"The Ghost in Master B's Room (Paranormal Parlor)","-1","2.0","Charles Dickens","English","18","Weiser Books","July 1st 2012","['Paranormal', 'Ghosts', 'Historical', 'Victorian']","https://www.goodreads.com/book/show/20985152-the-ghost-in-master-b-s-room"
"Dover Beach and Other Poems","9780486280370","3.89","Matthew Arnold","English","112","Dover Publications","May 17th 2012","['Poetry', 'Classics', 'Historical', 'Victorian', 'Literature', '19th Century', 'Literature', 'Fiction']","https://www.goodreads.com/book/show/752712.Dover_Beach_and_Other_Poems"
"Merope: A Tragedy","9781141545889","0.0","Matthew Arnold","","178","Nabu Press","January 10th 2010","[]","https://www.goodreads.com/book/show/10137095-merope"
"Representative Men: Seven Lectures","9780812970050","3.87","Ralph Waldo Emerson","English","192","Modern Library","June 8th 2004","['Philosophy', 'Writing', 'Essays', 'Nonfiction', 'Biography', 'History', 'Classics', 'Literature']","https://www.goodreads.com/book/show/398200.Representative_Men"
"Les Filles du feu, Les ChimÃ¨res","9780828896542","3.84","GÃ©rard de Nerval","","442","Gallimard","June 23rd 2005","['Cultural', 'France', 'Poetry', 'Short Stories', 'Literature', '19th Century', 'Literature']","https://www.goodreads.com/book/show/870699.Les_Filles_du_feu_Les_Chim_res"
"AurÃ©lia","9781892295460","3.77","GÃ©rard de Nerval","English","160","Green Integer","May 1st 2000","['Fiction', 'Cultural', 'France', 'Poetry', 'European Literature', 'French Literature', 'Literature', '19th Century', 'Classics']","https://www.goodreads.com/book/show/220105.Aur_lia"
"Romanzero","
                  3442076552","4.05","Heinrich Heine","German","441","Goldmann","1988","['Poetry', 'European Literature', 'German Literature', 'Classics']","https://www.goodreads.com/book/show/7122960-romanzero"
"Peasant War in Germany","9780717801527","3.95","Friedrich Engels","English","191","International Publishers (NY)","August 1966","['History', 'Nonfiction', 'Cultural', 'Germany', 'History', 'European History']","https://www.goodreads.com/book/show/3701259-peasant-war-in-germany"
"Point of View for My Work As an Author: a Report to History","9780061300882","4.05","SÃ¸ren Kierkegaard","English","170","HarperCollins Publishers","January 28th 1962","['Philosophy', 'Nonfiction', 'Westerns', 'Religion', 'Theology', 'Contemporary']","https://www.goodreads.com/book/show/989129.Point_of_View_for_My_Work_As_an_Author"
"Jane Eyre","9780142437209","4.1","Charlotte BrontÃ«","English","507","Penguin","February 4th 2003","['Romance', 'Historical', 'Historical Fiction', 'Literature', 'Gothic', 'Historical', 'Literature', '19th Century', 'Classics', 'Classic Literature', 'Academic', 'School', 'Novels', 'European Literature', 'British Literature']","https://www.goodreads.com/book/show/10210.Jane_Eyre"
"Wuthering Heights","9780393978896","3.83","Emily BrontÃ«","English","464","Norton","2002","['Classics', 'Fiction', 'Romance', 'Literature', 'Gothic']","https://www.goodreads.com/book/show/6185.Wuthering_Heights"
"A Christmas Carol","9781561797462","4.03","Charles Dickens","English","104","Bethany House Publishers","September 23rd 1999","['Classics', 'Fiction', 'Holiday', 'Christmas', 'Fantasy']","https://www.goodreads.com/book/show/5326.A_Christmas_Carol"
"The Count of Monte Cristo","9780140449266","4.22","Alexandre Dumas","English","1276","Penguin Classics","May 27th 2003","['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'Adventure', 'Literature', 'Cultural', 'France']","https://www.goodreads.com/book/show/7126.The_Count_of_Monte_Cristo"
"The Three Musketeers (The D'Artagnan Romances, #1)","-1","4.06","Alexandre Dumas","English","625","Modern Library","February 13th 2001","['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'Adventure']","https://www.goodreads.com/book/show/7190.The_Three_Musketeers"
"The Raven","9780486290720","4.28","Edgar Allan Poe","English","64","Dover Publications","April 25th 1996","['Classics', 'Horror', 'Fiction', 'Short Stories', 'Gothic', 'Poetry', 'Academic', 'School', 'Literature', 'Literature', 'American', 'Mystery']","https://www.goodreads.com/book/show/264158.The_Raven"
"David Copperfield","9780140439441","3.97","Charles Dickens","English","882","Penguin","2004","['Classics', 'Fiction', 'Literature', 'Historical', 'Historical Fiction', 'Literature', '19th Century', 'European Literature', 'British Literature', 'Novels', 'Classics', 'Classic Literature', 'Historical', 'Victorian', 'Historical']","https://www.goodreads.com/book/show/58696.David_Copperfield"
"Vanity Fair","9780141439839","3.77","William Makepeace Thackeray","English","912","Penguin Books","January 30th 2003","['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'Literature', 'Literature', '19th Century', 'European Literature', 'British Literature', 'Romance', 'Historical', 'Victorian', 'Classics', 'Classic Literature', 'Novels']","https://www.goodreads.com/book/show/5797.Vanity_Fair"
"The Tenant of Wildfell Hall","9780140434743","3.92","Anne BrontÃ«","English","542","Penguin Books","April 16th 1996","['Fiction', 'Classics', 'Romance', 'Literature', '19th Century']","https://www.goodreads.com/book/show/337113.The_Tenant_of_Wildfell_Hall"
"The Pit and the Pendulum","9780146000119","4.16","Edgar Allan Poe","English","56","Penguin","September 1995","['Classics', 'Horror', 'Short Stories', 'Fiction']","https://www.goodreads.com/book/show/206172.The_Pit_and_the_Pendulum"
"Dead Souls","9780140448078","3.99","Nikolai Gogol","English","512","Penguin Classics","July 29th 2004","['Classics', 'Fiction', 'Cultural', 'Russia', 'Literature', 'Russian Literature', 'Literature', 'Literature', '19th Century', 'Novels', 'Historical', 'Historical Fiction', 'Humor', 'Classics', 'Classic Literature']","https://www.goodreads.com/book/show/28381.Dead_Souls"
"The Murders in the Rue Morgue: The Dupin Tales (C. Auguste Dupin, #1-3)","9780679643425","3.88","Edgar Allan Poe","English","160","Modern Library","May 23rd 2006","['Classics', 'Mystery', 'Fiction', 'Horror', 'Short Stories', 'Mystery', 'Crime']","https://www.goodreads.com/book/show/45793.The_Murders_in_the_Rue_Morgue"
"Narrative of the Life of Frederick Douglass","9781580495769","3.97","Frederick Douglass","English","158","Ingram","September 1st 2004","['Nonfiction', 'History', 'Classics', 'Biography', 'Autobiography', 'Memoir', 'Biography', 'Autobiography', 'Academic', 'School', 'Cultural', 'African American', 'North American Hi...', 'American History', 'Academic', 'Read For School']","https://www.goodreads.com/book/show/36529.Narrative_of_the_Life_of_Frederick_Douglass"
"A Hero of Our Time","9780140441765","4.11","Mikhail Lermontov","English","185","Penguin Classics","August 30th 1966","['Classics', 'Cultural', 'Russia', 'Fiction', 'Literature', 'Russian Literature', 'Literature']","https://www.goodreads.com/book/show/226378.A_Hero_of_Our_Time"
"White Nights","-1","4.05","Fyodor Dostoyevsky","English","82","","","['Classics', 'Cultural', 'Russia', 'Fiction', 'Literature', 'Russian Literature', 'Short Stories', 'Literature']","https://www.goodreads.com/book/show/1772910.White_Nights"
"The Communist Manifesto","9780140447576","3.53","Karl Marx","English","288","Penguin Classics","June 27th 2002","['Philosophy', 'Nonfiction', 'Politics', 'Classics', 'History', 'Economics', 'Sociology', 'Politics', 'Political Science', 'European Literature', 'German Literature', 'Literature', '19th Century']","https://www.goodreads.com/book/show/30474.The_Communist_Manifesto"
"Annabel Lee","9780887762307","4.34","Edgar Allan Poe","English","24","Tundra Books","October 1st 1987","['Classics', 'Poetry', 'Horror', 'Fiction', 'Romance', 'Gothic']","https://www.goodreads.com/book/show/178911.Annabel_Lee"
"Agnes Grey","9780140432107","3.66","Anne BrontÃ«","English","251","Penguin Books","August 25th 1988","['Classics', 'Fiction', 'Romance', 'Literature', '19th Century', 'Historical', 'Historical Fiction', 'Historical', 'Victorian', 'European Literature', 'British Literature', 'Literature', 'Novels', 'Historical']","https://www.goodreads.com/book/show/298230.Agnes_Grey"
"The Masque of the Red Death","9781594567391","4.09","Edgar Allan Poe","English","76","BookSurge Classics","April 30th 2004","['Classics', 'Fiction', 'Horror', 'Short Stories', 'Mystery']","https://www.goodreads.com/book/show/204779.The_Masque_of_the_Red_Death"
"The Overcoat and Other Short Stories","9780486270579","4.22","Nikolai Gogol","Russian","103","Dover Publications","February 21st 1992","['Short Stories', 'Classics', 'Fiction', 'Cultural', 'Russia', 'Literature', 'Russian Literature', 'Literature']","https://www.goodreads.com/book/show/19104.The_Overcoat_and_Other_Short_Stories"
"Shirley","9780141439860","3.73","Charlotte BrontÃ«","English","624","Penguin Classics","June 29th 2006","['Classics', 'Fiction', 'Literature', '19th Century', 'Romance', 'Historical', 'Historical Fiction']","https://www.goodreads.com/book/show/31168.Shirley"
"The Black Cat","9781594561757","4.07","Edgar Allan Poe","English","24","BookSurge","February 2nd 2004","['Classics', 'Horror', 'Short Stories', 'Fiction', 'Gothic', 'Mystery']","https://www.goodreads.com/book/show/391724.The_Black_Cat"
"The Condition of the Working Class in England","9780140444865","3.94","Friedrich Engels","English","304","Penguin Classics","June 2nd 1987","['History', 'Politics', 'Nonfiction', 'Economics', 'Philosophy', 'Classics', 'Sociology']","https://www.goodreads.com/book/show/824042.The_Condition_of_the_Working_Class_in_England"
"Fear and Trembling","
                  0140444491","4.0","SÃ¸ren Kierkegaard","English","160","Penguin","1985","['Philosophy', 'Nonfiction', 'Religion', 'Classics', 'Religion', 'Theology']","https://www.goodreads.com/book/show/332594.Fear_and_Trembling"
"The Old Curiosity Shop","9780140437423","3.76","Charles Dickens","English","576","Penguin Classics","January 25th 2001","['Classics', 'Fiction', 'Literature', 'Literature', '19th Century', 'Historical', 'Victorian', 'European Literature', 'British Literature', 'Historical', 'Historical Fiction', 'Novels', 'Classics', 'Classic Literature', 'Literature', 'English Literature']","https://www.goodreads.com/book/show/429024.The_Old_Curiosity_Shop"
"Either/Or: A Fragment of Life","9780140445770","4.17","SÃ¸ren Kierkegaard","English","640","Penguin Classics","December 1st 1992","['Philosophy', 'Nonfiction', 'Classics', 'Religion']","https://www.goodreads.com/book/show/24970.Either_Or"
"The Overcoat","9781419176524","4.12","Nikolai Gogol","English","48","Kessinger Publishing","June 30th 2004","['Classics', 'Short Stories', 'Cultural', 'Russia', 'Fiction', 'Literature', 'Russian Literature']","https://www.goodreads.com/book/show/537094.The_Overcoat"
