"Book Title","ISBN","Rating","Author","Language","Pages","Publication","Publish Date","Genres","Book URL"
"If We Must Die: Shipboard Insurrections in the Era of the Atlantic Slave Trade","9780807134429","3.86","Eric Robert Taylor","English","266","Louisiana State University Press","March 1st 2009","['Nonfiction']","https://www.goodreads.com/book/show/7247982-if-we-must-die"
"Herr der Diebe","9783791504575","3.95","Cornelia Funke","German","400","Dressler Verlag","January 1st 2000","['Young Adult', 'Adventure', 'Childrens', 'Middle Grade', 'Childrens', 'Mystery', 'Historical', 'Historical Fiction']","https://www.goodreads.com/book/show/298185.Herr_der_Diebe"
"ÐÐ°Ð·ÐºÐ° Ð¿ÑÐ¾ ÐºÐ°Ð»Ð¸Ð½Ð¾Ð²Ñ ÑÐ¾Ð¿ÑÐ»ÐºÑ","9789667274641","4.23","Oksana Zabuzhko","Ukrainian","82","Ð¤Ð°ÐºÑ","2000","['European Literature', 'Ukrainian Literature']","https://www.goodreads.com/book/show/2627372"
"Paul Moves Out","9781896597874","3.97","Michel Rabagliati","English","120","Drawn and Quarterly","May 15th 2005","['Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Sequential Art', 'Bande DessinÃ©e', 'Fiction']","https://www.goodreads.com/book/show/806094.Paul_Moves_Out"
"Persona Non Grata (Gaius Petreius Ruso, #3)","9781596916098","3.99","Ruth Downie","English","348","Bloomsbury USA","July 7th 2009","['Historical', 'Historical Fiction', 'Mystery', 'Historical', 'Fiction', 'Mystery', 'Historical Mystery']","https://www.goodreads.com/book/show/6318472-persona-non-grata"
"Don't Think of an Elephant! Know Your Values and Frame the Debate: The Essential Guide for Progressives","9781931498715","3.96","George Lakoff","English","144","Chelsea Green Publishing","September 2004","['Politics', 'Nonfiction', 'Psychology', 'Philosophy']","https://www.goodreads.com/book/show/13455.Don_t_Think_of_an_Elephant_Know_Your_Values_and_Frame_the_Debate"
"Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments, Volume I: Strategic Play","9781880685334","4.23","Dan Harrington","English","381","Two Plus Two Publishing LLC","December 1st 2004","['Nonfiction', 'Sports and Games', 'Games', 'Sports and Games', 'Sports']","https://www.goodreads.com/book/show/835.Harrington_on_Hold_em"
"Leven Thumps and the Eyes of the Want (Leven Thumps, #3)","9781590388006","3.97","Obert Skye","English","406","Shadow Mountain","September 25th 2007","['Fantasy', 'Young Adult', 'Fiction']","https://www.goodreads.com/book/show/1211904.Leven_Thumps_and_the_Eyes_of_the_Want"
"Passion (Passion Quartet, #1)","9780425203972","3.95","Lisa Valdez","English","311","Berkley","July 5th 2005","['Romance', 'Historical Romance', 'Romance', 'Historical', 'Adult Fiction', 'Erotica', 'Romance', 'Erotic Romance']","https://www.goodreads.com/book/show/80760.Passion"
"Dragonfly","9780761455820","4.01","Julia Golding","English","390","Skyscape","October 20th 2009","['Fantasy', 'Young Adult', 'Romance', 'Adventure', 'Fantasy', 'High Fantasy', 'Young Adult', 'Young Adult Fantasy']","https://www.goodreads.com/book/show/6449920-dragonfly"
"Leap Day","9780316058285","3.81","Wendy Mass","English","208","Little, Brown Books for Young Readers","September 6th 2006","['Young Adult', 'Realistic Fiction', 'Contemporary', 'Fiction']","https://www.goodreads.com/book/show/363850.Leap_Day"
"Good Faith","9780385721059","3.24","Jane Smiley","English","432","Anchor","May 11th 2004","['Fiction', 'Contemporary', 'Novels', 'Literature', 'Literary Fiction']","https://www.goodreads.com/book/show/14300.Good_Faith"
"Northern Lights","9780515139747","3.99","Nora Roberts","English","637","Jove","September 27th 2005","['Romance', 'Romance', 'Romantic Suspense', 'Mystery', 'Fiction', 'Romance', 'Contemporary Romance', 'Contemporary']","https://www.goodreads.com/book/show/85459.Northern_Lights"
"The Devil's Due (Morgan Kingsley, #3)","9780440244929","3.85","Jenna Black","English","336","Dell","November 25th 2008","['Fantasy', 'Urban Fantasy', 'Fantasy', 'Paranormal', 'Paranormal', 'Demons', 'Fantasy', 'Romance', 'Paranormal Romance', 'Romance']","https://www.goodreads.com/book/show/3123162-the-devil-s-due"
"Dark Guardian (Dark, #9)","9780843949940","4.34","Christine Feehan","English","384","Leisure Books","April 24th 2002","['Romance', 'Paranormal Romance', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal', 'Vampires', 'Fantasy']","https://www.goodreads.com/book/show/94813.Dark_Guardian"
"Stage Fright (Allie Finkle's Rules for Girls, #4)","9780545040457","3.99","Meg Cabot","English","224","Scholastic Press","September 1st 2009","['Childrens', 'Middle Grade', 'Fiction', 'Childrens']","https://www.goodreads.com/book/show/6341394-stage-fright"
"Godslayer (The Sundering, #2)","9780765350985","3.68","Jacqueline Carey","English","416","Tor Fantasy","June 27th 2006","['Fantasy', 'Fiction', 'Fantasy', 'Epic Fantasy', 'Science Fiction Fantasy']","https://www.goodreads.com/book/show/40220.Godslayer"
"Diamentowa Karoca Tom 1. Åowca waÅ¼ek (Erast Fandorin Mysteries, #10.1)","
                  8373915265","4.49","Boris Akunin","","176","","","['Fiction', 'Mystery', 'Detective', 'Literature', 'Russian Literature']","https://www.goodreads.com/book/show/7542999-diamentowa-karoca-tom-1-owca-wa-ek"
"What I Saw and How I Lied","9780439903462","3.53","Judy Blundell","English","284","Scholastic Press","November 1st 2008","['Young Adult', 'Historical', 'Historical Fiction', 'Mystery', 'Historical', 'Fiction', 'Young Adult', 'Teen', 'Romance']","https://www.goodreads.com/book/show/4052117-what-i-saw-and-how-i-lied"
"Hannibal's Children","9780441010387","3.69","John Maddox Roberts","English","359","Berkley Publishing Group","March 25th 2003","['Science Fiction', 'Alternate History', 'Historical', 'Historical Fiction', 'Fiction']","https://www.goodreads.com/book/show/40005.Hannibal_s_Children"
"John Lennon: The Life","9780060754013","4.15","Philip Norman","English","851","Ecco","October 28th 2008","['Biography', 'Music', 'Nonfiction']","https://www.goodreads.com/book/show/3423364-john-lennon"
"Lies, Damned Lies, and Science","9780768692594","3.66","Sherry Seethaler","English","223","FT Press","January 13th 2009","['Science', 'Nonfiction']","https://www.goodreads.com/book/show/7572083-lies-damned-lies-and-science"
"The War at Ellsmere","9781593621407","3.77","Faith Erin Hicks","English","156","SLG Publishing","December 16th 2008","['Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Young Adult', 'Fantasy', 'Fiction', 'Young Adult', 'Teen']","https://www.goodreads.com/book/show/4065472-the-war-at-ellsmere"
"The Paper Moon (Inspector Montalbano, #9)","9780143113003","3.97","Andrea Camilleri","English","272","Penguin","April 1st 2008","['Mystery', 'Mystery', 'Crime', 'Cultural', 'Italy', 'Fiction', 'European Literature', 'Italian Literature']","https://www.goodreads.com/book/show/1757251.The_Paper_Moon"
"My Soul to Take (Soul Screamers, #1)","9780373210039","3.88","Rachel Vincent","English","279","Harlequin Teen","August 1st 2009","['Young Adult', 'Fantasy', 'Paranormal', 'Fantasy', 'Romance', 'Fantasy', 'Urban Fantasy', 'Romance', 'Paranormal Romance']","https://www.goodreads.com/book/show/6315602-my-soul-to-take"
"Dream Factory","9780525478027","3.68","Brad Barkley","English","250","Dutton Books for Young Readers","May 17th 2007","['Young Adult', 'Romance', 'Contemporary', 'Realistic Fiction', 'Young Adult', 'Teen']","https://www.goodreads.com/book/show/556452.Dream_Factory"
"The Virgin's Lover (The Plantagenet and Tudor Novels, #13)","9780743269261","3.69","Philippa Gregory","English","441","Touchstone","September 7th 2005","['Historical', 'Historical Fiction', 'English History', 'Tudor Period', 'European Literature', 'British Literature']","https://www.goodreads.com/book/show/16183.The_Virgin_s_Lover"
"Secrets of My Hollywood Life (Secrets of My Hollywood Life, #1)","9780316154437","3.72","Jen Calonita","English","256","Poppy","May 1st 2007","['Young Adult', 'Womens Fiction', 'Chick Lit', 'Romance', 'Contemporary']","https://www.goodreads.com/book/show/196549.Secrets_of_My_Hollywood_Life"
"Homer & Langley","9781400064946","3.6","E.L. Doctorow","English","224","Random House","September 1st 2009","['Fiction', 'Historical', 'Historical Fiction', 'New York', 'Historical']","https://www.goodreads.com/book/show/6324914-homer-langley"
"My Grandfather's Son","9780060565558","4.1","Clarence Thomas","English","289","Harper","October 1st 2007","['Biography', 'Nonfiction', 'Politics', 'Autobiography', 'Memoir', 'Law']","https://www.goodreads.com/book/show/907011.My_Grandfather_s_Son"
"Counting on Grace","9780385746441","3.85","Elizabeth Winthrop","English","240","Wendy Lamb Books","March 14th 2006","['Historical', 'Historical Fiction', 'Fiction', 'Young Adult', 'Historical', 'Childrens', 'Middle Grade', 'Childrens']","https://www.goodreads.com/book/show/247036.Counting_on_Grace"
"The Devil's Acolyte (Knights Templar, #13)","9780747267256","4.12","Michael Jecks","English","320","Headline Book Publishing","June 1st 2002","['Historical', 'Historical Fiction', 'Historical', 'Medieval', 'Mystery', 'Historical Mystery', 'Mystery', 'Historical', 'Fiction', 'European Literature', 'British Literature']","https://www.goodreads.com/book/show/498566.The_Devil_s_Acolyte"
"When I Don't Desire God: How to Fight for Joy","9781581346527","4.18","John Piper","English","268","Crossway Books","September 21st 2004","['Christian', 'Religion', 'Theology', 'Christian', 'Christian Living', 'Religion', 'Christianity', 'Nonfiction', 'Religion', 'Faith']","https://www.goodreads.com/book/show/45352.When_I_Don_t_Desire_God"
"Madness Explained: Psychosis and Human Nature","9780140275407","4.2","Richard P. Bentall","English","656","Penguin","April 29th 2004","['Psychology', 'Nonfiction', 'Science', 'Health', 'Mental Health', 'Medicine', 'Psychiatry', 'Biology', 'Neuroscience', 'Mental Health', 'Mental Illness', 'History', 'Reference', 'Health']","https://www.goodreads.com/book/show/903284.Madness_Explained"
"Way Out There in the Blue: Reagan, Star Wars and the End of the Cold War","9780743200233","3.67","Frances FitzGerald","English","592","Simon  Schuster","March 12th 2001","['History', 'Politics', 'North American Hi...', 'American History', 'Politics', 'Presidents', 'Nonfiction', 'War']","https://www.goodreads.com/book/show/310844.Way_Out_There_in_the_Blue"
"Cessation Covers","-1","4.6","Steve Halle","English","28","Funtime Press","2007","[]","https://www.goodreads.com/book/show/2544475.Cessation_Covers"
"The Stone Cold Truth","9780743482677","3.69","Steve Austin","English","352","World Wrestling Entertainment","October 1st 2004","['Biography', 'Sports and Games', 'Sports', 'Nonfiction', 'Biography', 'Autobiography', 'Humor']","https://www.goodreads.com/book/show/426091.The_Stone_Cold_Truth"
"The Watchman's Rattle: A New Way to Understand Complexity, Collapse, and Correction","9781593156053","3.72","Rebecca D. Costa","","288","Vanguard Press","October 12th 2010","['Science', 'Nonfiction', 'Sociology', 'Psychology', 'Culture', 'Society', 'Philosophy']","https://www.goodreads.com/book/show/8071467-the-watchman-s-rattle"
"Doctor Who Annual 2006","9781904419730","3.73","Clayton Hickman","English","64","PANINI","August 2005","['Media Tie In', 'Doctor Who', 'Science Fiction', 'Sequential Art', 'Graphic Novels', 'Doctors']","https://www.goodreads.com/book/show/678239.Doctor_Who_Annual_2006"
"The Hob's Bargain","9780441008131","3.97","Patricia Briggs","English","288","Ace","March 1st 2001","['Fantasy', 'Romance', 'Fiction', 'Fantasy', 'Magic', 'Fantasy', 'Paranormal']","https://www.goodreads.com/book/show/285209.The_Hob_s_Bargain"
"The Orchards of Syon","9781582431666","4.38","Geoffrey Hill","English","96","Counterpoint","February 14th 2002","['Poetry', 'European Literature', 'British Literature']","https://www.goodreads.com/book/show/1150814.The_Orchards_of_Syon"
"Let The Bells Ring","9780755324668","4.14","Anne Baker","English","472","Headline","May 8th 2006","['Fiction', 'Historical', 'Historical Fiction']","https://www.goodreads.com/book/show/2045147.Let_The_Bells_Ring"
"Our Lady Of Darkness (Sister Fidelma, #10)","9780312272951","4.1","Peter Tremayne","English","288","Minotaur Books","September 21st 2002","['Mystery', 'Historical', 'Historical Fiction', 'Mystery', 'Historical Mystery', 'Historical', 'Mystery', 'Crime', 'Fiction', 'Cultural', 'Ireland']","https://www.goodreads.com/book/show/1140956.Our_Lady_Of_Darkness"
"Soul Song (Dirk & Steele, #6)","9780062019905","3.91","Marjorie M. Liu","English","384","Avon","April 26th 2011","['Romance', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Fantasy', 'Fantasy', 'Urban Fantasy', 'Fiction']","https://www.goodreads.com/book/show/9644332-soul-song"
"Fatal Passage: The Story of John Rae, the Arctic Hero Time Forgot","9780786711567","4.2","Ken McGoogan","English","340","Basic Books","May 8th 2003","['Nonfiction', 'History', 'Biography', 'Adventure']","https://www.goodreads.com/book/show/864581.Fatal_Passage"
"Black Cat, Volume 05","9781421506098","4.27","Kentaro Yabuki","English","192","VIZ Media LLC","November 7th 2006","['Sequential Art', 'Manga', 'Fantasy', 'Sequential Art', 'Graphic Novels', 'Comics Manga', 'Manga', 'Shonen']","https://www.goodreads.com/book/show/224574.Black_Cat_Volume_05"
"Night Rising (Vampire Babylon, #1)","9780441014675","3.27","Chris Marie Green","English","336","Ace","February 6th 2007","['Fantasy', 'Urban Fantasy', 'Paranormal', 'Vampires', 'Fantasy', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance']","https://www.goodreads.com/book/show/621490.Night_Rising"
"The Lost City of Z: A Tale of Deadly Obsession in the Amazon","9780385513531","3.86","David Grann","English","352","Doubleday/Random House (NY)","February 24th 2009","['Nonfiction', 'History', 'Adventure', 'Travel', 'Biography']","https://www.goodreads.com/book/show/3398625-the-lost-city-of-z"
"Fullmetal Alchemist, Vol. 13 (Fullmetal Alchemist, #13)","9781421511580","4.61","Hiromu Arakawa","English","192","VIZ Media LLC","May 15th 2007","['Sequential Art', 'Manga', 'Fantasy', 'Fiction', 'Young Adult', 'Science Fiction', 'Manga', 'Shonen', 'Science Fiction', 'Steampunk']","https://www.goodreads.com/book/show/82638.Fullmetal_Alchemist_Vol_13"
"Libraries in the Ancient World","9780300097214","3.77","Lionel Casson","English","192","Yale University Press","August 11th 2002","['History', 'Nonfiction', 'Writing', 'Books About Books', 'History', 'Ancient History', 'Science', 'Library Science']","https://www.goodreads.com/book/show/570892.Libraries_in_the_Ancient_World"
"Die Wilden HÃ¼hner und das GlÃ¼ck der Erde (Die Wilden HÃ¼hner, #4)","9783791504599","4.15","Cornelia Funke","German","328","Dressler Verlag","August 2000","['Childrens', 'European Literature', 'German Literature', 'Young Adult']","https://www.goodreads.com/book/show/1738395.Die_Wilden_H_hner_und_das_Gl_ck_der_Erde"
"PostSecret: Extraordinary Confessions from Ordinary Lives","9780060899196","4.0","Frank Warren","","278","HC","November 29th 2005","['Nonfiction', 'Art', 'Humor', 'Autobiography', 'Memoir']","https://www.goodreads.com/book/show/87640.PostSecret"
"The Kaiser's Holocaust: Germany's Forgotten Genocide and the Colonial Roots of Nazism","9780571231416","4.24","David Olusoga","","400","Faber","August 5th 2010","['History', 'Nonfiction', 'Cultural', 'Africa', 'Cultural', 'Germany', 'Southern Africa', 'Namibia']","https://www.goodreads.com/book/show/8250985-the-kaiser-s-holocaust"
"Ð¥ÑÐ¾Ð½ÑÐºÐ¸ Ð²ÑÐ´ Ð¤Ð¾ÑÑÑÐ½Ð±ÑÐ°ÑÐ°. ÐÐ¸Ð±ÑÐ°Ð½Ð° ÐµÑÐµÑÑÑÐ¸ÐºÐ° 90-Ñ","9789667274597","4.1","Oksana Zabuzhko","Ukrainian","337","Vyd-Vo Fakt","","['Writing', 'Essays']","https://www.goodreads.com/book/show/2627373-90-"
"The Professor, the Banker, and the Suicide King: Inside the Richest Poker Game of All Time","9780446577694","3.88","Michael Craig","English","288","Grand Central Publishing","June 2nd 2005","['Nonfiction', 'Sports and Games', 'Sports', 'History', 'Sports and Games', 'Games', 'Business']","https://www.goodreads.com/book/show/1244815.The_Professor_the_Banker_and_the_Suicide_King"
"Leven Thumps and the Wrath of Ezra (Leven Thumps, #4)","9781590389638","3.97","Obert Skye","English","400","Shadow Mountain","October 1st 2008","['Fantasy', 'Young Adult', 'Adventure']","https://www.goodreads.com/book/show/3329289-leven-thumps-and-the-wrath-of-ezra"
"Sleeping Freshmen Never Lie","9780142407806","3.87","David Lubar","English","288","Speak","January 18th 2007","['Young Adult', 'Humor', 'Realistic Fiction', 'Young Adult', 'Teen', 'Fiction']","https://www.goodreads.com/book/show/204297.Sleeping_Freshmen_Never_Lie"
"Warrior Princess (Warrior Princess, #1)","9780060871437","3.68","Allan Frewin Jones","English","346","Harper Teen","February 1st 2009","['Fantasy', 'Young Adult', 'Historical', 'Historical Fiction', 'Historical', 'Romance']","https://www.goodreads.com/book/show/3798897-warrior-princess"
"On Ugliness","9780847829866","3.83","Umberto Eco","English","456","Rizzoli International Publications","October 30th 2007","['Art', 'Nonfiction', 'Philosophy', 'History', 'Art', 'Art History', 'Writing', 'Essays']","https://www.goodreads.com/book/show/520738.On_Ugliness"
"Ghost of Spirit Bear (Spirit Bear, #2)","9780060090081","3.87","Ben Mikaelsen","English","160","HarperCollins","June 17th 2008","['Young Adult', 'Fiction', 'Realistic Fiction', 'Academic', 'School', 'Adventure', 'Adventure', 'Survival']","https://www.goodreads.com/book/show/2737487-ghost-of-spirit-bear"
"Industrial Magic (Women of the Otherworld, #4)","9780553590166","4.12","Kelley Armstrong","English","528","Spectra Books","March 27th 2007","['Fantasy', 'Urban Fantasy', 'Fantasy', 'Fantasy', 'Paranormal', 'Paranormal', 'Witches', 'Romance', 'Romance', 'Paranormal Romance']","https://www.goodreads.com/book/show/125925.Industrial_Magic"
"Dime Store Magic (Women of the Otherworld, #3)","9780553590159","4.07","Kelley Armstrong","English","414","Spectra Books","March 27th 2007","['Fantasy', 'Urban Fantasy', 'Fantasy', 'Paranormal', 'Fantasy', 'Paranormal', 'Witches', 'Romance', 'Romance', 'Paranormal Romance']","https://www.goodreads.com/book/show/125926.Dime_Store_Magic"
"Best Friends and Drama Queens (Allie Finkle's Rules for Girls, #3)","9780545040433","3.92","Meg Cabot","English","240","Scholastic Press","March 1st 2009","['Realistic Fiction', 'Childrens', 'Middle Grade', 'Childrens']","https://www.goodreads.com/book/show/3823867-best-friends-and-drama-queens"
"Mermaid Park","9781595141378","3.64","Beth Mayall","English","256","Razorbill","May 10th 2007","['Mythology', 'Mermaids', 'Young Adult', 'Romance', 'Fantasy', 'Contemporary']","https://www.goodreads.com/book/show/305140.Mermaid_Park"
"The Dirt on Clean: An Unsanitized History","9780676976632","3.68","Katherine Ashenburg","English","368","Knopf Canada","October 12th 2007","['Nonfiction', 'History', 'Science', 'History', 'Microhistory', 'Health']","https://www.goodreads.com/book/show/2111775.The_Dirt_on_Clean"
"Power Study (Study, #3.5)","-1","3.9","Maria V. Snyder","English","27","Maria V. Snyder","2008","['Fantasy', 'Young Adult', 'Fantasy', 'Magic', 'Short Stories', 'Novella']","https://www.goodreads.com/book/show/4460391-power-study"
"The Twentieth Wife (Taj Mahal Trilogy, #1)","9780743428187","4.03","Indu Sundaresan","English","380","Washington Square Press","February 18th 2003","['Historical', 'Historical Fiction', 'Cultural', 'India', 'Fiction', 'Historical', 'Romance']","https://www.goodreads.com/book/show/27298.The_Twentieth_Wife"
"Twice Upon a Marigold (Upon a Marigold, #2)","9780152063825","3.78","Jean Ferris","English","297","Harcourt","May 1st 2008","['Fantasy', 'Young Adult', 'Fantasy', 'Fairy Tales', 'Romance']","https://www.goodreads.com/book/show/2430999.Twice_Upon_a_Marigold"
"Gust Front (Posleen War, #2)","9780743435253","4.09","John Ringo","English","736","Baen","April 2nd 2002","['Science Fiction', 'War', 'Military', 'Fiction', 'Science Fiction', 'Military Science Fiction']","https://www.goodreads.com/book/show/528366.Gust_Front"
"Last Words: The Final Journals","9780802137784","3.97","William S. Burroughs","English","273","Grove Press","January 3rd 2001","['Nonfiction', 'Biography', 'Autobiography', 'Memoir', 'Diary', 'Biography', 'Autobiography', 'Diary', 'Journal', 'Literature', 'American', 'Literature', 'Biography Memoir', 'Philosophy']","https://www.goodreads.com/book/show/23932.Last_Words"
"The Rescue","9780446696128","4.1","Nicholas Sparks","English","352","Grand Central Publishing","April 1st 2005","['Romance', 'Fiction', 'Womens Fiction', 'Chick Lit', 'Contemporary']","https://www.goodreads.com/book/show/3462.The_Rescue"
"The Pale Abyssinian","9780006387404","4.12","Miles Bredin","English","304","","March 5th 2001","['Travel', 'History', 'Biography', 'Nonfiction', 'Cultural', 'Africa', 'Mineralogy', 'Gemstones']","https://www.goodreads.com/book/show/1934114.The_Pale_Abyssinian"
"The Wings of the Sphinx (Inspector Montalbano, #11)","9780143116608","3.9","Andrea Camilleri","English","240","Penguin Books","December 29th 2009","['Mystery', 'Mystery', 'Crime', 'Cultural', 'Italy', 'Fiction', 'European Literature', 'Italian Literature']","https://www.goodreads.com/book/show/6993705-the-wings-of-the-sphinx"
"Lemonade Mouth","9780385733922","3.88","Mark Peter Hughes","English","352","Delacorte Books for Young Readers","March 13th 2007","['Young Adult', 'Music', 'Realistic Fiction', 'Fiction', 'Humor']","https://www.goodreads.com/book/show/420849.Lemonade_Mouth"
"100 Cupboards  (100 Cupboards, #1)","9780375838811","3.77","N.D. Wilson","English","289","Random House Books for Young Readers","December 26th 2007","['Fantasy', 'Fiction', 'Childrens', 'Middle Grade', 'Childrens', 'Adventure']","https://www.goodreads.com/book/show/1661390.100_Cupboards"
"Spirits in the Wires (Newford, #10)","9780312869717","4.0","Charles de Lint","English","448","Tor Books","September 1st 2004","['Fantasy', 'Fantasy', 'Urban Fantasy', 'Fiction', 'Science Fiction Fantasy']","https://www.goodreads.com/book/show/186425.Spirits_in_the_Wires"
"Embracing Grace: A Gospel for All of Us","9781557254535","3.98","Scot McKnight","English","183","Paraclete Press","November 1st 2005","['Religion', 'Theology', 'Religion', 'Christianity', 'Religion', 'Church', 'Christian', 'Christian Living', 'Religion']","https://www.goodreads.com/book/show/1037859.Embracing_Grace"
"The Field of Swords (Emperor, #3)","9780440240969","4.27","Conn Iggulden","English","587","Dell Books","January 2006","['Historical', 'Historical Fiction', 'Fiction', 'Historical']","https://www.goodreads.com/book/show/330944.The_Field_of_Swords"
"Dandy Gilver and the Proper Treatment of Bloodstains","9781250007360","3.61","Catriona McPherson","English","304","Minotaur Books","May 8th 2012","['Mystery', 'Fiction', 'Historical', 'Historical', 'Historical Fiction', 'Mystery', 'Historical Mystery', 'Mystery', 'Crime']","https://www.goodreads.com/book/show/13167224-dandy-gilver-and-the-proper-treatment-of-bloodstains"
"Coffee And Kung Fu","9780451209023","3.34","Karen Brichoux","English","243","NAL Trade","June 3rd 2003","['Womens Fiction', 'Chick Lit', 'Fiction', 'Romance']","https://www.goodreads.com/book/show/303838.Coffee_And_Kung_Fu"
"Middle Earth: Poems","9780374529284","4.14","Henri Cole","English","80","Farrar, Straus and Giroux","April 14th 2004","['Poetry', 'Lgbt', 'Glbt', 'Queer', 'Cultural', 'Japan', 'Glbt', 'Gay']","https://www.goodreads.com/book/show/92020.Middle_Earth"
"Batman Unmasked: Analyzing a Cultural Icon","9780826413437","3.79","Will Brooker","English","368","Bloomsbury Academic","September 18th 2001","['Dc Comics', 'Batman', 'Nonfiction', 'Sequential Art', 'Comics', 'Comics', 'Superheroes', 'Culture', 'Cultural Studies']","https://www.goodreads.com/book/show/506597.Batman_Unmasked"
"What Is Posthumanism?","9780816666157","3.66","Cary Wolfe","English","357","Univ Of Minnesota Press","December 31st 2009","['Philosophy', 'Philosophy', 'Theory', 'Nonfiction']","https://www.goodreads.com/book/show/6968406-what-is-posthumanism"
"Shelter from the Storm (Swallowcliffe Hall, #3)","9780689875281","3.83","Jennie Walters","English","265","Simon & Schuster UK","March 1st 2007","['Historical', 'Fiction', 'Historical', 'Historical Fiction']","https://www.goodreads.com/book/show/1962321.Shelter_from_the_Storm"
"A Traitor to Memory (Inspector Lynley #11)","9780553801279","3.95","Elizabeth  George","English","736","Bantam","June 26th 2001","['Mystery', 'Fiction', 'Mystery', 'Crime']","https://www.goodreads.com/book/show/1292663.A_Traitor_to_Memory"
"The Mission Song","9780316016742","3.37","John le CarrÃ©","English","339","Little, Brown and Company","September 19th 2006","['Fiction', 'Spy Thriller', 'Espionage', 'Thriller', 'Cultural', 'Africa']","https://www.goodreads.com/book/show/18988.The_Mission_Song"
"Gone Tomorrow (Jack Reacher, #13)","9780593057056","4.17","Lee Child","English","441","Transworld Publishers","April 2009","['Suspense', 'Action', 'Thriller']","https://www.goodreads.com/book/show/4494917-gone-tomorrow"
"Southland","9781888451412","3.9","Nina Revoyr","English","350","Akashic Books","April 1st 2008","['Fiction', 'Mystery', 'Historical', 'Historical Fiction', 'Race', 'Glbt', 'Lesbian']","https://www.goodreads.com/book/show/428722.Southland"
"Black Cat, Volume 06","9781421506104","4.27","Kentaro Yabuki","English","192","VIZ Media LLC","January 2nd 2007","['Sequential Art', 'Manga', 'Fantasy', 'Comics Manga', 'Sequential Art', 'Graphic Novels', 'Manga', 'Shonen']","https://www.goodreads.com/book/show/224573.Black_Cat_Volume_06"
"Elvenborn (Halfblood Chronicles, #3)","9780812571233","3.98","Andre Norton","English","471","Tor Fantasy","October 19th 2003","['Fantasy', 'Fantasy', 'Dragons', 'Fiction', 'Science Fiction Fantasy']","https://www.goodreads.com/book/show/176867.Elvenborn"
"Science Fictions: A Scientific Mystery, a Massive Cover-Up, and the Dark Legacy of Robert Gallo","9780316090049","4.41","John Crewdson","English","704","Back Bay Books","February 5th 2003","['Science', 'Nonfiction']","https://www.goodreads.com/book/show/606592.Science_Fictions"
"Midnight Reign (Vampire Babylon, #2)","9780441015603","3.6","Chris Marie Green","English","326","Ace","February 5th 2008","['Fantasy', 'Urban Fantasy', 'Paranormal', 'Vampires', 'Fantasy', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance']","https://www.goodreads.com/book/show/2340561.Midnight_Reign"
"A Paradise Built in Hell: The Extraordinary Communities That Arise in Disaster","9780670021079","3.88","Rebecca Solnit","English","353","Viking Adult","August 20th 2009","['Nonfiction', 'History', 'Sociology', 'Politics', 'Psychology']","https://www.goodreads.com/book/show/6444492-a-paradise-built-in-hell"
"Fullmetal Alchemist, Vol. 18 (Fullmetal Alchemist, #18)","9781421525365","4.61","Hiromu Arakawa","English","192","VIZ Media LLC","May 19th 2009","['Fantasy', 'Sequential Art', 'Comics', 'Sequential Art', 'Graphic Novels', 'Sequential Art', 'Manga', 'Science Fiction', 'Fiction']","https://www.goodreads.com/book/show/4341085-fullmetal-alchemist-vol-18"
"The Second Mark: Courage, Corruption, and the Battle for Olympic Gold","9780743245272","4.49","Joy Goodwin","English","333","Simon & Schuster","2004","['Nonfiction', 'Sports and Games', 'Sports', 'Sports', 'Figure Skating', 'Biography']","https://www.goodreads.com/book/show/887164.The_Second_Mark"
"Die Wilden HÃ¼hner und die Liebe (Die Wilden HÃ¼hner, #5)","9783791504643","4.01","Cornelia Funke","German","188","Dressler","2003","['Childrens', 'European Literature', 'German Literature', 'Young Adult']","https://www.goodreads.com/book/show/493469.Die_Wilden_H_hner_und_die_Liebe"
"ÐÑÐ¾ÑÐ²Ð¾ÑÐ´","9789660606654","4.0","ÐÐ°Ð»ÐµÑÑÐ¹ Ð¨ÐµÐ²ÑÑÐº","Ukrainian","264","ÐÐ¸Ð±ÑÐ´Ñ","2014","['Fiction']","https://www.goodreads.com/book/show/23637019"
"The 100 Best Poems of All Time","9780446676816","3.7","Leslie Pockell","English","208","Grand Central Publishing","March 1st 2001","['Poetry', 'Classics', 'Nonfiction', 'Anthologies']","https://www.goodreads.com/book/show/620730.The_100_Best_Poems_of_All_Time"
"Gone (Gone, #1)","9780061448782","3.86","Michael  Grant","English","558","Katherine Tegen Books","April 28th 2009","['Young Adult', 'Science Fiction', 'Dystopia', 'Science Fiction']","https://www.goodreads.com/book/show/6334889-gone"
"Robert Kennedy: His Life","9780743203296","4.19","Evan Thomas","English","512","Simon  Schuster","September 10th 2002","['Biography', 'History', 'Nonfiction', 'Politics']","https://www.goodreads.com/book/show/112469.Robert_Kennedy"
