"Book Title","ISBN","Rating","Author","Language","Pages","Publication","Publish Date","Genres","Book URL"
"The Century of the Surgeon","-1","4.46","JÃ¼rgen Thorwald","English","326","Bantam","1963","['Nonfiction', 'History', 'Health', 'Medicine', 'Science']","https://www.goodreads.com/book/show/8468201-the-century-of-the-surgeon"
"Bismarck: The Man and the Statesman","9780394703879","3.76","A.J.P. Taylor","English","288","Vintage","October 12th 1967","['History', 'Biography', 'Cultural', 'Germany', 'Nonfiction', 'Literature', '19th Century']","https://www.goodreads.com/book/show/1599585.Bismarck"
"The Figure in the Dusk (Inspector West, #11)","9780060808914","3.43","John Creasey","English","251","Harper Perennial","December 1st 1987","['Mystery', 'Mystery', 'Crime']","https://www.goodreads.com/book/show/1922282.The_Figure_in_the_Dusk"
"The Radiance of the King","-1","3.8","Camara Laye","English","253","The Macmillan Company","1971","['Cultural', 'Africa', 'Fiction', 'Western Africa', 'Guinea', 'Literature', 'African Literature']","https://www.goodreads.com/book/show/25330793-the-radiance-of-the-king"
"Singing in the Shrouds (Roderick Alleyn, #20)","9780312968885","3.94","Ngaio Marsh","English","240","St. Martin's Dead Letter","March 15th 1999","['Mystery', 'Fiction', 'Mystery', 'Crime', 'European Literature', 'British Literature']","https://www.goodreads.com/book/show/281419.Singing_in_the_Shrouds"
"The Balcony","9780802150349","3.85","Jean Genet","English","96","Grove Press","January 21st 1994","['Plays', 'Drama', 'Fiction', 'Cultural', 'France', 'Plays', 'Theatre']","https://www.goodreads.com/book/show/667483.The_Balcony"
"The Moon and the Bonfire","9780720611199","3.79","Cesare Pavese","English","200","Peter Owen Publishers","January 1st 2002","['Fiction', 'European Literature', 'Italian Literature', 'Classics', 'Cultural', 'Italy']","https://www.goodreads.com/book/show/132376.The_Moon_and_the_Bonfire"
"A Touch of the Poet","9780224605533","3.75","Eugene O'Neill","English","138","Jonathan Cape","December 1957","['Plays', 'Plays', 'Theatre', 'Drama']","https://www.goodreads.com/book/show/1847114.A_Touch_of_the_Poet"
"In the Labyrinth","9780714502984","3.83","Alain Robbe-Grillet","English","188","Calder Publications","1967","['Cultural', 'France', 'Fiction', 'Novels', 'Literature', 'European Literature', 'French Literature']","https://www.goodreads.com/book/show/169590.In_the_Labyrinth"
"The Decline and Fall of Practically Everybody: Great Figures of History Hilariously Humbled","9780880298094","4.03","Will Cuppy","English","240","Barnes  Noble","April 30th 1992","['History', 'Humor', 'Nonfiction', 'Humor', 'Comedy', 'Biography']","https://www.goodreads.com/book/show/75921.The_Decline_and_Fall_of_Practically_Everybody"
"De liefde van Bob en Daphne I (Bob & Daphne, #1)","-1","3.33","Han B. Aalberse","Dutch","314","Oisterwijk","1955","['Roman']","https://www.goodreads.com/book/show/12995883-de-liefde-van-bob-en-daphne-i"
"Old Bugs","2940012502551","2.83","H.P. Lovecraft","","0","Baxter St.","May 18th 2011","['Horror', 'Short Stories', 'Horror', 'Lovecraftian', 'Fiction', 'Fantasy']","https://www.goodreads.com/book/show/12175682-old-bugs"
"And Four to Go (Nero Wolfe, #30)","9780553249859","4.1","Rex Stout","English","224","Crimeline","November 1st 1992","['Mystery', 'Fiction', 'Short Stories', 'Mystery', 'Detective', 'Mystery', 'Crime']","https://www.goodreads.com/book/show/77593.And_Four_to_Go"
"Î¤Î± Î¦Î¬ÏÎ¼Î±ÏÎ± Î® Î Î§Î±ÏÎ¬ Î£ÏÎ¿Î½ ÎÎ»Î»Î¿ ÎÏÏÎ¼Î¿","-1","3.7","Miltos Sachtouris","Greek, Modern (1453-)","28","","1960","['Poetry']","https://www.goodreads.com/book/show/8433348"
"Peter Freuchen's Book of the Seven Seas","-1","4.11","Peter Freuchen","English","512","Julian Messner, Inc.","1957","['History', 'Nonfiction', 'Travel']","https://www.goodreads.com/book/show/18622504-peter-freuchen-s-book-of-the-seven-seas"
"Quadrille","9780434147168","3.29","NoÃ«l Coward","","[]","Heinemann","1952","[]","https://www.goodreads.com/book/show/719200.Quadrille"
"De liefde van Bob en Daphne II (Bob & Daphne, #2)","-1","3.0","Han B. Aalberse","Dutch","328","Oisterwijk","1967","['Fiction']","https://www.goodreads.com/book/show/12995934-de-liefde-van-bob-en-daphne-ii"
"Gideon's Day (Gideon, #1)","9780821727218","3.61","J.J. Marric","English","0","Zebra","July 1st 1989","['Mystery', 'Mystery', 'Crime', 'Fiction', 'Mystery', 'Detective']","https://www.goodreads.com/book/show/2673501-gideon-s-day"
"The Planetarium","9781564784100","3.57","Nathalie Sarraute","English","246","Dalkey Archive Press","December 23rd 2014","['Fiction', 'European Literature', 'French Literature', 'Cultural', 'France', 'Novels', 'Literature']","https://www.goodreads.com/book/show/260048.The_Planetarium"
"A Talent To Annoy","9781907429798","3.93","Nancy Mitford","English","270","Capuchin Classics","May 1st 2013","['Writing', 'Essays', 'Biography', 'Nonfiction', 'Writing', 'Journalism']","https://www.goodreads.com/book/show/17925509-a-talent-to-annoy"
"On Revolution","9780670001668","4.01","Hannah Arendt","English","344","Viking Press","December 19th 1968","['Philosophy', 'Politics', 'Nonfiction', 'History', 'Politics', 'Political Science']","https://www.goodreads.com/book/show/1842634.On_Revolution"
"Het stenen bruidsbed","9789021497310","3.15","Harry Mulisch","Dutch","192","Querido","1991","['Fiction', 'Literature', 'European Literature', 'Dutch Literature', 'Roman', 'Academic', 'School', 'Novels', 'Classics', 'Literature', '20th Century', 'Historical', 'Historical Fiction', 'War']","https://www.goodreads.com/book/show/12851534-het-stenen-bruidsbed"
"The Time Garden (Tales of Magic, #4)","9780192751010","4.14","Edward Eager","English","224","Oxford University Press","2001","['Fantasy', 'Childrens', 'Fiction', 'Science Fiction', 'Time Travel']","https://www.goodreads.com/book/show/312077.The_Time_Garden"
"La Cantatrice chauve","9782070386536","3.81","EugÃ¨ne Ionesco","French","152","Gallimard Education","March 1st 1993","['Plays', 'Plays', 'Theatre', 'Cultural', 'France', 'Drama', 'Classics', 'Fiction']","https://www.goodreads.com/book/show/1087215.La_Cantatrice_chauve"
"Gideon's Night (Gideon, #3)","9780821727348","3.84","J.J. Marric","English","224","Zebra","August 1st 1989","['Mystery', 'Mystery', 'Crime', 'Fiction']","https://www.goodreads.com/book/show/2343238.Gideon_s_Night"
"Portrait of a Man Unknown","9780807612521","3.77","Nathalie Sarraute","English","223","George Braziller","November 1st 1990","['Cultural', 'France', 'Fiction', 'Novels', 'Literary Fiction', 'Womens']","https://www.goodreads.com/book/show/272045.Portrait_of_a_Man_Unknown"
"How to get From January to December","9780517378946","3.97","Will Cuppy","English","[]","Random House Value Publishing","January 27th 1982","['Humor', 'Humor', 'Funny', 'History']","https://www.goodreads.com/book/show/1752454.How_to_get_From_January_to_December"
"My Life in the Bush of Ghosts","9780571058679","3.87","Amos Tutuola","English","174","Faber and Faber","January 1st 1973","['Fiction', 'Cultural', 'Africa', 'Fantasy', 'Western Africa', 'Nigeria', 'Literature', 'African Literature', 'Literature']","https://www.goodreads.com/book/show/323347.My_Life_in_the_Bush_of_Ghosts"
"Dat weet ik zelf niet : Jonge mensen in boek en verhaal","-1","3.27","Hella S. Haasse","Dutch","74","vereniging ter bevordering van de belangen des boekhandels","1959","['European Literature', 'Dutch Literature', 'Nonfiction']","https://www.goodreads.com/book/show/12876927-dat-weet-ik-zelf-niet"
"Gideon's Staff (Gideon, #5)","9780340148228","3.72","J.J. Marric","","192","Hodder & Stoughton Ltd","January 1st 1975","['Mystery', 'Fiction']","https://www.goodreads.com/book/show/4812229-gideon-s-staff"
"Snared Nightingale","-1","3.25","Geoffrey Trease","English","311","MacMillan","1957","['Historical', 'Historical Fiction', 'Romance']","https://www.goodreads.com/book/show/8085573-snared-nightingale"
"Apricot Sky","9780706605846","3.86","Ruby Ferguson","","253","Remploy","August 30th 1974","[]","https://www.goodreads.com/book/show/7701538-apricot-sky"
"The Groves of Academe","9780380525225","3.32","Mary McCarthy","English","240","Avon Books","March 28th 1981","['Fiction', 'Novels', 'Academic', 'Academia', 'Literary Fiction']","https://www.goodreads.com/book/show/11943860-the-groves-of-academe"
"De Ingewijden","9789021465180","3.78","Hella S. Haasse","Dutch","429","Em. Querido","1994","['European Literature', 'Dutch Literature', 'Novels', 'Roman', 'Literature', 'Fiction']","https://www.goodreads.com/book/show/12810336-de-ingewijden"
"The Birthday Party","9780571160785","3.76","Harold Pinter","English","96","Faber & Faber","March 1991","['Plays', 'Drama', 'Fiction', 'Classics', 'Plays', 'Theatre', 'European Literature', 'British Literature']","https://www.goodreads.com/book/show/74090.The_Birthday_Party"
"The Complete Stories of Evelyn Waugh","9780316926607","3.99","Evelyn Waugh","English","640","Back Bay Books","September 20th 2000","['Fiction', 'Short Stories', 'Classics', 'Humor']","https://www.goodreads.com/book/show/30937.The_Complete_Stories_of_Evelyn_Waugh"
"The Southpaw (Henry Wiggen #1)","9780803273375","3.97","Mark Harris","English","350","Bison Books","December 1st 2003","['Sports', 'Baseball', 'Sports and Games', 'Sports', 'Fiction', 'Novels']","https://www.goodreads.com/book/show/413736.The_Southpaw"
"Biedermann und die Brandstifter","9783518390450","3.71","Max Frisch","German","94","Suhrkamp","June 1996","['Classics', 'European Literature', 'German Literature', 'Plays', 'Fiction', 'Academic', 'School', 'Drama']","https://www.goodreads.com/book/show/1132279.Biedermann_und_die_Brandstifter"
"The Wind","9780807611579","3.54","Claude Simon","English","254","George Braziller","1986","['Fiction', 'Nobel Prize', 'Cultural', 'France', 'European Literature', 'French Literature']","https://www.goodreads.com/book/show/1783505.The_Wind"
"Cats In The Belfry","9781840244526","4.05","Doreen Tovey","English","155","Summersdale Publishers","July 1st 2005","['Animals', 'Animals', 'Cats', 'Nonfiction', 'Autobiography', 'Memoir', 'Humor', 'European Literature', 'British Literature']","https://www.goodreads.com/book/show/1379946.Cats_In_The_Belfry"
"De verborgen bron","-1","3.57","Hella S. Haasse","Dutch","127","Querido","1973","['Fiction', 'European Literature', 'Dutch Literature', 'Literature']","https://www.goodreads.com/book/show/12761156-de-verborgen-bron"
"Mythologies","9780374521509","4.11","Roland Barthes","English","160","Hill and Wang","1972","['Philosophy', 'Nonfiction', 'Philosophy', 'Theory', 'Writing', 'Essays', 'Cultural', 'France', 'Fantasy', 'Mythology']","https://www.goodreads.com/book/show/51715.Mythologies"
"Cats In May","9781840244977","4.01","Doreen Tovey","English","160","Summersdale Publishers","May 1st 2006","['Nonfiction', 'Autobiography', 'Memoir', 'Humor', 'Animals', 'Animals', 'Cats']","https://www.goodreads.com/book/show/1379947.Cats_In_May"
"The Master of Go","
                  4250264517","3.84","Yasunari Kawabata","English","186","Berkeley Medallion","August 1974","['Cultural', 'Japan', 'Asian Literature', 'Japanese Literature', 'Fiction', 'Literature', 'Classics', 'Games', 'Go']","https://www.goodreads.com/book/show/15725743-the-master-of-go"
"De Scharlaken Stad","9789021465173","3.63","Hella S. Haasse","Dutch","290","Querido","1990","['Historical', 'Historical Fiction', 'European Literature', 'Dutch Literature', 'Fiction', 'Cultural', 'Italy']","https://www.goodreads.com/book/show/12640281-de-scharlaken-stad"
"The Blacks","9780802150288","3.67","Jean Genet","English","128","Grove Press","January 18th 1994","['Plays', 'Drama', 'Fiction', 'Plays', 'Theatre', 'European Literature', 'French Literature']","https://www.goodreads.com/book/show/92643.The_Blacks"
"Hitler: A Study in Tyranny","9780060920203","4.08","Alan Bullock","English","512","Harper Perennial","June 5th 1991","['History', 'Biography', 'Nonfiction', 'War', 'World War II', 'Politics']","https://www.goodreads.com/book/show/1016875.Hitler"
"A Guide to Early American Homes - South","
                  5610868","5.0","Dorothy Pratt","English","227","McGraw-Hill Book Company, Inc.","1956","[]","https://www.goodreads.com/book/show/37420580-a-guide-to-early-american-homes---south"
"Company of Cowards","9780451019516","3.57","Jack Schaefer","English","128","Signet","April 1st 1961","['Fiction', 'Historical', 'Historical Fiction', 'Westerns', 'Adult']","https://www.goodreads.com/book/show/2467431.Company_of_Cowards"
"Molesworth","9780141186009","4.29","Geoffrey Willans","English","432","Penguin Classics","November 2nd 2000","['Humor', 'Fiction', 'Humor', 'Comedy', 'Childrens', 'Classics', 'European Literature', 'British Literature']","https://www.goodreads.com/book/show/430450.Molesworth"
"Winter Quarters","9780753818916","3.56","Alfred Duggan","English","240","Phoenix","April 1st 2007","['Historical', 'Historical Fiction', 'Fiction', 'Roman', 'Historical']","https://www.goodreads.com/book/show/1334928.Winter_Quarters"
"Rue Deschambault","9782890525771","3.72","Gabrielle Roy","French","265","BorÃ©al","March 14th 1994","['Fiction', 'Cultural', 'France', 'Short Stories', 'Literature', 'Canadian Literature', 'Cultural', 'Canada']","https://www.goodreads.com/book/show/1077304.Rue_Deschambault"
"As far as Singapore","-1","4.0","Pamela Brown","English","184","Brockhampton Press","1959","[]","https://www.goodreads.com/book/show/26061149-as-far-as-singapore"
"Mao Tse-Tung & I Were Beggars","9780815600152","4.5","Siao-yu","","266","Syracuse University Press","June 1st 1959","[]","https://www.goodreads.com/book/show/5924118-mao-tse-tung-i-were-beggars"
"The Man with the White Eyes","-1","4.21","Leopold Tyrmand","English","434","Knopf","1959","['European Literature', 'Polish Literature', 'Fiction', 'Mystery', 'Crime', 'Mystery']","https://www.goodreads.com/book/show/18340385-the-man-with-the-white-eyes"
"Voltaire in Love","9780786706419","3.69","Nancy Mitford","English","288","Da Capo Press","July 21st 1999","['Biography', 'History', 'Nonfiction', 'Cultural', 'France', 'Philosophy']","https://www.goodreads.com/book/show/19392.Voltaire_in_Love"
"Merijntje Gijzens jeugd en jonge jaren","-1","3.9","Adrianus Michiel de Jong","Dutch","1171","Nederlandse Boekenclub / Querido","1971","[]","https://www.goodreads.com/book/show/17846122-merijntje-gijzens-jeugd-en-jonge-jaren"
"Rapport sur la construction des situations suivi de, Les situationnistes et les nouvelles formes d'action dans la politique ou l'art","9782842055073","3.58","Guy Debord","French","62","Mille et une nuits","October 2000","['Literature', '20th Century']","https://www.goodreads.com/book/show/2416613.Rapport_sur_la_construction_des_situations_suivi_de_Les_situationnistes_et_les_nouvelles_formes_d_action_dans_la_politique_ou_l_art"
"Better Homes and Gardens New Cook Book","9780696215322","4.14","Better Homes and Gardens","English","576","Better Homes and Gardens Books","September 1st 2003","['Food and Drink', 'Cookbooks', 'Food and Drink', 'Cooking', 'Nonfiction', 'Food and Drink', 'Food', 'Reference']","https://www.goodreads.com/book/show/411053.Better_Homes_and_Gardens_New_Cook_Book"
"The Women on the Wall","9780803291102","3.83","Wallace Stegner","English","279","University of Nebraska Press","February 1st 1981","['Short Stories', 'Fiction']","https://www.goodreads.com/book/show/1170329.The_Women_on_the_Wall"
"Good-Bye, My Lady","9780397000494","4.28","James H. Street","English","222","Lippincott","1954","['Fiction', 'Animals', 'Animals', 'Dogs', 'Classics']","https://www.goodreads.com/book/show/1755136.Good_Bye_My_Lady"
"La ville dont le prince est un enfant","9782070362936","4.0","Henry de Montherlant","French","302","Gallimard Education","April 1st 1973","['Cultural', 'France', 'Plays', 'Theatre', 'Fiction']","https://www.goodreads.com/book/show/1097526.La_ville_dont_le_prince_est_un_enfant"
"The World My Wilderness","9780860683407","3.76","Rose Macaulay","English","254","Little, Brown Book Group","July 1st 1992","['Fiction', 'Classics', 'European Literature', 'British Literature', 'Historical', 'Historical Fiction']","https://www.goodreads.com/book/show/802630.The_World_My_Wilderness"
"Les Rois Maudits","9782259191746","4.49","Maurice Druon","French","1620","Plon","1999","['Historical', 'Historical Fiction', 'Cultural', 'France', 'Fiction', 'Historical']","https://www.goodreads.com/book/show/2653762-les-rois-maudits"
"The Lonely Londoners","9780582642645","3.61","Sam Selvon","English","142","Longman Publishing Group","January 11th 1989","['Fiction', 'Classics', 'Literature', '20th Century', 'Academic', 'School', 'Historical', 'Historical Fiction', 'European Literature', 'British Literature', 'Race', 'Novels', 'Literature', 'Post Colonial', 'Literature']","https://www.goodreads.com/book/show/612888.The_Lonely_Londoners"
"A Woman Called Fancy","9780434890286","3.77","Frank Yerby","English","[]","","","['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'Romance', 'Novels']","https://www.goodreads.com/book/show/1446989.A_Woman_Called_Fancy"
"Le chÃ¢teau de ma mÃ¨re (Souvenirs d'enfance, #2)","9782877060516","4.03","Marcel Pagnol","French","221","Editions de Fallois","February 1st 1988","['Cultural', 'France', 'Classics', 'Fiction']","https://www.goodreads.com/book/show/808627.Le_ch_teau_de_ma_m_re"
"Portrait of a Turkish Family","9780907871828","4.15","Irfan Orga","English","316","Eland","June 1st 2003","['Nonfiction', 'History', 'Autobiography', 'Memoir', 'Biography']","https://www.goodreads.com/book/show/256754.Portrait_of_a_Turkish_Family"
"Î Î±ÏÎ±Î¼ÏÎ¸Î¹ ÏÏÏÎ¯Ï ÎÎ½Î¿Î¼Î±","-1","4.67","ÎÎ¬ÎºÏÎ²Î¿Ï ÎÎ±Î¼ÏÎ±Î½Î­Î»Î»Î·Ï","Greek, Modern (1453-)","[]","","","[]","https://www.goodreads.com/book/show/30090120"
"Mystery on the Isle of Skye","9780449703649","3.96","Phyllis A. Whitney","English","192","Fawcett","January 28th 1991","['Mystery', 'Young Adult', 'Cultural', 'Scotland', 'Fiction', 'Childrens', 'Romance']","https://www.goodreads.com/book/show/278603.Mystery_on_the_Isle_of_Skye"
"Men to Match My Mountains: The Opening of the Far West 1840-1900","9780785813477","4.1","Irving Stone","English","459","Castle Books","August 14th 2009","['History', 'Nonfiction', 'North American Hi...', 'American History', 'Historical']","https://www.goodreads.com/book/show/79853.Men_to_Match_My_Mountains"
"Across the River and into the Trees","9780684844640","3.34","Ernest Hemingway","English","272","Scribner","April 15th 1998","['Fiction', 'Classics', 'Literature', 'Literature', 'American']","https://www.goodreads.com/book/show/10778.Across_the_River_and_into_the_Trees"
"Un barrage contre le Pacifique","9782070368822","3.79","Marguerite Duras","French","370","Gallimard","January 1st 1978","['Fiction', 'Cultural', 'France', 'Classics', 'Literature']","https://www.goodreads.com/book/show/875906.Un_barrage_contre_le_Pacifique"
"The Sociological Imagination","9780195133738","4.15","C. Wright Mills","","256","Oxford University Press, USA","April 13th 2000","['Sociology', 'Nonfiction', 'Philosophy', 'Social Science', 'Academic']","https://www.goodreads.com/book/show/414773.The_Sociological_Imagination"
"Eden","9780156278065","3.9","StanisÅaw Lem","English","276","Mariner Books","October 31st 1991","['Science Fiction', 'Fiction', 'European Literature', 'Polish Literature']","https://www.goodreads.com/book/show/28768.Eden"
"Virgin Soil Upturned","-1","3.99","Mikhail Sholokhov","English","420","Foreign Languages Publishing House","","['Classics', 'Novels', 'Literature', 'Russian Literature', 'Cultural', 'Russia', 'Literature', 'Nobel Prize']","https://www.goodreads.com/book/show/16095383-virgin-soil-upturned"
"Victorine","9781590172704","3.46","Maude Hutchins","English","191","NYRB Classics","August 19th 2008","['Fiction', 'Novels', 'Literature', '20th Century', 'Womens']","https://www.goodreads.com/book/show/2376090.Victorine"
"ÎÎ±ÏÏÎ¿ÏÎ»Î·Î´ÎµÏ","-1","4.5","Giannis Skaribas","Greek, Modern (1453-)","[]","","","[]","https://www.goodreads.com/book/show/34865870"
"Natural Right and History","9780226776941","3.99","Leo Strauss","English","336","University of Chicago Press","October 15th 1965","['Philosophy', 'Politics', 'History', 'Nonfiction', 'Law']","https://www.goodreads.com/book/show/209097.Natural_Right_and_History"
"Mystery in Old Quebec","-1","3.76","Mary C. Jane","English","123","J. B. Lipppincott Company","1955","['Mystery', 'Fiction', 'Childrens', 'Young Adult', 'Literature', 'Canadian Literature']","https://www.goodreads.com/book/show/5115791-mystery-in-old-quebec"
"The Good Shepherd","-1","4.0","C.S. Forester","","310","Little, Brown & Co","1955","['Historical', 'Historical Fiction', 'Fiction', 'War', 'War', 'World War II', 'War', 'Military']","https://www.goodreads.com/book/show/13479646-the-good-shepherd"
"Life and Fate","9780099506164","4.43","Vasily Grossman","English","864","Vintage Classics","October 5th 2006","['Fiction', 'Cultural', 'Russia', 'Historical', 'Historical Fiction', 'Classics', 'Literature', 'Russian Literature', 'War']","https://www.goodreads.com/book/show/88432.Life_and_Fate"
"Î£ÏÎ¼ÏÏÎ½Î¯Î± ÎÏ. 1","-1","4.41","Tasos Livaditis","Greek, Modern (1453-)","61","ÎÎºÎ´ÏÏÎµÎ¹Ï ÎÎ­Î´ÏÎ¿Ï","","['Poetry']","https://www.goodreads.com/book/show/16159265-1"
"The Vet's Daughter","9780385271905","3.88","Barbara Comyns","English","190","Dial Press","September 1st 1981","['Fiction', 'Classics', 'Gothic', 'Literary Fiction']","https://www.goodreads.com/book/show/1059568.The_Vet_s_Daughter"
"Î Î¬Î½Î¸ÏÏÏÎ¿Ï Î¼Îµ ÏÎ¿ ÏÎ±Î¼ÏÎ¿ÏÏÎ»Î¿","9789600404289","4.26","Tasos Livaditis","Greek, Modern (1453-)","128","ÎÎ­Î´ÏÎ¿Ï","1979","['Poetry']","https://www.goodreads.com/book/show/17378327"
"The King's Two Bodies: A Study in Mediaeval Political Theology","9780691017044","4.26","Ernst H. Kantorowicz","English","616","Princeton University Press","January 18th 1998","['History', 'Nonfiction', 'Historical', 'Medieval', 'Politics', 'Philosophy', 'History', 'Medieval History', 'Religion']","https://www.goodreads.com/book/show/356630.The_King_s_Two_Bodies"
"The Caine Mutiny Court-Martial","9780385514415","4.14","Herman Wouk","English","103","Doubleday Books","April 20th 1954","['Plays', 'Drama', 'Fiction', 'War', 'World War II', 'Classics', 'Historical', 'Historical Fiction']","https://www.goodreads.com/book/show/42382.The_Caine_Mutiny_Court_Martial"
"ÎÎ¹ ÎÏÎ½Î±Î¯ÎºÎµÏ Î¼Îµ Ïâ ÎÎ»Î¿Î³Î¯ÏÎ¹Î± ÎÎ¬ÏÎ¹Î±","9789600412994","4.22","Tasos Livaditis","Greek, Modern (1453-)","31","ÎÎ­Î´ÏÎ¿Ï","2005","['Poetry']","https://www.goodreads.com/book/show/18142845"
"The Magician of Lublin","9780140048070","3.92","Isaac Bashevis Singer","English","208","Penguin Books Ltd","1979","['Fiction', 'Classics', 'Literature', 'Jewish', 'Cultural', 'Poland', 'European Literature', 'Polish Literature']","https://www.goodreads.com/book/show/940167.The_Magician_of_Lublin"
"Mutmassungen Ã¼ber Jakob","9783518118184","3.46","Uwe Johnson","German","307","Suhrkamp","December 31st 1992","['European Literature', 'German Literature']","https://www.goodreads.com/book/show/1231400.Mutmassungen_ber_Jakob"
"The Long Night","-1","0.0","Seldon Truss","","[]","Hodder & Stoughton","1956","[]","https://www.goodreads.com/book/show/7748441-the-long-night"
"Jules et Jim","9782070370962","3.73","Henri-Pierre RochÃ©","French","242","Gallimard","March 1st 1979","['Fiction', 'Cultural', 'France', 'European Literature', 'French Literature', 'Romance']","https://www.goodreads.com/book/show/249205.Jules_et_Jim"
"Freedom or Death","9780671492601","4.21","Nikos Kazantzakis","English","433","Touchstone/Simon & Schuster","December 1st 1983","['Fiction', 'Literature', 'Classics', 'Cultural', 'Greece', 'War', 'Historical', 'Historical Fiction']","https://www.goodreads.com/book/show/197661.Freedom_or_Death"
"Benton's Row","9780440105121","3.61","Frank Yerby","","0","Dell Publishing","March 28th 1977","['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'Novels']","https://www.goodreads.com/book/show/417180.Benton_s_Row"
"Î ÎºÏÏÎ¬ ÏÏÎ½ Î±Î¼ÏÎµÎ»Î¹ÏÎ½","9789600408393","4.21","Yiannis Ritsos","Greek, Modern (1453-)","41","ÎÎ­Î´ÏÎ¿Ï","1987","['Poetry']","https://www.goodreads.com/book/show/15777173"
"Beyond This Place","9780884115250","4.01","A.J. Cronin","English","258","Amereon Limited","1953","['Fiction', 'Mystery', 'Classics', 'European Literature', 'British Literature']","https://www.goodreads.com/book/show/1458918.Beyond_This_Place"
"The Changelings","9780935312409","3.91","Jo Sinclair","English","360","The Feminist Press at CUNY","January 1st 1993","['Fiction', 'Literature']","https://www.goodreads.com/book/show/1426323.The_Changelings"
"All Summer in a Day","-1","4.2","Ray Bradbury","English","4","","","['Classics', 'Short Stories', 'Science Fiction', 'Young Adult', 'Fiction']","https://www.goodreads.com/book/show/23617943-all-summer-in-a-day"
"The Idea of a Social Science: And Its Relation to Philosophy","9780415054317","3.68","Peter Winch","English","160","Routledge","December 21st 1994","['Philosophy', 'Social Science', 'Sociology', 'Academic']","https://www.goodreads.com/book/show/258291.The_Idea_of_a_Social_Science"
"Blue Camellia","9780671787561","3.73","Frances Parkinson Keyes","","0","Pocket","December 1st 1974","['Fiction', 'Historical', 'Historical Fiction', 'Romance', 'Historical Romance', 'Historical', 'Romance', 'Gothic', 'Novels']","https://www.goodreads.com/book/show/2191475.Blue_Camellia"
"ÎÎ¬ÏÎ· ÏÏÎ·Î½ ÎÎºÏÎ· ÏÎ·Ï ÎÏÏÏÎ±Ï","9789600421538","4.13","Tasos Livaditis","Greek, Modern (1453-)","39","ÎÎ­Î´ÏÎ¿Ï","2002","['Poetry']","https://www.goodreads.com/book/show/18142840"
"The Way of Zen","9780375705106","4.18","Alan W. Watts","English","236","Vintage","January 26th 1999","['Philosophy', 'Religion', 'Buddhism', 'Nonfiction', 'Religion', 'Buddhism', 'Zen', 'Spirituality']","https://www.goodreads.com/book/show/514210.The_Way_of_Zen"
"The Black Swan","9780520070080","3.47","Thomas Mann","English","155","University of California Press","November 12th 1990","['Fiction', 'Cultural', 'Germany', 'Classics', 'European Literature', 'German Literature', 'Short Stories', 'Literature']","https://www.goodreads.com/book/show/137328.The_Black_Swan"
"Eros and Civilization: A Philosophical Inquiry into Freud","9780807015551","3.9","Herbert Marcuse","English","312","Beacon Press","September 15th 1974","['Philosophy', 'Psychology', 'Sociology', 'Psychology', 'Psychoanalysis', 'Nonfiction', 'Philosophy', 'Theory']","https://www.goodreads.com/book/show/310634.Eros_and_Civilization"
"The Pillar of Salt","9780807083277","3.82","Albert Memmi","English","352","Beacon Press","February 1st 1992","['Fiction', 'Cultural', 'Africa', 'Northern Africa', 'Tunisia', 'Cultural', 'France', 'Historical', 'Historical Fiction', 'Literature', 'Jewish', 'Religion', 'Judaism', 'Africa', 'Northern Africa', 'Literature', 'Religion']","https://www.goodreads.com/book/show/432268.The_Pillar_of_Salt"
"Î ÏÏÎ¿Î¹Î½Î¿Î²Î¬ÏÎ·Ï","9789606627545","4.11","Jean Genet","Greek, Modern (1453-)","95","ÎÎ»Î­ÎºÏÏÎ±","2007","[]","https://www.goodreads.com/book/show/18403582"
"The Lonely Crowd: A Study of the Changing American Character","9780300088656","3.84","David Riesman","English","307","Yale University Press","February 8th 2001","['Sociology', 'Nonfiction', 'Psychology', 'Philosophy', 'Anthropology', 'Social Science', 'History']","https://www.goodreads.com/book/show/90697.The_Lonely_Crowd"
"The River Ki","9784770030009","3.87","Sawako Ariyoshi","English","243","Kodansha","July 8th 2004","['Cultural', 'Japan', 'Asian Literature', 'Japanese Literature', 'Fiction', 'Historical', 'Historical Fiction', 'Literary Fiction']","https://www.goodreads.com/book/show/577399.The_River_Ki"
"Compulsion","9780786703197","4.1","Meyer Levin","English","416","Carroll & Graf Publishers","April 1st 1996","['Fiction', 'Crime', 'True Crime', 'Mystery', 'Crime', 'Mystery', 'Historical', 'Historical Fiction']","https://www.goodreads.com/book/show/375116.Compulsion"
"ÎÎ³Î³Î­Î»Î±","-1","4.0","ÎÎ¹ÏÏÎ³Î¿Ï Î£ÎµÎ²Î±ÏÏÎ¯ÎºÎ¿Î³Î»Î¿Ï","","[]","","","[]","https://www.goodreads.com/book/show/23639473"
"The Horse Without A Head","-1","3.76","Paul Berna","English","[]","Pantheon Books","January 1st 1959","['Childrens', 'Literature', '20th Century', 'Fiction', 'Cultural', 'France', 'Mystery', 'Mystery', 'Crime']","https://www.goodreads.com/book/show/6853566-the-horse-without-a-head"
"Le PhÃ©nix","-1","4.0","Paul Ãluard","French","[]","","","[]","https://www.goodreads.com/book/show/20892150-le-ph-nix"
