Book Title,Book ISBN,Book URL,Amazon Price,R1 Title,R1 URL,R2 Title,R2 URL,R3 Title,R3 URL,R4 Title,R4 URL,R5 Title,R5 URL,,,,,
Pippi Goes on Board,9780140309591,https://www.goodreads.com/buy_buttons/12/follow?book_id=19308&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$6.99,Pippi in the South Seas (Pippi Longstocking),https://www.amazon.com/Pippi-South-Seas-Longstocking/dp/0140309586/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0140309586&pd_rd_r=S67BW3TKCNJR29MSPH9H&pd_rd_w=GyzzE&pd_rd_wg=GMgmJ&psc=1&refRID=S67BW3TKCNJR29MSPH9H,Pippi Goes to School,https://www.amazon.com/Pippi-Goes-School-Astrid-Lindgren/dp/0141302364/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0141302364&pd_rd_r=S67BW3TKCNJR29MSPH9H&pd_rd_w=GyzzE&pd_rd_wg=GMgmJ&psc=1&refRID=S67BW3TKCNJR29MSPH9H,Pippi Longstocking,https://www.amazon.com/Pippi-Longstocking-Astrid-Lindgren/dp/0140309578/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0140309578&pd_rd_r=S67BW3TKCNJR29MSPH9H&pd_rd_w=GyzzE&pd_rd_wg=GMgmJ&psc=1&refRID=S67BW3TKCNJR29MSPH9H,Pippi's Extraordinary Ordinary Day,https://www.amazon.com/Pippis-Extraordinary-Ordinary-Astrid-Lindgren/dp/0140568417/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0140568417&pd_rd_r=S67BW3TKCNJR29MSPH9H&pd_rd_w=GyzzE&pd_rd_wg=GMgmJ&psc=1&refRID=S67BW3TKCNJR29MSPH9H,Pippi Longstocking,https://www.amazon.com/Pippi-Longstocking-Astrid-Lindgren/dp/0142402494/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0142402494&pd_rd_r=S67BW3TKCNJR29MSPH9H&pd_rd_w=GyzzE&pd_rd_wg=GMgmJ&psc=1&refRID=S67BW3TKCNJR29MSPH9H,,,,,
Man's Search for Meaning,9780807014295,https://www.goodreads.com/buy_buttons/12/follow?book_id=4069&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$6.99,As a Man Thinketh,https://www.amazon.com/As-Man-Thinketh-James-Allen/dp/164032013X/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=164032013X&pd_rd_r=R3TXB54XMZVXYDNADGX2&pd_rd_w=CdXzI&pd_rd_wg=lf8Gc&psc=1&refRID=R3TXB54XMZVXYDNADGX2,"Losing My Virginity: How I Survived, Had Fun, and Made a Fortune Doing…",https://www.amazon.com/Losing-My-Virginity-Survived-Business/dp/0307720748/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0307720748&pd_rd_r=R3TXB54XMZVXYDNADGX2&pd_rd_w=CdXzI&pd_rd_wg=lf8Gc&psc=1&refRID=R3TXB54XMZVXYDNADGX2,How to Win Friends & Influence People,https://www.amazon.com/How-Win-Friends-Influence-People/dp/0671027034/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0671027034&pd_rd_r=R3TXB54XMZVXYDNADGX2&pd_rd_w=CdXzI&pd_rd_wg=lf8Gc&psc=1&refRID=R3TXB54XMZVXYDNADGX2,The Talent Code: Greatness Isn't Born. It's Grown. Here's How.,https://www.amazon.com/Talent-Code-Greatness-Born-Grown/dp/055380684X/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=055380684X&pd_rd_r=R3TXB54XMZVXYDNADGX2&pd_rd_w=CdXzI&pd_rd_wg=lf8Gc&psc=1&refRID=R3TXB54XMZVXYDNADGX2,"Generations: The History of America's Future, 1584 to 2069",https://www.amazon.com/Generations-History-Americas-Future-1584/dp/0688119123/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0688119123&pd_rd_r=R3TXB54XMZVXYDNADGX2&pd_rd_w=CdXzI&pd_rd_wg=lf8Gc&psc=1&refRID=R3TXB54XMZVXYDNADGX2,,,,,
The Great Divorce,9790007672386,https://www.goodreads.com/buy_buttons/17/follow?book_id=17267&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$19.30,The Screwtape Letters,https://www.amazon.com/Screwtape-Letters-C-S-Lewis/dp/0060652934/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0060652934&pd_rd_r=DKSQC50FNV2VKZGD5CCP&pd_rd_w=5vRRE&pd_rd_wg=myTaN&psc=1&refRID=DKSQC50FNV2VKZGD5CCP,The Problem of Pain,https://www.amazon.com/Problem-Pain-C-S-Lewis/dp/0060652969/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0060652969&pd_rd_r=DKSQC50FNV2VKZGD5CCP&pd_rd_w=5vRRE&pd_rd_wg=myTaN&psc=1&refRID=DKSQC50FNV2VKZGD5CCP,The Great Divorce Study Guide: A Bible Study on The C.S. Lewis Book The…,https://www.amazon.com/Great-Divorce-Study-Guide-Bible/dp/0997841788/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0997841788&pd_rd_r=DKSQC50FNV2VKZGD5CCP&pd_rd_w=5vRRE&pd_rd_wg=myTaN&psc=1&refRID=DKSQC50FNV2VKZGD5CCP,Mere Christianity,https://www.amazon.com/Mere-Christianity-C-S-Lewis/dp/0060652926/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0060652926&pd_rd_r=DKSQC50FNV2VKZGD5CCP&pd_rd_w=5vRRE&pd_rd_wg=myTaN&psc=1&refRID=DKSQC50FNV2VKZGD5CCP,The Abolition of Man,https://www.amazon.com/Abolition-Man-C-S-Lewis/dp/0060652942/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0060652942&pd_rd_r=DKSQC50FNV2VKZGD5CCP&pd_rd_w=5vRRE&pd_rd_wg=myTaN&psc=1&refRID=DKSQC50FNV2VKZGD5CCP,,,,,
Mildred Pierce,9780752852041,https://www.goodreads.com/buy_buttons/15/follow?book_id=101205&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,$45.19,Double Indemnity,https://www.amazon.com/Double-Indemnity-James-M-Cain/dp/0679723226/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0679723226&pd_rd_r=SGH1BP23MW8824Z1N29X&pd_rd_w=pwfCG&pd_rd_wg=rZgDN&psc=1&refRID=SGH1BP23MW8824Z1N29X,The Postman Always Rings Twice,https://www.amazon.com/Postman-Always-Rings-Twice/dp/0679723250/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0679723250&pd_rd_r=SGH1BP23MW8824Z1N29X&pd_rd_w=pwfCG&pd_rd_wg=rZgDN&psc=1&refRID=SGH1BP23MW8824Z1N29X,Oryx and Crake,https://www.amazon.com/Oryx-Crake-Margaret-Atwood/dp/0385721676/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0385721676&pd_rd_r=SGH1BP23MW8824Z1N29X&pd_rd_w=pwfCG&pd_rd_wg=rZgDN&psc=1&refRID=SGH1BP23MW8824Z1N29X,The Pastures of Heaven (Penguin Great Books of the 20th Century),https://www.amazon.com/Pastures-Heaven-Penguin-Great-Century/dp/0140187480/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0140187480&pd_rd_r=SGH1BP23MW8824Z1N29X&pd_rd_w=pwfCG&pd_rd_wg=rZgDN&psc=1&refRID=SGH1BP23MW8824Z1N29X,The Day of the Locust,https://www.amazon.com/Day-Locust-Nathanael-West/dp/8087830261/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=8087830261&pd_rd_r=SGH1BP23MW8824Z1N29X&pd_rd_w=pwfCG&pd_rd_wg=rZgDN&psc=1&refRID=SGH1BP23MW8824Z1N29X,,,,,
The Myth of Sisyphus,9780141023991,https://www.goodreads.com/buy_buttons/12/follow?book_id=612957&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$9.59,The Rebel: An Essay on Man in Revolt,https://www.amazon.com/Rebel-Essay-Man-Revolt/dp/0679733841/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0679733841&pd_rd_r=JC6J4AAV01QW6PZ63QKM&pd_rd_w=MEKZv&pd_rd_wg=QBwh9&psc=1&refRID=JC6J4AAV01QW6PZ63QKM,The Plague,https://www.amazon.com/Plague-Albert-Camus/dp/0679720219/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0679720219&pd_rd_r=JC6J4AAV01QW6PZ63QKM&pd_rd_w=MEKZv&pd_rd_wg=QBwh9&psc=1&refRID=JC6J4AAV01QW6PZ63QKM,Caligula and Three Other Plays,https://www.amazon.com/Caligula-Three-Other-Plays-Albert/dp/0394702077/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0394702077&pd_rd_r=JC6J4AAV01QW6PZ63QKM&pd_rd_w=MEKZv&pd_rd_wg=QBwh9&psc=1&refRID=JC6J4AAV01QW6PZ63QKM,Great Ideas Sensation and Sex (Penguin Great Ideas),https://www.amazon.com/Great-Ideas-Sensation-Sex-Penguin/dp/0141023821/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0141023821&pd_rd_r=JC6J4AAV01QW6PZ63QKM&pd_rd_w=MEKZv&pd_rd_wg=QBwh9&psc=1&refRID=JC6J4AAV01QW6PZ63QKM,The Stranger,https://www.amazon.com/Stranger-Albert-Camus/dp/0679720200/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0679720200&pd_rd_r=JC6J4AAV01QW6PZ63QKM&pd_rd_w=MEKZv&pd_rd_wg=QBwh9&psc=1&refRID=JC6J4AAV01QW6PZ63QKM,,,,,
"The Little Sister (Philip Marlowe, #5)",9780394757674,https://www.goodreads.com/buy_buttons/14/follow?book_id=852401&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$11.91,The Lady in the Lake,https://www.amazon.com/Lady-Lake-Raymond-Chandler/dp/0394758250/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0394758250&pd_rd_r=G9N2SGFW2K2RXZRRNPRV&pd_rd_w=fvw7e&pd_rd_wg=koQHJ&psc=1&refRID=G9N2SGFW2K2RXZRRNPRV,The High Window,https://www.amazon.com/High-Window-Raymond-Chandler/dp/0394758269/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0394758269&pd_rd_r=G9N2SGFW2K2RXZRRNPRV&pd_rd_w=fvw7e&pd_rd_wg=koQHJ&psc=1&refRID=G9N2SGFW2K2RXZRRNPRV,Playback,https://www.amazon.com/Playback-Raymond-Chandler/dp/0394757661/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0394757661&pd_rd_r=G9N2SGFW2K2RXZRRNPRV&pd_rd_w=fvw7e&pd_rd_wg=koQHJ&psc=1&refRID=G9N2SGFW2K2RXZRRNPRV,Trouble Is My Business,https://www.amazon.com/Trouble-My-Business-Raymond-Chandler/dp/0394757645/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0394757645&pd_rd_r=G9N2SGFW2K2RXZRRNPRV&pd_rd_w=fvw7e&pd_rd_wg=koQHJ&psc=1&refRID=G9N2SGFW2K2RXZRRNPRV,The Simple Art of Murder,https://www.amazon.com/Simple-Art-Murder-Raymond-Chandler/dp/0394757653/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0394757653&pd_rd_r=G9N2SGFW2K2RXZRRNPRV&pd_rd_w=fvw7e&pd_rd_wg=koQHJ&psc=1&refRID=G9N2SGFW2K2RXZRRNPRV,,,,,
Mere Christianity,9780684823782,https://www.goodreads.com/buy_buttons/13/follow?book_id=11138&ref=x_gr_w_bb&tag=x_gr_w_bb_uk-21,$17.34,Mere Christianity Study Guide: A Bible Study on the C.S. Lewis Book Mere…,https://www.amazon.com/Mere-Christianity-Study-Guide-Bible/dp/1499568266/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=1499568266&pd_rd_r=MCDS4GGT7ZDT3ESRMHC0&pd_rd_w=Jjmn8&pd_rd_wg=nJA25&psc=1&refRID=MCDS4GGT7ZDT3ESRMHC0,The Screwtape Letters,https://www.amazon.com/Screwtape-Letters-C-S-Lewis/dp/0060652934/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0060652934&pd_rd_r=MCDS4GGT7ZDT3ESRMHC0&pd_rd_w=Jjmn8&pd_rd_wg=nJA25&psc=1&refRID=MCDS4GGT7ZDT3ESRMHC0,The Problem of Pain,https://www.amazon.com/Problem-Pain-C-S-Lewis/dp/0060652969/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0060652969&pd_rd_r=MCDS4GGT7ZDT3ESRMHC0&pd_rd_w=Jjmn8&pd_rd_wg=nJA25&psc=1&refRID=MCDS4GGT7ZDT3ESRMHC0,The Great Divorce,https://www.amazon.com/Great-Divorce-C-S-Lewis/dp/0060652950/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0060652950&pd_rd_r=MCDS4GGT7ZDT3ESRMHC0&pd_rd_w=Jjmn8&pd_rd_wg=nJA25&psc=1&refRID=MCDS4GGT7ZDT3ESRMHC0,The Reason for God: Belief in an Age of Skepticism,https://www.amazon.com/Reason-God-Belief-Age-Skepticism/dp/1594483493/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=1594483493&pd_rd_r=MCDS4GGT7ZDT3ESRMHC0&pd_rd_w=Jjmn8&pd_rd_wg=nJA25&psc=1&refRID=MCDS4GGT7ZDT3ESRMHC0,,,,,
"The High Window (Philip Marlowe, #3)",9780394758268,https://www.goodreads.com/buy_buttons/12/follow?book_id=2049&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$12.03,The Lady in the Lake,https://www.amazon.com/Lady-Lake-Raymond-Chandler/dp/0394758250/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0394758250&pd_rd_r=44W96R0XAZ45CAHXRYJA&pd_rd_w=wepxl&pd_rd_wg=H0U6k&psc=1&refRID=44W96R0XAZ45CAHXRYJA,The Little Sister,https://www.amazon.com/Little-Sister-Raymond-Chandler/dp/039475767X/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=039475767X&pd_rd_r=44W96R0XAZ45CAHXRYJA&pd_rd_w=wepxl&pd_rd_wg=H0U6k&psc=1&refRID=44W96R0XAZ45CAHXRYJA,"Farewell, My Lovely",https://www.amazon.com/Farewell-My-Lovely-Raymond-Chandler/dp/0394758277/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0394758277&pd_rd_r=44W96R0XAZ45CAHXRYJA&pd_rd_w=wepxl&pd_rd_wg=H0U6k&psc=1&refRID=44W96R0XAZ45CAHXRYJA,Playback,https://www.amazon.com/Playback-Raymond-Chandler/dp/0394757661/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0394757661&pd_rd_r=44W96R0XAZ45CAHXRYJA&pd_rd_w=wepxl&pd_rd_wg=H0U6k&psc=1&refRID=44W96R0XAZ45CAHXRYJA,Trouble Is My Business,https://www.amazon.com/Trouble-My-Business-Raymond-Chandler/dp/0394757645/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0394757645&pd_rd_r=44W96R0XAZ45CAHXRYJA&pd_rd_w=wepxl&pd_rd_wg=H0U6k&psc=1&refRID=44W96R0XAZ45CAHXRYJA,,,,,
La casa de Bernarda Alba,9781585101436,https://www.goodreads.com/buy_buttons/12/follow?book_id=22995&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$14.35,"San Manuel Bueno, martir (Focus Student Edition) (Spanish Edition)",https://www.amazon.com/Manuel-Bueno-martir-Student-Spanish/dp/1585101443/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=1585101443&pd_rd_r=3A52DHQX1EE96YHKR6CD&pd_rd_w=YKxqF&pd_rd_wg=y8dET&psc=1&refRID=3A52DHQX1EE96YHKR6CD,La invención de Morel,https://www.amazon.com/invenci%C3%B3n-Morel-Adolfo-Bioy-Casares/dp/0140260846/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0140260846&pd_rd_r=3A52DHQX1EE96YHKR6CD&pd_rd_w=YKxqF&pd_rd_wg=y8dET&psc=1&refRID=3A52DHQX1EE96YHKR6CD,"Las fronteras míticas del teatro mexicano: Entre Villa y una mujer desnuda, Todos somos Marcos, La m",https://www.amazon.com/Las-fronteras-m%C3%ADticas-teatro-mexicano/dp/1615397434/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=1615397434&pd_rd_r=3A52DHQX1EE96YHKR6CD&pd_rd_w=YKxqF&pd_rd_wg=y8dET&psc=1&refRID=3A52DHQX1EE96YHKR6CD,Como agua para chocolate (Spanish Edition),https://www.amazon.com/Como-agua-para-chocolate-Spanish/dp/0385721234/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0385721234&pd_rd_r=3A52DHQX1EE96YHKR6CD&pd_rd_w=YKxqF&pd_rd_wg=y8dET&psc=1&refRID=3A52DHQX1EE96YHKR6CD,"La muerte y la doncella: Death and the Maiden, Spanish Edition",https://www.amazon.com/muerte-doncella-Death-Maiden-Spanish/dp/158322078X/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=158322078X&pd_rd_r=3A52DHQX1EE96YHKR6CD&pd_rd_w=YKxqF&pd_rd_wg=y8dET&psc=1&refRID=3A52DHQX1EE96YHKR6CD,,,,,
Escape from Freedom,9780805031492,https://www.goodreads.com/buy_buttons/12/follow?book_id=25491&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$11.98,The Art of Loving,https://www.amazon.com/Art-Loving-Erich-Fromm/dp/0061129739/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0061129739&pd_rd_r=8D6FHS39CGW7PEEH0A0M&pd_rd_w=ZD4bs&pd_rd_wg=jU5U0&psc=1&refRID=8D6FHS39CGW7PEEH0A0M,The Sane Society,https://www.amazon.com/Sane-Society-Erich-Fromm/dp/0805014020/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0805014020&pd_rd_r=8D6FHS39CGW7PEEH0A0M&pd_rd_w=ZD4bs&pd_rd_wg=jU5U0&psc=1&refRID=8D6FHS39CGW7PEEH0A0M,To Have or To Be? (Bloomsbury Revelations),https://www.amazon.com/Have-Be-Bloomsbury-Revelations/dp/178093680X/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=178093680X&pd_rd_r=8D6FHS39CGW7PEEH0A0M&pd_rd_w=ZD4bs&pd_rd_wg=jU5U0&psc=1&refRID=8D6FHS39CGW7PEEH0A0M,Man for Himself: An Inquiry Into the Psychology of Ethics,https://www.amazon.com/Man-Himself-Inquiry-Psychology-Ethics/dp/0805014039/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0805014039&pd_rd_r=8D6FHS39CGW7PEEH0A0M&pd_rd_w=ZD4bs&pd_rd_wg=jU5U0&psc=1&refRID=8D6FHS39CGW7PEEH0A0M,The Anatomy of Human Destructiveness,https://www.amazon.com/Anatomy-Human-Destructiveness-Erich-Fromm/dp/080501604X/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=080501604X&pd_rd_r=8D6FHS39CGW7PEEH0A0M&pd_rd_w=ZD4bs&pd_rd_wg=jU5U0&psc=1&refRID=8D6FHS39CGW7PEEH0A0M,,,,,
The Ministry of Fear,9780143039112,https://www.goodreads.com/buy_buttons/12/follow?book_id=213653&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$14.33,The Human Factor (Penguin Classics),https://www.amazon.com/Human-Factor-Penguin-Classics/dp/0143105566/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0143105566&pd_rd_r=0T8HE0C97C8SF6YXHBKK&pd_rd_w=s1Gx1&pd_rd_wg=wQ4E2&psc=1&refRID=0T8HE0C97C8SF6YXHBKK,Orient Express (Penguin Classics Deluxe Edition),https://www.amazon.com/Orient-Express-Penguin-Classics-Deluxe/dp/0142437913/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0142437913&pd_rd_r=0T8HE0C97C8SF6YXHBKK&pd_rd_w=s1Gx1&pd_rd_wg=wQ4E2&psc=1&refRID=0T8HE0C97C8SF6YXHBKK,Our Man in Havana,https://www.amazon.com/Our-Man-Havana-Graham-Greene/dp/0142438006/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0142438006&pd_rd_r=0T8HE0C97C8SF6YXHBKK&pd_rd_w=s1Gx1&pd_rd_wg=wQ4E2&psc=1&refRID=0T8HE0C97C8SF6YXHBKK,The Comedians (Penguin Classics),https://www.amazon.com/Comedians-Penguin-Classics-Graham-Greene/dp/0143039199/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0143039199&pd_rd_r=0T8HE0C97C8SF6YXHBKK&pd_rd_w=s1Gx1&pd_rd_wg=wQ4E2&psc=1&refRID=0T8HE0C97C8SF6YXHBKK,Brighton Rock (Penguin Classics Deluxe Edition),https://www.amazon.com/Brighton-Rock-Penguin-Classics-Deluxe/dp/0142437972/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0142437972&pd_rd_r=0T8HE0C97C8SF6YXHBKK&pd_rd_w=s1Gx1&pd_rd_wg=wQ4E2&psc=1&refRID=0T8HE0C97C8SF6YXHBKK,,,,,
"Finn Family Moomintroll (The Moomins, #3)",9780140301502,https://www.goodreads.com/buy_buttons/12/follow?book_id=703300&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$11.15,Comet in Moominland (Moomins),https://www.amazon.com/Comet-Moominland-Moomins-Tove-Jansson/dp/0312608888/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0312608888&pd_rd_r=TQT7TV74MG646G2EB2KR&pd_rd_w=Ty2hX&pd_rd_wg=0P6Xl&psc=1&refRID=TQT7TV74MG646G2EB2KR,Moominsummer Madness,https://www.amazon.com/Moominsummer-Madness-Tove-Jansson/dp/0312608918/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0312608918&pd_rd_r=TQT7TV74MG646G2EB2KR&pd_rd_w=Ty2hX&pd_rd_wg=0P6Xl&psc=1&refRID=TQT7TV74MG646G2EB2KR,Moominland Midwinter (Moomins),https://www.amazon.com/Moominland-Midwinter-Moomins-Tove-Jansson/dp/0312625413/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0312625413&pd_rd_r=TQT7TV74MG646G2EB2KR&pd_rd_w=Ty2hX&pd_rd_wg=0P6Xl&psc=1&refRID=TQT7TV74MG646G2EB2KR,Moominpappa's Memoirs (Moomins),https://www.amazon.com/Moominpappas-Memoirs-Moomins-Tove-Jansson/dp/031262543X/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=031262543X&pd_rd_r=TQT7TV74MG646G2EB2KR&pd_rd_w=Ty2hX&pd_rd_wg=0P6Xl&psc=1&refRID=TQT7TV74MG646G2EB2KR,Tales from Moominvalley (Moomins),https://www.amazon.com/Tales-Moominvalley-Moomins-Tove-Jansson/dp/0312625421/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0312625421&pd_rd_r=TQT7TV74MG646G2EB2KR&pd_rd_w=Ty2hX&pd_rd_wg=0P6Xl&psc=1&refRID=TQT7TV74MG646G2EB2KR,,,,,
The Horse's Mouth,9780940322196,https://www.goodreads.com/buy_buttons/12/follow?book_id=376465&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$31.95,Herself Surprised (New York Review Books Classics),https://www.amazon.com/Herself-Surprised-Review-Books-Classics/dp/094032217X/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=094032217X&pd_rd_r=B0SCN4YRVQ13Q05WXZX7&pd_rd_w=xFnuc&pd_rd_wg=zg3kl&psc=1&refRID=B0SCN4YRVQ13Q05WXZX7,To Be a Pilgrim (New York Review Books Classics),https://www.amazon.com/Pilgrim-York-Review-Books-Classics/dp/0940322188/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0940322188&pd_rd_r=B0SCN4YRVQ13Q05WXZX7&pd_rd_w=xFnuc&pd_rd_wg=zg3kl&psc=1&refRID=B0SCN4YRVQ13Q05WXZX7,The Story Of My Life,https://www.amazon.com/Story-My-Life-Clarence-Darrow/dp/0306807386/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0306807386&pd_rd_r=B0SCN4YRVQ13Q05WXZX7&pd_rd_w=xFnuc&pd_rd_wg=zg3kl&psc=1&refRID=B0SCN4YRVQ13Q05WXZX7,The Horse's Mouth (The Criterion Collection),https://www.amazon.com/Horses-Mouth-Criterion-Collection/dp/B000063N9O/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=B000063N9O&pd_rd_r=B0SCN4YRVQ13Q05WXZX7&pd_rd_w=xFnuc&pd_rd_wg=zg3kl&psc=1&refRID=B0SCN4YRVQ13Q05WXZX7,A Lesson Before Dying (Oprah's Book Club),https://www.amazon.com/Lesson-Before-Dying-Oprahs-Book/dp/0375702709/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0375702709&pd_rd_r=B0SCN4YRVQ13Q05WXZX7&pd_rd_w=xFnuc&pd_rd_wg=zg3kl&psc=1&refRID=B0SCN4YRVQ13Q05WXZX7,,,,,
"Other Voices, Other Rooms",9780679745648,https://www.goodreads.com/buy_buttons/12/follow?book_id=2287&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$13.45,The Grass Harp: Including A Tree of Night and Other Stories,https://www.amazon.com/Grass-Harp-Including-Night-Stories/dp/0679745572/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0679745572&pd_rd_r=893GKYYF5T0Q5Y3N6AR3&pd_rd_w=EZNXx&pd_rd_wg=VHEtm&psc=1&refRID=893GKYYF5T0Q5Y3N6AR3,Answered Prayers,https://www.amazon.com/Answered-Prayers-Truman-Capote/dp/0679751823/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0679751823&pd_rd_r=893GKYYF5T0Q5Y3N6AR3&pd_rd_w=EZNXx&pd_rd_wg=VHEtm&psc=1&refRID=893GKYYF5T0Q5Y3N6AR3,The Complete Stories of Truman Capote,https://www.amazon.com/Complete-Stories-Truman-Capote/dp/140009691X/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=140009691X&pd_rd_r=893GKYYF5T0Q5Y3N6AR3&pd_rd_w=EZNXx&pd_rd_wg=VHEtm&psc=1&refRID=893GKYYF5T0Q5Y3N6AR3,Music for Chameleons,https://www.amazon.com/Music-Chameleons-Truman-Capote/dp/0679745661/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0679745661&pd_rd_r=893GKYYF5T0Q5Y3N6AR3&pd_rd_w=EZNXx&pd_rd_wg=VHEtm&psc=1&refRID=893GKYYF5T0Q5Y3N6AR3,Breakfast at Tiffany's and Three Stories,https://www.amazon.com/Breakfast-at-Tiffanys-Three-Stories/dp/0679745653/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0679745653&pd_rd_r=893GKYYF5T0Q5Y3N6AR3&pd_rd_w=EZNXx&pd_rd_wg=VHEtm&psc=1&refRID=893GKYYF5T0Q5Y3N6AR3,,,,,
