Book Title,Book ISBN,Book URL,Amazon Price,R1 Title,R1 URL,R2 Title,R2 URL,R3 Title,R3 URL,R4 Title,R4 URL,R5 Title,R5 URL,,,,,
Zazie in the Metro,9780142180044,https://www.goodreads.com/buy_buttons/12/follow?book_id=28369&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$54.75,Zazie dans le Métro (Folio) (French Edition),https://www.amazon.com/Zazie-dans-M%C3%A9tro-Folio-French/dp/2070361039/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=2070361039&pd_rd_r=VVSEJX1WDA51CMRED07F&pd_rd_w=jdApW&pd_rd_wg=D8a46&psc=1&refRID=VVSEJX1WDA51CMRED07F,Witch Grass,https://www.amazon.com/Witch-Grass-Raymond-Queneau/dp/1590170318/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=1590170318&pd_rd_r=VVSEJX1WDA51CMRED07F&pd_rd_w=jdApW&pd_rd_wg=D8a46&psc=1&refRID=VVSEJX1WDA51CMRED07F,Parisians: An Adventure History of Paris,https://www.amazon.com/Parisians-Adventure-History-Graham-Robb/dp/0393339734/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0393339734&pd_rd_r=VVSEJX1WDA51CMRED07F&pd_rd_w=jdApW&pd_rd_wg=D8a46&psc=1&refRID=VVSEJX1WDA51CMRED07F,Exercises in Style,https://www.amazon.com/Exercises-Style-Raymond-Queneau/dp/0811207897/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0811207897&pd_rd_r=VVSEJX1WDA51CMRED07F&pd_rd_w=jdApW&pd_rd_wg=D8a46&psc=1&refRID=VVSEJX1WDA51CMRED07F,Bonjour Tristesse: A Novel,https://www.amazon.com/Bonjour-Tristesse-Novel-Francoise-Sagan/dp/0061440795/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0061440795&pd_rd_r=VVSEJX1WDA51CMRED07F&pd_rd_w=jdApW&pd_rd_wg=D8a46&psc=1&refRID=VVSEJX1WDA51CMRED07F,,,,,
The World of Null-A,9780765300973,https://www.goodreads.com/buy_buttons/15/follow?book_id=951290&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,$16.43,Slan: A Novel,https://www.amazon.com/Slan-Novel-van-Vogt/dp/0312852363/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0312852363&pd_rd_r=EZA60HB50DQ70TFC0380&pd_rd_w=QGvVe&pd_rd_wg=ibteP&psc=1&refRID=EZA60HB50DQ70TFC0380,The Voyage of the Space Beagle,https://www.amazon.com/Voyage-Space-Beagle-van-Vogt/dp/0765320770/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0765320770&pd_rd_r=EZA60HB50DQ70TFC0380&pd_rd_w=QGvVe&pd_rd_wg=ibteP&psc=1&refRID=EZA60HB50DQ70TFC0380,Players Of Null-a,https://www.amazon.com/Players-Null-Van-Vogt/dp/0425025594/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0425025594&pd_rd_r=EZA60HB50DQ70TFC0380&pd_rd_w=QGvVe&pd_rd_wg=ibteP&psc=1&refRID=EZA60HB50DQ70TFC0380,Null -A Three,https://www.amazon.com/Null-Three-Van-Vogt/dp/0886770564/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0886770564&pd_rd_r=EZA60HB50DQ70TFC0380&pd_rd_w=QGvVe&pd_rd_wg=ibteP&psc=1&refRID=EZA60HB50DQ70TFC0380,The Weapon Shops of Isher,https://www.amazon.com/Weapon-Shops-Isher-Van-Vogt/dp/B00H8VK2C0/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=B00H8VK2C0&pd_rd_r=EZA60HB50DQ70TFC0380&pd_rd_w=QGvVe&pd_rd_wg=ibteP&psc=1&refRID=EZA60HB50DQ70TFC0380,,,,,
The Tunnel,9780141194547,https://www.goodreads.com/buy_buttons/12/follow?book_id=9574908&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$15.31,El Túnel (Spanish Edition),https://www.amazon.com/El-T%C3%BAnel-Spanish-Ernesto-S%C3%A1bato/dp/8437600898/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=8437600898&pd_rd_r=4V3X44WQVDY7V01FE7RA&pd_rd_w=NZ71G&pd_rd_wg=0lVCI&psc=1&refRID=4V3X44WQVDY7V01FE7RA,Hecate and Her Dogs (Pushkin Collection),https://www.amazon.com/Hecate-Her-Dogs-Pushkin-Collection/dp/1901285804/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=1901285804&pd_rd_r=4V3X44WQVDY7V01FE7RA&pd_rd_w=NZ71G&pd_rd_wg=0lVCI&psc=1&refRID=4V3X44WQVDY7V01FE7RA,,,,,,,,,,,
The Street,9780395573808,https://www.goodreads.com/buy_buttons/12/follow?book_id=1470442&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$4.00,Property,https://www.amazon.com/Property-Valerie-Martin/dp/0375713301/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0375713301&pd_rd_r=P255F9RETM9SMXZFNNCZ&pd_rd_w=Ygq4f&pd_rd_wg=PLFUE&psc=1&refRID=P255F9RETM9SMXZFNNCZ,Quicksand and Passing (American Women Writers),https://www.amazon.com/Quicksand-Passing-American-Women-Writers/dp/0813511704/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0813511704&pd_rd_r=P255F9RETM9SMXZFNNCZ&pd_rd_w=Ygq4f&pd_rd_wg=PLFUE&psc=1&refRID=P255F9RETM9SMXZFNNCZ,Their Eyes Were Watching God,https://www.amazon.com/Their-Eyes-Were-Watching-God/dp/0061120065/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0061120065&pd_rd_r=P255F9RETM9SMXZFNNCZ&pd_rd_w=Ygq4f&pd_rd_wg=PLFUE&psc=1&refRID=P255F9RETM9SMXZFNNCZ,Native Son (Perennial Classics),https://www.amazon.com/Native-Perennial-Classics-Richard-Wright/dp/006083756X/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=006083756X&pd_rd_r=P255F9RETM9SMXZFNNCZ&pd_rd_w=Ygq4f&pd_rd_wg=PLFUE&psc=1&refRID=P255F9RETM9SMXZFNNCZ,Maud Martha,https://www.amazon.com/Maud-Martha-Gwendolyn-Brooks/dp/0883780615/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0883780615&pd_rd_r=P255F9RETM9SMXZFNNCZ&pd_rd_w=Ygq4f&pd_rd_wg=PLFUE&psc=1&refRID=P255F9RETM9SMXZFNNCZ,,,,,
Christ Stopped at Eboli: The Story of a Year,9780374530099,https://www.goodreads.com/buy_buttons/12/follow?book_id=65211&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$6.58,The Garden of the Finzi-Continis,https://www.amazon.com/Garden-Finzi-Continis-Giorgio-Bassani/dp/0156345706/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0156345706&pd_rd_r=7G8GERH17DD5VV94Y9P1&pd_rd_w=VnIao&pd_rd_wg=pPEZv&psc=1&refRID=7G8GERH17DD5VV94Y9P1,Playing For Time,https://www.amazon.com/Playing-Time-Fania-Fenelon/dp/0815604947/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0815604947&pd_rd_r=7G8GERH17DD5VV94Y9P1&pd_rd_w=VnIao&pd_rd_wg=pPEZv&psc=1&refRID=7G8GERH17DD5VV94Y9P1,Village of Secrets: Defying the Nazis in Vichy France (The Resistance Trilogy…,https://www.amazon.com/Village-Secrets-Defying-Resistance-Trilogy/dp/0062202480/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0062202480&pd_rd_r=7G8GERH17DD5VV94Y9P1&pd_rd_w=VnIao&pd_rd_wg=pPEZv&psc=1&refRID=7G8GERH17DD5VV94Y9P1,"Rue Ordener, Rue Labat (Stages)",https://www.amazon.com/Rue-Ordener-Labat-Stages/dp/0803277806/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0803277806&pd_rd_r=7G8GERH17DD5VV94Y9P1&pd_rd_w=VnIao&pd_rd_wg=pPEZv&psc=1&refRID=7G8GERH17DD5VV94Y9P1,The Leopard: A Novel,https://www.amazon.com/Leopard-Novel-Giuseppe-Lampedusa/dp/0375714790/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0375714790&pd_rd_r=7G8GERH17DD5VV94Y9P1&pd_rd_w=VnIao&pd_rd_wg=pPEZv&psc=1&refRID=7G8GERH17DD5VV94Y9P1,,,,,
Odd John and Sirius,9780486211336,https://www.goodreads.com/buy_buttons/12/follow?book_id=460090&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$12.87,Last and First Men and Star Maker : Two Science Fiction Novels,https://www.amazon.com/Last-First-Men-Star-Maker/dp/0486219623/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0486219623&pd_rd_r=RFAP2G7KYNR5MSW2KHQC&pd_rd_w=LRIwP&pd_rd_wg=kdHcn&psc=1&refRID=RFAP2G7KYNR5MSW2KHQC,Last and First Men (Dover Books on Literature & Drama),https://www.amazon.com/First-Dover-Books-Literature-Drama/dp/0486466825/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0486466825&pd_rd_r=RFAP2G7KYNR5MSW2KHQC&pd_rd_w=LRIwP&pd_rd_wg=kdHcn&psc=1&refRID=RFAP2G7KYNR5MSW2KHQC,Star Maker,https://www.amazon.com/Star-Maker-Olaf-Stapledon/dp/0486466833/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0486466833&pd_rd_r=RFAP2G7KYNR5MSW2KHQC&pd_rd_w=LRIwP&pd_rd_wg=kdHcn&psc=1&refRID=RFAP2G7KYNR5MSW2KHQC,Niki: The Story of a Dog (New York Review Books Classics),https://www.amazon.com/Niki-Story-Review-Books-Classics/dp/159017318X/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=159017318X&pd_rd_r=RFAP2G7KYNR5MSW2KHQC&pd_rd_w=LRIwP&pd_rd_wg=kdHcn&psc=1&refRID=RFAP2G7KYNR5MSW2KHQC,My Dog Tulip: Movie tie-in edition (New York Review Books Classics),https://www.amazon.com/My-Dog-Tulip-tie-Classics/dp/1590174143/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=1590174143&pd_rd_r=RFAP2G7KYNR5MSW2KHQC&pd_rd_w=LRIwP&pd_rd_wg=kdHcn&psc=1&refRID=RFAP2G7KYNR5MSW2KHQC,,,,,
"Latter End (Miss Silver, #11)",9780340767894,https://www.goodreads.com/buy_buttons/12/follow?book_id=1440135&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$10.49,The Case of William Smith (The Miss Silver Mysteries),https://www.amazon.com/Case-William-Smith-Silver-Mysteries/dp/1504047931/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=1504047931&pd_rd_r=YZ757DB5AQT8X0EAXCK3&pd_rd_w=ns4X0&pd_rd_wg=R8qya&psc=1&refRID=YZ757DB5AQT8X0EAXCK3,Eternity Ring: A Miss Silver Mystery,https://www.amazon.com/Eternity-Ring-Miss-Silver-Mystery/dp/0060974427/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0060974427&pd_rd_r=YZ757DB5AQT8X0EAXCK3&pd_rd_w=ns4X0&pd_rd_wg=R8qya&psc=1&refRID=YZ757DB5AQT8X0EAXCK3,The Key: A Miss Silver Mystery,https://www.amazon.com/Key-Miss-Silver-Mystery/dp/006097446X/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=006097446X&pd_rd_r=YZ757DB5AQT8X0EAXCK3&pd_rd_w=ns4X0&pd_rd_wg=R8qya&psc=1&refRID=YZ757DB5AQT8X0EAXCK3,Miss Silver Intervenes (Miss Silver Series),https://www.amazon.com/Miss-Silver-Intervenes/dp/0340689749/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0340689749&pd_rd_r=YZ757DB5AQT8X0EAXCK3&pd_rd_w=ns4X0&pd_rd_wg=R8qya&psc=1&refRID=YZ757DB5AQT8X0EAXCK3,Through the Wall (Miss Silver Series),https://www.amazon.com/Through-Wall-Silver-Patricia-Wentworth/dp/0340689684/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0340689684&pd_rd_r=YZ757DB5AQT8X0EAXCK3&pd_rd_w=ns4X0&pd_rd_wg=R8qya&psc=1&refRID=YZ757DB5AQT8X0EAXCK3,,,,,
Tales of the South Pacific,9780449238523,https://www.goodreads.com/buy_buttons/15/follow?book_id=554794&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,$13.60,Hawaii,https://www.amazon.com/Hawaii-James-Michener/dp/0375760377/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0375760377&pd_rd_r=1T8E37KF8M4Z8RMN16AT&pd_rd_w=2PNJK&pd_rd_wg=iwsuy&psc=1&refRID=1T8E37KF8M4Z8RMN16AT,Return to Paradise,https://www.amazon.com/Return-Paradise-James-Michener/dp/0449200779/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0449200779&pd_rd_r=1T8E37KF8M4Z8RMN16AT&pd_rd_w=2PNJK&pd_rd_wg=iwsuy&psc=1&refRID=1T8E37KF8M4Z8RMN16AT,Caribbean,https://www.amazon.com/Caribbean-James-Michener/dp/0449217493/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0449217493&pd_rd_r=1T8E37KF8M4Z8RMN16AT&pd_rd_w=2PNJK&pd_rd_wg=iwsuy&psc=1&refRID=1T8E37KF8M4Z8RMN16AT,Return to Paradise: Stories,https://www.amazon.com/Return-Paradise-Stories-James-Michener/dp/0812986776/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0812986776&pd_rd_r=1T8E37KF8M4Z8RMN16AT&pd_rd_w=2PNJK&pd_rd_wg=iwsuy&psc=1&refRID=1T8E37KF8M4Z8RMN16AT,Hawaii,https://www.amazon.com/Hawaii-James-Michener/dp/0449213358/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0449213358&pd_rd_r=1T8E37KF8M4Z8RMN16AT&pd_rd_w=2PNJK&pd_rd_wg=iwsuy&psc=1&refRID=1T8E37KF8M4Z8RMN16AT,,,,,
To the Finland Station,9781590170335,https://www.goodreads.com/buy_buttons/15/follow?book_id=694282&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,$79.99,Ten Days That Shook the World (Penguin Classics),https://www.amazon.com/Days-Shook-World-Penguin-Classics/dp/0141442123/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0141442123&pd_rd_r=SA2ENGX3FCA6AXRFVDV9&pd_rd_w=JjXDE&pd_rd_wg=0lmEW&psc=1&refRID=SA2ENGX3FCA6AXRFVDV9,Axel's Castle: A Study of the Imaginative Literature of 1870-1930 (FSG…,https://www.amazon.com/Axels-Castle-Imaginative-Literature-1870-1930/dp/0374529272/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0374529272&pd_rd_r=SA2ENGX3FCA6AXRFVDV9&pd_rd_w=JjXDE&pd_rd_wg=0lmEW&psc=1&refRID=SA2ENGX3FCA6AXRFVDV9,Lenin on the Train,https://www.amazon.com/Lenin-Train-Catherine-Merridale/dp/1627793011/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=1627793011&pd_rd_r=SA2ENGX3FCA6AXRFVDV9&pd_rd_w=JjXDE&pd_rd_wg=0lmEW&psc=1&refRID=SA2ENGX3FCA6AXRFVDV9,The Triumph of Christianity: How a Forbidden Religion…,https://www.amazon.com/Triumph-Christianity-Forbidden-Religion-Swept/dp/1501136704/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=1501136704&pd_rd_r=SA2ENGX3FCA6AXRFVDV9&pd_rd_w=JjXDE&pd_rd_wg=0lmEW&psc=1&refRID=SA2ENGX3FCA6AXRFVDV9,"Enlightenment Now: The Case for Reason, Science, Humanism, and Progress",https://www.amazon.com/Enlightenment-Now-Science-Humanism-Progress/dp/0525427570/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0525427570&pd_rd_r=SA2ENGX3FCA6AXRFVDV9&pd_rd_w=JjXDE&pd_rd_wg=0lmEW&psc=1&refRID=SA2ENGX3FCA6AXRFVDV9,,,,,
Gentleman's Agreement,9781453238752,https://www.goodreads.com/buy_buttons/12/follow?book_id=13568094&ref=x_gr_w_bb&tag=x_gr_w_bb-20,,,,,,,,,,,,,,,,
Exercises in Style,9780811220354,https://www.goodreads.com/buy_buttons/12/follow?book_id=13792324&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$12.18,How to Talk about Videogames (Electronic Mediations),https://www.amazon.com/Talk-about-Videogames-Electronic-Mediations/dp/0816699127/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0816699127&pd_rd_r=E2YC3W07FAVPG1P1ETHY&pd_rd_w=onJeQ&pd_rd_wg=lHbI1&psc=1&refRID=E2YC3W07FAVPG1P1ETHY,642 Things to Write About,https://www.amazon.com/Things-Write-Francisco-Writers-Grotto/dp/1452105448/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=1452105448&pd_rd_r=E2YC3W07FAVPG1P1ETHY&pd_rd_w=onJeQ&pd_rd_wg=lHbI1&psc=1&refRID=E2YC3W07FAVPG1P1ETHY,99 Ways to Tell a Story: Exercises in Style,https://www.amazon.com/99-Ways-Tell-Story-Exercises/dp/1596090782/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=1596090782&pd_rd_r=E2YC3W07FAVPG1P1ETHY&pd_rd_w=onJeQ&pd_rd_wg=lHbI1&psc=1&refRID=E2YC3W07FAVPG1P1ETHY,Exercises in Programming Style,https://www.amazon.com/Exercises-Programming-Style-Cristina-Videira/dp/1482227371/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=1482227371&pd_rd_r=E2YC3W07FAVPG1P1ETHY&pd_rd_w=onJeQ&pd_rd_wg=lHbI1&psc=1&refRID=E2YC3W07FAVPG1P1ETHY,Best American Poetry 2017 (The Best American Poetry series),https://www.amazon.com/Best-American-Poetry-2017/dp/1501127756/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=1501127756&pd_rd_r=E2YC3W07FAVPG1P1ETHY&pd_rd_w=onJeQ&pd_rd_wg=lHbI1&psc=1&refRID=E2YC3W07FAVPG1P1ETHY,,,,,
"The Moffats (The Moffats, #1)",9780152025410,https://www.goodreads.com/buy_buttons/12/follow?book_id=42337&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$6.95,The Middle Moffat,https://www.amazon.com/Middle-Moffat-Eleanor-Estes/dp/0152025294/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0152025294&pd_rd_r=Y2MC0KQKHXCMZ3KF6HS2&pd_rd_w=QkGpu&pd_rd_wg=Lu3P0&psc=1&refRID=Y2MC0KQKHXCMZ3KF6HS2,Rufus M.,https://www.amazon.com/Rufus-M-Eleanor-Estes/dp/0152025774/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0152025774&pd_rd_r=Y2MC0KQKHXCMZ3KF6HS2&pd_rd_w=QkGpu&pd_rd_wg=Lu3P0&psc=1&refRID=Y2MC0KQKHXCMZ3KF6HS2,The Moffat Museum,https://www.amazon.com/Moffat-Museum-Eleanor-Estes/dp/0152025537/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0152025537&pd_rd_r=Y2MC0KQKHXCMZ3KF6HS2&pd_rd_w=QkGpu&pd_rd_wg=Lu3P0&psc=1&refRID=Y2MC0KQKHXCMZ3KF6HS2,Ginger Pye,https://www.amazon.com/Ginger-Pye-Eleanor-Estes/dp/0544927818/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0544927818&pd_rd_r=Y2MC0KQKHXCMZ3KF6HS2&pd_rd_w=QkGpu&pd_rd_wg=Lu3P0&psc=1&refRID=Y2MC0KQKHXCMZ3KF6HS2,Pinky Pye,https://www.amazon.com/Pinky-Pye-Eleanor-Estes/dp/054492780X/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=054492780X&pd_rd_r=Y2MC0KQKHXCMZ3KF6HS2&pd_rd_w=QkGpu&pd_rd_wg=Lu3P0&psc=1&refRID=Y2MC0KQKHXCMZ3KF6HS2,,,,,
"This Way for the Gas, Ladies and Gentlemen",9780140186246,https://www.goodreads.com/buy_buttons/12/follow?book_id=228244&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$13.01,The Shawl,https://www.amazon.com/Shawl-Cynthia-Ozick/dp/0679729267/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0679729267&pd_rd_r=XQ52Q8ADV5STGPAG0HNG&pd_rd_w=n75tb&pd_rd_wg=pEGwJ&psc=1&refRID=XQ52Q8ADV5STGPAG0HNG,"Kolyma Tales (Classic, 20th-Century, Penguin)",https://www.amazon.com/Kolyma-Tales-Classic-20th-Century-Penguin/dp/0140186956/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0140186956&pd_rd_r=XQ52Q8ADV5STGPAG0HNG&pd_rd_w=n75tb&pd_rd_wg=pEGwJ&psc=1&refRID=XQ52Q8ADV5STGPAG0HNG,Survival In Auschwitz,https://www.amazon.com/Survival-Auschwitz-Primo-Levi/dp/0684826801/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0684826801&pd_rd_r=XQ52Q8ADV5STGPAG0HNG&pd_rd_w=n75tb&pd_rd_wg=pEGwJ&psc=1&refRID=XQ52Q8ADV5STGPAG0HNG,Between Dignity and Despair: Jewish Life in Nazi Germany (Studies in…,https://www.amazon.com/Between-Dignity-Despair-Germany-Studies/dp/0195130928/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0195130928&pd_rd_r=XQ52Q8ADV5STGPAG0HNG&pd_rd_w=n75tb&pd_rd_wg=pEGwJ&psc=1&refRID=XQ52Q8ADV5STGPAG0HNG,Still Alive: A Holocaust Girlhood Remembered (The Helen Rose Scheuer…,https://www.amazon.com/Still-Alive-Holocaust-Girlhood-Remembered/dp/1558614362/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=1558614362&pd_rd_r=XQ52Q8ADV5STGPAG0HNG&pd_rd_w=n75tb&pd_rd_wg=pEGwJ&psc=1&refRID=XQ52Q8ADV5STGPAG0HNG,,,,,
Love in a Fallen City,9781590171783,https://www.goodreads.com/buy_buttons/13/follow?book_id=189123&ref=x_gr_w_bb&tag=x_gr_w_bb_uk-21,$13.29,The Real Story of Ah-Q and Other Tales of China: The Complete Fiction of…,https://www.amazon.com/Real-Story-Other-Tales-China/dp/0140455485/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0140455485&pd_rd_r=G8BYQ1GRD7XDM9NWQ8BY&pd_rd_w=A1RDf&pd_rd_wg=FvZMB&psc=1&refRID=G8BYQ1GRD7XDM9NWQ8BY,Border Town: A Novel,https://www.amazon.com/Border-Town-Novel-Shen-Congwen/dp/0061436917/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0061436917&pd_rd_r=G8BYQ1GRD7XDM9NWQ8BY&pd_rd_w=A1RDf&pd_rd_wg=FvZMB&psc=1&refRID=G8BYQ1GRD7XDM9NWQ8BY,Half a Lifelong Romance (Vintage International),https://www.amazon.com/Half-Lifelong-Romance-Vintage-International/dp/0307387542/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0307387542&pd_rd_r=G8BYQ1GRD7XDM9NWQ8BY&pd_rd_w=A1RDf&pd_rd_wg=FvZMB&psc=1&refRID=G8BYQ1GRD7XDM9NWQ8BY,Naked Earth (NYRB Classics),https://www.amazon.com/Naked-Earth-Classics-Eileen-Chang/dp/1590178343/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=1590178343&pd_rd_r=G8BYQ1GRD7XDM9NWQ8BY&pd_rd_w=A1RDf&pd_rd_wg=FvZMB&psc=1&refRID=G8BYQ1GRD7XDM9NWQ8BY,"Lust, Caution: The Story",https://www.amazon.com/Lust-Caution-Story-Eileen-Chang/dp/0307387445/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0307387445&pd_rd_r=G8BYQ1GRD7XDM9NWQ8BY&pd_rd_w=A1RDf&pd_rd_wg=FvZMB&psc=1&refRID=G8BYQ1GRD7XDM9NWQ8BY,,,,,
The Cannibal,9780811200639,https://www.goodreads.com/buy_buttons/13/follow?book_id=587678&ref=x_gr_w_bb&tag=x_gr_w_bb_uk-21,$41.86,The Lime Twig: A Novel (New Directions Paperbook),https://www.amazon.com/Lime-Twig-Novel-Directions-Paperbook/dp/0811200655/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0811200655&pd_rd_r=HPNVSB6W3DZ29VR4Z6DJ&pd_rd_w=T6sV0&pd_rd_wg=ocmxV&psc=1&refRID=HPNVSB6W3DZ29VR4Z6DJ,The Beetle Leg (New Directions Paperback),https://www.amazon.com/Beetle-Leg-New-Directions-Paperback/dp/0811200620/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0811200620&pd_rd_r=HPNVSB6W3DZ29VR4Z6DJ&pd_rd_w=T6sV0&pd_rd_wg=ocmxV&psc=1&refRID=HPNVSB6W3DZ29VR4Z6DJ,Lost in the Funhouse (The Anchor Literary Library),https://www.amazon.com/Lost-Funhouse-Anchor-Literary-Library/dp/0385240872/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0385240872&pd_rd_r=HPNVSB6W3DZ29VR4Z6DJ&pd_rd_w=T6sV0&pd_rd_wg=ocmxV&psc=1&refRID=HPNVSB6W3DZ29VR4Z6DJ,The Blood Oranges: A Novel (New Directions Paperbook),https://www.amazon.com/Blood-Oranges-Novel-Directions-Paperbook/dp/0811200612/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0811200612&pd_rd_r=HPNVSB6W3DZ29VR4Z6DJ&pd_rd_w=T6sV0&pd_rd_wg=ocmxV&psc=1&refRID=HPNVSB6W3DZ29VR4Z6DJ,Mumbo Jumbo,https://www.amazon.com/Mumbo-Jumbo-Ishmael-Reed/dp/0684824779/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0684824779&pd_rd_r=HPNVSB6W3DZ29VR4Z6DJ&pd_rd_w=T6sV0&pd_rd_wg=ocmxV&psc=1&refRID=HPNVSB6W3DZ29VR4Z6DJ,,,,,
